relative_to,sender,receiver,operator,type,date,amount
Alexandre du Jacquet,Alexandre du Jacquet,Guillaume Le Chauvin,mtn,TRANSFER,2022-04-05,283700
Guillaume Le Chauvin,Alexandre du Jacquet,Guillaume Le Chauvin,mtn,RECEIPT,2022-04-05,283700
,,,mtn,CASH_OUT,2022-04-07,15600
,,,mtn,CASH_OUT,2022-04-08,100500
Alexandre du Jacquet,Alexandre du Jacquet,Claude Lemaire,mtn,TRANSFER,2022-04-10,270800
Claude Lemaire,Alexandre du Jacquet,Claude Lemaire,mtn,RECEIPT,2022-04-10,270800
Alexandre du Jacquet,Alexandre du Jacquet,Bertrand Delannoy,mtn,TRANSFER,2022-04-11,64800
Bertrand Delannoy,Alexandre du Jacquet,Bertrand Delannoy,mtn,RECEIPT,2022-04-11,64800
Alexandre du Jacquet,Gilbert-Stéphane Blanchet,Alexandre du Jacquet,mtn,RECEIPT,2022-04-12,81600
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Alexandre du Jacquet,mtn,TRANSFER,2022-04-12,81600
,,,mtn,CASH_OUT,2022-04-14,250800
Alexandre du Jacquet,Alexandre du Jacquet,Josette Robin,mtn,TRANSFER,2022-04-14,443100
Josette Robin,Alexandre du Jacquet,Josette Robin,mtn,RECEIPT,2022-04-14,443100
Alexandre du Jacquet,Roland Étienne,Alexandre du Jacquet,mtn,RECEIPT,2022-04-15,89100
Roland Étienne,Roland Étienne,Alexandre du Jacquet,mtn,TRANSFER,2022-04-15,89100
,,,mtn,CASH_OUT,2022-04-16,325900
,,,mtn,CASH_OUT,2022-04-16,98700
Alexandre du Jacquet,Bertrand Delannoy,Alexandre du Jacquet,mtn,RECEIPT,2022-04-16,28700
Bertrand Delannoy,Bertrand Delannoy,Alexandre du Jacquet,mtn,TRANSFER,2022-04-16,28700
Alexandre du Jacquet,Alexandre du Jacquet,Alphonse Gros,mtn,TRANSFER,2022-04-17,342300
Alphonse Gros,Alexandre du Jacquet,Alphonse Gros,mtn,RECEIPT,2022-04-17,342300
,,,mtn,CASH_OUT,2022-04-17,2200
Alexandre du Jacquet,Rémy Renault de Laroche,Alexandre du Jacquet,mtn,RECEIPT,2022-04-19,267900
Rémy Renault de Laroche,Rémy Renault de Laroche,Alexandre du Jacquet,mtn,TRANSFER,2022-04-19,267900
Alexandre du Jacquet,Alexandre du Jacquet,René de la Descamps,mtn,TRANSFER,2022-04-20,496000
René de la Descamps,Alexandre du Jacquet,René de la Descamps,mtn,RECEIPT,2022-04-20,496000
,,Alexandre du Jacquet,mtn,CASH_IN,2022-04-20,13500
Alexandre du Jacquet,Alice Brunet du Pascal,Alexandre du Jacquet,mtn,RECEIPT,2022-04-21,19300
Alice Brunet du Pascal,Alice Brunet du Pascal,Alexandre du Jacquet,mtn,TRANSFER,2022-04-21,19300
Alexandre du Jacquet,Michelle Roy,Alexandre du Jacquet,mtn,RECEIPT,2022-04-22,213000
Michelle Roy,Michelle Roy,Alexandre du Jacquet,mtn,TRANSFER,2022-04-22,213000
,,,mtn,CASH_OUT,2022-04-24,24600
Alexandre du Jacquet,Alexandre du Jacquet,Gilbert-Stéphane Blanchet,mtn,TRANSFER,2022-04-26,453900
Gilbert-Stéphane Blanchet,Alexandre du Jacquet,Gilbert-Stéphane Blanchet,mtn,RECEIPT,2022-04-26,453900
,,,mtn,CASH_OUT,2022-04-27,188300
Alexandre du Jacquet,Alphonse Gros,Alexandre du Jacquet,mtn,RECEIPT,2022-04-27,70900
Alphonse Gros,Alphonse Gros,Alexandre du Jacquet,mtn,TRANSFER,2022-04-27,70900
,,,mtn,CASH_OUT,2022-04-01,228300
,,,mtn,CASH_OUT,2022-04-01,448000
Roland Étienne,Michelle Lebreton,Roland Étienne,mtn,RECEIPT,2022-04-02,180100
Michelle Lebreton,Michelle Lebreton,Roland Étienne,mtn,TRANSFER,2022-04-02,180100
,,,mtn,CASH_OUT,2022-04-04,339000
Roland Étienne,Roland Étienne,Bertrand Delannoy,mtn,TRANSFER,2022-04-05,194100
Bertrand Delannoy,Roland Étienne,Bertrand Delannoy,mtn,RECEIPT,2022-04-05,194100
,,,mtn,CASH_OUT,2022-04-05,349800
Roland Étienne,Alice Brunet du Pascal,Roland Étienne,mtn,RECEIPT,2022-04-06,43800
Alice Brunet du Pascal,Alice Brunet du Pascal,Roland Étienne,mtn,TRANSFER,2022-04-06,43800
,,,mtn,CASH_OUT,2022-04-08,348900
Roland Étienne,Jacques Gonzalez-Teixeira,Roland Étienne,mtn,RECEIPT,2022-04-08,318300
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Roland Étienne,mtn,TRANSFER,2022-04-08,318300
Roland Étienne,Célina Imbert-Girard,Roland Étienne,mtn,RECEIPT,2022-04-09,403200
Célina Imbert-Girard,Célina Imbert-Girard,Roland Étienne,mtn,TRANSFER,2022-04-09,403200
Roland Étienne,Roland Étienne,Victor Maury,mtn,TRANSFER,2022-04-11,325400
Victor Maury,Roland Étienne,Victor Maury,mtn,RECEIPT,2022-04-11,325400
Roland Étienne,Roland Étienne,Victor Maury,mtn,TRANSFER,2022-04-11,486700
Victor Maury,Roland Étienne,Victor Maury,mtn,RECEIPT,2022-04-11,486700
Roland Étienne,Roland Étienne,Yves Mary,mtn,TRANSFER,2022-04-11,393700
Yves Mary,Roland Étienne,Yves Mary,mtn,RECEIPT,2022-04-11,393700
,,Roland Étienne,mtn,CASH_IN,2022-04-12,336800
,,Roland Étienne,mtn,CASH_IN,2022-04-15,398600
Roland Étienne,Gilbert du Foucher,Roland Étienne,mtn,RECEIPT,2022-04-15,70900
Gilbert du Foucher,Gilbert du Foucher,Roland Étienne,mtn,TRANSFER,2022-04-15,70900
Roland Étienne,Roland Étienne,Constance du Masse,mtn,TRANSFER,2022-04-15,264500
Constance du Masse,Roland Étienne,Constance du Masse,mtn,RECEIPT,2022-04-15,264500
,,,mtn,CASH_OUT,2022-04-18,13400
,,Roland Étienne,mtn,CASH_IN,2022-04-20,214900
Roland Étienne,Émilie de la Adam,Roland Étienne,mtn,RECEIPT,2022-04-20,360000
Émilie de la Adam,Émilie de la Adam,Roland Étienne,mtn,TRANSFER,2022-04-20,360000
,,Roland Étienne,mtn,CASH_IN,2022-04-21,467200
,,,mtn,CASH_OUT,2022-04-21,104100
Roland Étienne,Roland Étienne,Franck Bailly,mtn,TRANSFER,2022-04-22,66500
Franck Bailly,Roland Étienne,Franck Bailly,mtn,RECEIPT,2022-04-22,66500
,,,mtn,CASH_OUT,2022-04-25,66200
Roland Étienne,Roland Étienne,Jacques Devaux-Ruiz,mtn,TRANSFER,2022-04-27,489700
Jacques Devaux-Ruiz,Roland Étienne,Jacques Devaux-Ruiz,mtn,RECEIPT,2022-04-27,489700
,,Roland Étienne,mtn,CASH_IN,2022-04-27,48100
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-03,162700
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-03,174800
Théodore-Alain Laroche,Théodore-Alain Laroche,Luc Bègue-Poulain,mtn,TRANSFER,2022-04-08,487900
Luc Bègue-Poulain,Théodore-Alain Laroche,Luc Bègue-Poulain,mtn,RECEIPT,2022-04-08,487900
,,,mtn,CASH_OUT,2022-04-08,308800
Théodore-Alain Laroche,Théodore-Alain Laroche,Aurore-Audrey Hernandez,mtn,TRANSFER,2022-04-09,406300
Aurore-Audrey Hernandez,Théodore-Alain Laroche,Aurore-Audrey Hernandez,mtn,RECEIPT,2022-04-09,406300
Théodore-Alain Laroche,Marguerite Auger,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-11,91500
Marguerite Auger,Marguerite Auger,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-11,91500
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-13,497800
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-14,287100
,,,mtn,CASH_OUT,2022-04-15,230900
,,,mtn,CASH_OUT,2022-04-16,23300
Théodore-Alain Laroche,Théodore-Alain Laroche,Victoire Lemoine,mtn,TRANSFER,2022-04-17,309400
Victoire Lemoine,Théodore-Alain Laroche,Victoire Lemoine,mtn,RECEIPT,2022-04-17,309400
,,,mtn,CASH_OUT,2022-04-18,199200
Théodore-Alain Laroche,Jacqueline Fernandez,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-18,152700
Jacqueline Fernandez,Jacqueline Fernandez,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-18,152700
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-19,272200
Théodore-Alain Laroche,Alice Brunet du Pascal,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-21,220400
Alice Brunet du Pascal,Alice Brunet du Pascal,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-21,220400
Théodore-Alain Laroche,Michel-François Pineau,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-21,189800
Michel-François Pineau,Michel-François Pineau,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-21,189800
,,,mtn,CASH_OUT,2022-04-22,359500
Théodore-Alain Laroche,Alphonse Gros,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-22,71100
Alphonse Gros,Alphonse Gros,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-22,71100
Théodore-Alain Laroche,Alice Brunet du Pascal,Théodore-Alain Laroche,mtn,RECEIPT,2022-04-24,299900
Alice Brunet du Pascal,Alice Brunet du Pascal,Théodore-Alain Laroche,mtn,TRANSFER,2022-04-24,299900
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-04-25,264400
Théodore-Alain Laroche,Théodore-Alain Laroche,Alfred Meunier,mtn,TRANSFER,2022-04-25,365800
Alfred Meunier,Théodore-Alain Laroche,Alfred Meunier,mtn,RECEIPT,2022-04-25,365800
Théodore-Alain Laroche,Théodore-Alain Laroche,Michelle Roy,mtn,TRANSFER,2022-04-26,368500
Michelle Roy,Théodore-Alain Laroche,Michelle Roy,mtn,RECEIPT,2022-04-26,368500
Aurore-Audrey Hernandez,Mathilde du Clerc,Aurore-Audrey Hernandez,moov,RECEIPT,2022-04-01,349400
Mathilde du Clerc,Mathilde du Clerc,Aurore-Audrey Hernandez,moov,TRANSFER,2022-04-01,349400
,,,moov,CASH_OUT,2022-04-02,177200
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Gilbert-Stéphane Blanchet,moov,TRANSFER,2022-04-03,332200
Gilbert-Stéphane Blanchet,Aurore-Audrey Hernandez,Gilbert-Stéphane Blanchet,moov,RECEIPT,2022-04-03,332200
,,,moov,CASH_OUT,2022-04-04,491000
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-06,55800
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-11,246100
Aurore-Audrey Hernandez,Victoire Lemoine,Aurore-Audrey Hernandez,moov,RECEIPT,2022-04-12,167500
Victoire Lemoine,Victoire Lemoine,Aurore-Audrey Hernandez,moov,TRANSFER,2022-04-12,167500
Aurore-Audrey Hernandez,Célina Imbert-Girard,Aurore-Audrey Hernandez,moov,RECEIPT,2022-04-12,333600
Célina Imbert-Girard,Célina Imbert-Girard,Aurore-Audrey Hernandez,moov,TRANSFER,2022-04-12,333600
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-12,172900
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-12,280100
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Marc-Raymond Hamel,moov,TRANSFER,2022-04-13,31200
Marc-Raymond Hamel,Aurore-Audrey Hernandez,Marc-Raymond Hamel,moov,RECEIPT,2022-04-13,31200
,,,moov,CASH_OUT,2022-04-14,261400
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Caroline Roche,moov,TRANSFER,2022-04-16,416900
Caroline Roche,Aurore-Audrey Hernandez,Caroline Roche,moov,RECEIPT,2022-04-16,416900
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Christine Le Jacquet,moov,TRANSFER,2022-04-17,214100
Christine Le Jacquet,Aurore-Audrey Hernandez,Christine Le Jacquet,moov,RECEIPT,2022-04-17,214100
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-18,150700
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Constance Chrétien-Briand,moov,TRANSFER,2022-04-22,362200
Constance Chrétien-Briand,Aurore-Audrey Hernandez,Constance Chrétien-Briand,moov,RECEIPT,2022-04-22,362200
,,,moov,CASH_OUT,2022-04-22,48100
,,Aurore-Audrey Hernandez,moov,CASH_IN,2022-04-22,125800
Aurore-Audrey Hernandez,Henri-Gilles Lefort,Aurore-Audrey Hernandez,moov,RECEIPT,2022-04-24,413800
Henri-Gilles Lefort,Henri-Gilles Lefort,Aurore-Audrey Hernandez,moov,TRANSFER,2022-04-24,413800
,,,moov,CASH_OUT,2022-04-25,57900
,,,moov,CASH_OUT,2022-04-27,454100
,,,moov,CASH_OUT,2022-04-03,484100
Émile-Paul Letellier,Émile-Paul Letellier,Franck Bailly,moov,TRANSFER,2022-04-04,173500
Franck Bailly,Émile-Paul Letellier,Franck Bailly,moov,RECEIPT,2022-04-04,173500
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-06,451200
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-07,113500
,,,moov,CASH_OUT,2022-04-07,106000
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-08,458700
,,,moov,CASH_OUT,2022-04-11,63000
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-12,9000
Émile-Paul Letellier,Émile-Paul Letellier,Claude Lemaire,moov,TRANSFER,2022-04-12,172500
Claude Lemaire,Émile-Paul Letellier,Claude Lemaire,moov,RECEIPT,2022-04-12,172500
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-13,243800
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-13,130900
,,,moov,CASH_OUT,2022-04-14,113000
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-18,263300
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-20,135400
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-22,355400
,,,moov,CASH_OUT,2022-04-22,376900
,,,moov,CASH_OUT,2022-04-22,157400
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-23,370200
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-23,232500
,,,moov,CASH_OUT,2022-04-23,369000
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-24,197900
,,,moov,CASH_OUT,2022-04-25,443100
,,,moov,CASH_OUT,2022-04-25,343800
Émile-Paul Letellier,Émile-Paul Letellier,Édouard Mahe,moov,TRANSFER,2022-04-25,334000
Édouard Mahe,Émile-Paul Letellier,Édouard Mahe,moov,RECEIPT,2022-04-25,334000
,,Émile-Paul Letellier,moov,CASH_IN,2022-04-26,410700
Émile-Paul Letellier,Émile-Paul Letellier,Eugène Giraud,moov,TRANSFER,2022-04-26,156400
Eugène Giraud,Émile-Paul Letellier,Eugène Giraud,moov,RECEIPT,2022-04-26,156400
,,,moov,CASH_OUT,2022-04-26,410100
,,,moov,CASH_OUT,2022-04-26,37800
,,,moov,CASH_OUT,2022-04-27,2700
,,Constance du Masse,mtn,CASH_IN,2022-04-01,267400
Constance du Masse,Constance du Masse,Augustin Chevallier,mtn,TRANSFER,2022-04-01,215000
Augustin Chevallier,Constance du Masse,Augustin Chevallier,mtn,RECEIPT,2022-04-01,215000
,,Constance du Masse,mtn,CASH_IN,2022-04-01,402000
,,Constance du Masse,mtn,CASH_IN,2022-04-01,143300
,,,mtn,CASH_OUT,2022-04-02,247500
Constance du Masse,Luc Bègue-Poulain,Constance du Masse,mtn,RECEIPT,2022-04-02,66800
Luc Bègue-Poulain,Luc Bègue-Poulain,Constance du Masse,mtn,TRANSFER,2022-04-02,66800
,,,mtn,CASH_OUT,2022-04-03,466900
,,Constance du Masse,mtn,CASH_IN,2022-04-03,339200
Constance du Masse,Constance du Masse,Capucine-Dorothée Petit,mtn,TRANSFER,2022-04-06,495800
Capucine-Dorothée Petit,Constance du Masse,Capucine-Dorothée Petit,mtn,RECEIPT,2022-04-06,495800
,,Constance du Masse,mtn,CASH_IN,2022-04-08,461200
,,,mtn,CASH_OUT,2022-04-09,294800
Constance du Masse,Constance du Masse,Adrienne Delattre,mtn,TRANSFER,2022-04-09,400600
Adrienne Delattre,Constance du Masse,Adrienne Delattre,mtn,RECEIPT,2022-04-09,400600
,,Constance du Masse,mtn,CASH_IN,2022-04-11,6800
,,Constance du Masse,mtn,CASH_IN,2022-04-12,449600
Constance du Masse,Yves Mary,Constance du Masse,mtn,RECEIPT,2022-04-13,242600
Yves Mary,Yves Mary,Constance du Masse,mtn,TRANSFER,2022-04-13,242600
Constance du Masse,Michelle Lebreton,Constance du Masse,mtn,RECEIPT,2022-04-13,227200
Michelle Lebreton,Michelle Lebreton,Constance du Masse,mtn,TRANSFER,2022-04-13,227200
,,,mtn,CASH_OUT,2022-04-14,193900
Constance du Masse,Constance du Masse,Rémy Renault de Laroche,mtn,TRANSFER,2022-04-14,345700
Rémy Renault de Laroche,Constance du Masse,Rémy Renault de Laroche,mtn,RECEIPT,2022-04-14,345700
Constance du Masse,Constance du Masse,Yves Brunet,mtn,TRANSFER,2022-04-15,195800
Yves Brunet,Constance du Masse,Yves Brunet,mtn,RECEIPT,2022-04-15,195800
Constance du Masse,Constance du Masse,Rémy du Delaunay,mtn,TRANSFER,2022-04-16,456500
Rémy du Delaunay,Constance du Masse,Rémy du Delaunay,mtn,RECEIPT,2022-04-16,456500
Constance du Masse,Christine Le Jacquet,Constance du Masse,mtn,RECEIPT,2022-04-17,300100
Christine Le Jacquet,Christine Le Jacquet,Constance du Masse,mtn,TRANSFER,2022-04-17,300100
,,,mtn,CASH_OUT,2022-04-18,60200
,,,mtn,CASH_OUT,2022-04-22,184900
Constance du Masse,Alfred Meunier,Constance du Masse,mtn,RECEIPT,2022-04-23,199400
Alfred Meunier,Alfred Meunier,Constance du Masse,mtn,TRANSFER,2022-04-23,199400
Constance du Masse,Rémy Renault de Laroche,Constance du Masse,mtn,RECEIPT,2022-04-24,63500
Rémy Renault de Laroche,Rémy Renault de Laroche,Constance du Masse,mtn,TRANSFER,2022-04-24,63500
Constance du Masse,Alice Brunet du Pascal,Constance du Masse,mtn,RECEIPT,2022-04-25,62500
Alice Brunet du Pascal,Alice Brunet du Pascal,Constance du Masse,mtn,TRANSFER,2022-04-25,62500
Constance du Masse,Constance du Masse,Louis Pereira,mtn,TRANSFER,2022-04-25,297600
Louis Pereira,Constance du Masse,Louis Pereira,mtn,RECEIPT,2022-04-25,297600
Constance du Masse,Constance du Masse,Olivie Meyer,mtn,TRANSFER,2022-04-25,87700
Olivie Meyer,Constance du Masse,Olivie Meyer,mtn,RECEIPT,2022-04-25,87700
Constance du Masse,Rémy du Delaunay,Constance du Masse,mtn,RECEIPT,2022-04-26,82600
Rémy du Delaunay,Rémy du Delaunay,Constance du Masse,mtn,TRANSFER,2022-04-26,82600
,,,mtn,CASH_OUT,2022-04-26,234900
,,Jacques Gonzalez-Teixeira,mtn,CASH_IN,2022-04-02,42500
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,René de la Descamps,mtn,TRANSFER,2022-04-05,3400
René de la Descamps,Jacques Gonzalez-Teixeira,René de la Descamps,mtn,RECEIPT,2022-04-05,3400
Jacques Gonzalez-Teixeira,Gilbert-Stéphane Blanchet,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-06,260000
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-06,260000
Jacques Gonzalez-Teixeira,Victoire Lemoine,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-08,49200
Victoire Lemoine,Victoire Lemoine,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-08,49200
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Yves Brunet,mtn,TRANSFER,2022-04-08,122700
Yves Brunet,Jacques Gonzalez-Teixeira,Yves Brunet,mtn,RECEIPT,2022-04-08,122700
Jacques Gonzalez-Teixeira,Franck Bailly,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-10,311800
Franck Bailly,Franck Bailly,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-10,311800
,,,mtn,CASH_OUT,2022-04-10,74000
,,,mtn,CASH_OUT,2022-04-11,32500
Jacques Gonzalez-Teixeira,Henri-Gilles Lefort,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-12,252800
Henri-Gilles Lefort,Henri-Gilles Lefort,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-12,252800
Jacques Gonzalez-Teixeira,Luc Guibert du Le Gall,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-13,314900
Luc Guibert du Le Gall,Luc Guibert du Le Gall,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-13,314900
Jacques Gonzalez-Teixeira,Alphonse Gros,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-14,104200
Alphonse Gros,Alphonse Gros,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-14,104200
,,,mtn,CASH_OUT,2022-04-14,327000
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Alice Brunet du Pascal,mtn,TRANSFER,2022-04-14,136300
Alice Brunet du Pascal,Jacques Gonzalez-Teixeira,Alice Brunet du Pascal,mtn,RECEIPT,2022-04-14,136300
,,Jacques Gonzalez-Teixeira,mtn,CASH_IN,2022-04-14,466900
,,,mtn,CASH_OUT,2022-04-15,181800
,,,mtn,CASH_OUT,2022-04-16,476200
,,Jacques Gonzalez-Teixeira,mtn,CASH_IN,2022-04-17,412000
,,,mtn,CASH_OUT,2022-04-18,342200
Jacques Gonzalez-Teixeira,Louis Pereira,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-19,342800
Louis Pereira,Louis Pereira,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-19,342800
Jacques Gonzalez-Teixeira,Louis Pereira,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-20,19200
Louis Pereira,Louis Pereira,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-20,19200
,,Jacques Gonzalez-Teixeira,mtn,CASH_IN,2022-04-21,347700
Jacques Gonzalez-Teixeira,Victoire Lemoine,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-23,179400
Victoire Lemoine,Victoire Lemoine,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-23,179400
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Isabelle Loiseau Le Pineau,mtn,TRANSFER,2022-04-24,388500
Isabelle Loiseau Le Pineau,Jacques Gonzalez-Teixeira,Isabelle Loiseau Le Pineau,mtn,RECEIPT,2022-04-24,388500
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Olivie Dumont,mtn,TRANSFER,2022-04-24,12500
Olivie Dumont,Jacques Gonzalez-Teixeira,Olivie Dumont,mtn,RECEIPT,2022-04-24,12500
Jacques Gonzalez-Teixeira,Jacqueline Fernandez,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-24,439400
Jacqueline Fernandez,Jacqueline Fernandez,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-24,439400
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Rémy du Delaunay,mtn,TRANSFER,2022-04-25,338700
Rémy du Delaunay,Jacques Gonzalez-Teixeira,Rémy du Delaunay,mtn,RECEIPT,2022-04-25,338700
Jacques Gonzalez-Teixeira,Henri-Gilles Lefort,Jacques Gonzalez-Teixeira,mtn,RECEIPT,2022-04-27,484400
Henri-Gilles Lefort,Henri-Gilles Lefort,Jacques Gonzalez-Teixeira,mtn,TRANSFER,2022-04-27,484400
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Susan Le Lejeune,mtn,TRANSFER,2022-04-27,380600
Susan Le Lejeune,Jacques Gonzalez-Teixeira,Susan Le Lejeune,mtn,RECEIPT,2022-04-27,380600
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,René de la Descamps,mtn,TRANSFER,2022-04-27,484500
René de la Descamps,Jacques Gonzalez-Teixeira,René de la Descamps,mtn,RECEIPT,2022-04-27,484500
Henri-Gilles Lefort,Gilbert-Stéphane Blanchet,Henri-Gilles Lefort,mtn,RECEIPT,2022-04-01,3200
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Henri-Gilles Lefort,mtn,TRANSFER,2022-04-01,3200
Henri-Gilles Lefort,Célina Imbert-Girard,Henri-Gilles Lefort,mtn,RECEIPT,2022-04-03,388800
Célina Imbert-Girard,Célina Imbert-Girard,Henri-Gilles Lefort,mtn,TRANSFER,2022-04-03,388800
Henri-Gilles Lefort,Henri-Gilles Lefort,Adrienne Delattre,mtn,TRANSFER,2022-04-03,297400
Adrienne Delattre,Henri-Gilles Lefort,Adrienne Delattre,mtn,RECEIPT,2022-04-03,297400
Henri-Gilles Lefort,Henri-Gilles Lefort,Marc-Raymond Hamel,mtn,TRANSFER,2022-04-04,170500
Marc-Raymond Hamel,Henri-Gilles Lefort,Marc-Raymond Hamel,mtn,RECEIPT,2022-04-04,170500
Henri-Gilles Lefort,Henri-Gilles Lefort,Victoire Lemoine,mtn,TRANSFER,2022-04-05,320400
Victoire Lemoine,Henri-Gilles Lefort,Victoire Lemoine,mtn,RECEIPT,2022-04-05,320400
Henri-Gilles Lefort,Henri-Gilles Lefort,Julien Le Gaillard,mtn,TRANSFER,2022-04-06,364900
Julien Le Gaillard,Henri-Gilles Lefort,Julien Le Gaillard,mtn,RECEIPT,2022-04-06,364900
,,Henri-Gilles Lefort,mtn,CASH_IN,2022-04-07,207900
Henri-Gilles Lefort,Léon Gallet,Henri-Gilles Lefort,mtn,RECEIPT,2022-04-07,74400
Léon Gallet,Léon Gallet,Henri-Gilles Lefort,mtn,TRANSFER,2022-04-07,74400
Henri-Gilles Lefort,Henri-Gilles Lefort,Isabelle Loiseau Le Pineau,mtn,TRANSFER,2022-04-09,286700
Isabelle Loiseau Le Pineau,Henri-Gilles Lefort,Isabelle Loiseau Le Pineau,mtn,RECEIPT,2022-04-09,286700
Henri-Gilles Lefort,Henri-Gilles Lefort,Rémy du Delaunay,mtn,TRANSFER,2022-04-11,86100
Rémy du Delaunay,Henri-Gilles Lefort,Rémy du Delaunay,mtn,RECEIPT,2022-04-11,86100
,,Henri-Gilles Lefort,mtn,CASH_IN,2022-04-12,308600
Henri-Gilles Lefort,Jacqueline Fernandez,Henri-Gilles Lefort,mtn,RECEIPT,2022-04-13,99900
Jacqueline Fernandez,Jacqueline Fernandez,Henri-Gilles Lefort,mtn,TRANSFER,2022-04-13,99900
Henri-Gilles Lefort,Capucine-Dorothée Petit,Henri-Gilles Lefort,mtn,RECEIPT,2022-04-14,445300
Capucine-Dorothée Petit,Capucine-Dorothée Petit,Henri-Gilles Lefort,mtn,TRANSFER,2022-04-14,445300
Henri-Gilles Lefort,Henri-Gilles Lefort,Rémy Renault de Laroche,mtn,TRANSFER,2022-04-15,21300
Rémy Renault de Laroche,Henri-Gilles Lefort,Rémy Renault de Laroche,mtn,RECEIPT,2022-04-15,21300
,,Henri-Gilles Lefort,mtn,CASH_IN,2022-04-16,243200
,,Henri-Gilles Lefort,mtn,CASH_IN,2022-04-17,442300
,,,mtn,CASH_OUT,2022-04-18,296100
Henri-Gilles Lefort,Henri-Gilles Lefort,Franck Bailly,mtn,TRANSFER,2022-04-20,399200
Franck Bailly,Henri-Gilles Lefort,Franck Bailly,mtn,RECEIPT,2022-04-20,399200
