Nom,Age,Type_d_infraction,Infraction,Date_d_infraction
Diane Royer de la Boulay,27.0,Contraventions,Atteintes à l'environnement,2020-10-02
Diane Royer de la Boulay,27.0,Contraventions,Infractions en matière de transport,2015-03-20
Diane Royer de la Boulay,27.0,Crimes,Coups et violences volontaires,2020-07-06
Nicolas de la Olivier,26.0,Délits,Circulation routière,2017-09-04
Nicolas de la Olivier,26.0,Crimes,Atteintes a la surete publique,2015-12-10
Marcelle Samson de la Vaillant,72.0,Crimes,"Vols, recels, destructions",2004-02-12
Nicole Lacroix,32.0,Contraventions,Atteintes aux biens,2012-07-07
Nicole Lacroix,32.0,Délits,Police des étrangers - nomades,2012-09-12
Nicole Lacroix,32.0,Délits,Infractions militaires,2021-01-21
Nicole Lacroix,32.0,Délits,Homicides involontaires,2016-01-09
Nicole Lacroix,32.0,Crimes,Coups et violences volontaires,2015-11-16
Nicole Lacroix,32.0,Contraventions,Coups et violences volontaires,2021-02-25
Nicole Lacroix,32.0,Crimes,Atteintes a la surete publique,2011-12-27
Nicole Lacroix,32.0,Délits,Autres atteintes à la sûreté publique,2017-03-21
Roger Caron Le Neveu,57.0,Contraventions,Circulation routière,2004-06-07
Roger Caron Le Neveu,57.0,Contraventions,Atteintes à l'environnement,2011-03-17
Roger Caron Le Neveu,57.0,Crimes,Homicides volontaires,2020-06-04
Roger Caron Le Neveu,57.0,Crimes,Coups et violences volontaires,1991-08-12
Frédérique Le Goff de la Blanchard,75.0,Contraventions,Atteintes à la sûreté publique,1976-05-21
Frédéric Joly,79.0,Crimes,"Vols, recels, destructions",1966-07-20
Frédéric Joly,79.0,Délits,"Législation sur la concurrence, les prix",2008-08-26
William Lebrun,49.0,Crimes,Homicides volontaires,2009-10-20
William Lebrun,49.0,Délits,Police des étrangers - nomades,2006-06-16
William Lebrun,49.0,Crimes,Atteintes a la surete publique,1993-06-26
Vincent Marie,46.0,Crimes,Atteintes a la surete publique,2005-05-28
Vincent Marie,46.0,Délits,Homicides involontaires,2004-11-03
Vincent Marie,46.0,Délits,Coups et violences volontaires,2021-03-07
Vincent Marie,46.0,Délits,Destructions - dégradations,1998-12-27
Vincent Marie,46.0,Délits,Autres atteintes à la personne,1998-10-30
Charlotte Pichon,32.0,Délits,Escroqueries - abus de confiance,2019-03-09
Charlotte Pichon,32.0,Crimes,Homicides volontaires,2009-08-20
Charlotte Pichon,32.0,Crimes,Homicides volontaires,2016-10-31
Charlotte Pichon,32.0,Crimes,Coups et violences volontaires,2015-08-30
Charlotte Pichon,32.0,Délits,"Législation sur la concurrence, les prix",2010-10-16
Charlotte Pichon,32.0,Crimes,Homicides volontaires,2009-10-06
Thérèse Delahaye de Nguyen,78.0,Crimes,Atteintes a la surete publique,1969-05-03
Thérèse Delahaye de Nguyen,78.0,Délits,Escroqueries - abus de confiance,1984-01-02
Thérèse Delahaye de Nguyen,78.0,Contraventions,Travail et sécurité sociale,1996-11-13
Adélaïde Joly,30.0,Délits,Circulation routière,2012-10-21
Adélaïde Joly,30.0,Contraventions,Blessures involontaires,2015-07-19
Adélaïde Joly,30.0,Crimes,"Vols, recels, destructions",2011-08-17
Adélaïde Joly,30.0,Contraventions,Atteintes à l'ordre économique,2014-04-11
Adélaïde Joly,30.0,Délits,Coups et violences volontaires,2018-06-27
Adélaïde Joly,30.0,Délits,Atteintes à l'environnement,2020-08-17
Sophie-Nicole Lucas,37.0,Crimes,Atteintes a la surete publique,2021-01-09
Sophie-Nicole Lucas,37.0,Contraventions,Ordre administratif et judiciaire,2015-03-13
Sophie-Nicole Lucas,37.0,Délits,Homicides involontaires,2007-04-09
Sophie-Nicole Lucas,37.0,Contraventions,Travail et sécurité sociale,2017-08-26
Sophie-Nicole Lucas,37.0,Crimes,Homicides volontaires,2006-01-17
Sophie-Nicole Lucas,37.0,Délits,Fraudes et contrefaçons,2012-05-25
Sophie-Nicole Lucas,37.0,Délits,Atteintes à l'environnement,2004-09-15
Victor Becker,73.0,Contraventions,Ordre administratif et judiciaire,2004-04-17
Victor Becker,73.0,Délits,Commerce et transport d'armes,1983-12-05
Auguste-Yves Pichon,81.0,Délits,Atteintes aux moeurs,1965-07-02
Michelle Verdier,80.0,Crimes,Homicides volontaires,2019-07-17
Louis Lopez,23.0,Crimes,Coups et violences volontaires,2020-03-24
Louis Lopez,23.0,Crimes,"Vols, recels, destructions",2022-12-19
Louis Lopez,23.0,Délits,Faux en écriture publique ou privée,2019-06-12
Louis Lopez,23.0,Contraventions,Atteintes aux moeurs,2018-11-20
Olivier Arnaud-Chrétien,51.0,Délits,Législation sur les sociétés,1999-07-29
Olivier Arnaud-Chrétien,51.0,Crimes,Coups et violences volontaires,2003-11-09
Olivier Arnaud-Chrétien,51.0,Délits,Coups et violences volontaires,2010-03-11
Victor Jacquot-Hoarau,52.0,Délits,Police des étrangers - nomades,1993-05-24
Victor Jacquot-Hoarau,52.0,Crimes,Atteintes a la surete publique,2019-08-31
Victor Jacquot-Hoarau,52.0,Crimes,Coups et violences volontaires,1996-07-15
Victor Jacquot-Hoarau,52.0,Contraventions,Blessures involontaires,2020-08-13
Victor Jacquot-Hoarau,52.0,Contraventions,Travail et sécurité sociale,1999-03-10
Victor Jacquot-Hoarau,52.0,Crimes,Homicides volontaires,2003-11-28
Victor Jacquot-Hoarau,52.0,Délits,Faux en écriture publique ou privée,2013-02-08
Victor Jacquot-Hoarau,52.0,Délits,Chèques,2020-03-01
Amélie Gros-Riou,33.0,Délits,Destructions - dégradations,2011-01-26
Amélie Gros-Riou,33.0,Contraventions,Coups et violences volontaires,2011-09-04
Amélie Gros-Riou,33.0,Délits,Autres atteintes à la personne,2016-05-02
Amélie Gros-Riou,33.0,Délits,Autres infractions à la santé publique,2008-02-06
Amélie Gros-Riou,33.0,Délits,Atteintes aux moeurs,2017-01-10
Amélie Gros-Riou,33.0,Contraventions,Atteintes à la santé,2021-03-12
Amélie Gros-Riou,33.0,Délits,Autres atteintes à la personne,2009-08-18
Amélie Gros-Riou,33.0,Crimes,Homicides volontaires,2014-08-16
Amélie Gros-Riou,33.0,Crimes,Homicides volontaires,2013-09-28
Hugues Rousset,28.0,Contraventions,Autres atteintes aux personnes,2022-10-07
Hugues Rousset,28.0,Délits,Autres atteintes à la sûreté publique,2018-07-18
Hugues Rousset,28.0,Contraventions,Circulation routière,2018-11-02
Anastasie Le Morel,59.0,Délits,"Législation sur la concurrence, les prix",1993-01-22
Anastasie Le Morel,59.0,Délits,Circulation routière,2021-07-30
Anastasie Le Morel,59.0,Contraventions,Atteintes aux moeurs,1991-09-30
Anastasie Le Morel,59.0,Crimes,"Vols, recels, destructions",2005-10-16
Anastasie Le Morel,59.0,Contraventions,Atteintes à l'ordre économique,1987-10-13
Anastasie Le Morel,59.0,Crimes,Atteintes a la surete publique,2001-04-04
Anastasie Le Morel,59.0,Contraventions,Blessures involontaires,1991-08-20
Monique Alves-Pires,40.0,Délits,Autres atteintes à la personne,2008-11-14
Monique Alves-Pires,40.0,Délits,Circulation routière,2003-08-31
Monique Alves-Pires,40.0,Délits,Circulation routière,2014-08-22
Monique Alves-Pires,40.0,Délits,Commerce et transport d'armes,2013-12-19
Monique Alves-Pires,40.0,Contraventions,Atteintes à l'environnement,2006-12-23
Monique Alves-Pires,40.0,Délits,Chèques,2020-07-07
Monique Alves-Pires,40.0,Délits,Autres infractions à la santé publique,2019-04-29
Monique Alves-Pires,40.0,Délits,"Législation sur la concurrence, les prix",2008-02-28
Monique Alves-Pires,40.0,Crimes,Coups et violences volontaires,2005-09-11
Bertrand Perrin,74.0,Délits,Travail et sécurité sociale,2020-08-12
Bertrand Perrin,74.0,Délits,Législation sur les sociétés,1981-12-05
Bertrand Perrin,74.0,Crimes,"Vols, recels, destructions",1997-04-21
Marcel-Xavier Colin,87.0,Crimes,"Vols, recels, destructions",2019-07-16
Frédérique de Louis,21.0,Délits,Chèques,2021-06-02
Frédérique de Louis,21.0,Contraventions,Atteintes à l'ordre économique,2020-03-06
Frédérique de Louis,21.0,Délits,Travail et sécurité sociale,2022-07-30
Frédérique de Louis,21.0,Contraventions,Atteintes aux moeurs,2020-02-09
Théophile Fontaine,59.0,Crimes,Atteintes a la surete publique,1985-08-25
Théophile Fontaine,59.0,Crimes,"Vols, recels, destructions",1987-10-12
Théophile Fontaine,59.0,Crimes,"Vols, recels, destructions",1983-01-06
Théophile Fontaine,59.0,Crimes,Atteintes a la surete publique,2006-10-05
Pénélope Dupuis,56.0,Crimes,Coups et violences volontaires,2008-07-12
Pénélope Dupuis,56.0,Crimes,Atteintes a la surete publique,1995-03-21
Pénélope Dupuis,56.0,Crimes,Homicides volontaires,2000-05-16
Pénélope Dupuis,56.0,Délits,Atteintes aux finances publiques,2014-02-07
Pénélope Dupuis,56.0,Contraventions,Coups et violences volontaires,1994-12-02
Pénélope Dupuis,56.0,Crimes,"Vols, recels, destructions",1989-11-14
Pénélope Dupuis,56.0,Crimes,Homicides volontaires,2015-04-10
Céline Le Lecoq,39.0,Contraventions,Ordre administratif et judiciaire,2009-03-11
Céline Le Lecoq,39.0,Crimes,Coups et violences volontaires,2011-07-31
Céline Le Lecoq,39.0,Délits,Vols - recels,2010-04-25
Céline Le Lecoq,39.0,Contraventions,Travail et sécurité sociale,2010-03-13
Céline Le Lecoq,39.0,Contraventions,Coups et violences volontaires,2004-10-27
Céline Le Lecoq,39.0,Crimes,Coups et violences volontaires,2016-07-13
Céline Le Lecoq,39.0,Crimes,Atteintes a la surete publique,2012-05-10
Simone de Loiseau,23.0,Délits,Police des étrangers - nomades,2020-08-22
Lucas de Gilles,86.0,Délits,Infractions sur les stupéfiants,1994-12-02
Lucas de Gilles,86.0,Crimes,Atteintes a la surete publique,1957-10-24
Lucas Lemaire de la Bouchet,78.0,Crimes,Homicides volontaires,1985-11-13
Lucas Lemaire de la Bouchet,78.0,Crimes,Atteintes a la surete publique,2017-09-02
Pénélope Ollivier,89.0,Contraventions,Travail et sécurité sociale,2008-09-18
Pénélope Ollivier,89.0,Contraventions,Atteintes à la sûreté publique,2006-01-27
Pénélope Ollivier,89.0,Délits,Chèques,1962-07-21
Marie Da Silva,28.0,Contraventions,Coups et violences volontaires,2013-01-26
Marie Da Silva,28.0,Crimes,"Vols, recels, destructions",2021-12-26
Marie Da Silva,28.0,Crimes,"Vols, recels, destructions",2021-07-12
Franck de Boutin,62.0,Contraventions,Infractions en matière de transport,2001-10-06
Franck de Boutin,62.0,Délits,Blessures involontaires,1991-02-12
Franck de Boutin,62.0,Contraventions,Atteintes à la sûreté publique,2018-02-27
Franck de Boutin,62.0,Contraventions,Atteintes aux biens,1983-08-08
Cécile Germain,31.0,Crimes,Atteintes a la surete publique,2011-04-08
Cécile Germain,31.0,Crimes,"Vols, recels, destructions",2012-12-28
Cécile Germain,31.0,Contraventions,Autres atteintes aux personnes,2022-11-03
Cécile Germain,31.0,Délits,Infractions militaires,2020-12-21
Richard Adam du Vallet,89.0,Délits,Circulation routière,1977-05-01
Richard Adam du Vallet,89.0,Délits,"Législation sur la concurrence, les prix",2008-04-06
Valérie du Turpin,49.0,Crimes,Coups et violences volontaires,2003-04-21
Valérie du Turpin,49.0,Contraventions,Coups et violences volontaires,2021-01-25
Valérie du Turpin,49.0,Contraventions,Travail et sécurité sociale,2019-09-05
Valérie du Turpin,49.0,Contraventions,Atteintes à la sûreté publique,2019-05-26
Valérie du Turpin,49.0,Délits,Autres infractions à la santé publique,2013-03-05
Valérie du Turpin,49.0,Crimes,Atteintes a la surete publique,2012-07-16
Valérie du Turpin,49.0,Crimes,Coups et violences volontaires,2011-01-15
Catherine de la Laporte,59.0,Délits,Autres infractions à la santé publique,1985-01-26
Catherine de la Laporte,59.0,Contraventions,Coups et violences volontaires,2002-06-01
Catherine de la Laporte,59.0,Délits,Autres atteintes à la sûreté publique,1991-10-06
Alexandre Marchand,21.0,Contraventions,Circulation routière,2021-05-25
Alexandre Marchand,21.0,Contraventions,Atteintes à l'environnement,2022-04-18
Alexandre Marchand,21.0,Contraventions,Atteintes aux biens,2021-11-07
Amélie Blondel,89.0,Délits,Infractions sur les stupéfiants,1960-04-22
Amélie Blondel,89.0,Contraventions,Infractions en matière de transport,2022-02-16
André Brunet-Delaunay,73.0,Délits,Vols - recels,1997-06-17
André Brunet-Delaunay,73.0,Crimes,Atteintes a la surete publique,2019-04-06
André Brunet-Delaunay,73.0,Délits,Fraudes et contrefaçons,1993-07-09
Alexandrie de Picard,71.0,Contraventions,Coups et violences volontaires,2004-08-29
Alexandrie de Picard,71.0,Contraventions,Travail et sécurité sociale,2010-01-27
David de la Potier,48.0,Délits,Atteintes à la famille,2013-06-18
David de la Potier,48.0,Contraventions,Atteintes à la santé,1993-04-17
David de la Potier,48.0,Délits,Autres infractions à la santé publique,2003-10-31
David de la Potier,48.0,Contraventions,Blessures involontaires,2006-10-04
David de la Potier,48.0,Délits,Infractions militaires,2004-01-14
David de la Potier,48.0,Contraventions,Atteintes à la sûreté publique,2008-11-08
David de la Potier,48.0,Crimes,Homicides volontaires,2010-09-06
David de la Potier,48.0,Contraventions,Travail et sécurité sociale,2011-12-28
Vincent Dupré-Marchal,37.0,Crimes,"Vols, recels, destructions",2005-09-23
Vincent Dupré-Marchal,37.0,Contraventions,Travail et sécurité sociale,2021-06-04
Vincent Dupré-Marchal,37.0,Contraventions,Atteintes aux moeurs,2011-11-24
Vincent Dupré-Marchal,37.0,Délits,Circulation routière,2004-09-10
Vincent Dupré-Marchal,37.0,Délits,Homicides involontaires,2015-06-25
Vincent Dupré-Marchal,37.0,Contraventions,Autres atteintes aux personnes,2018-02-27
Laure Berger de Lamy,53.0,Crimes,Homicides volontaires,2020-02-26
Laure Berger de Lamy,53.0,Contraventions,Atteintes à la santé,2018-07-18
Laure Berger de Lamy,53.0,Délits,Police des étrangers - nomades,2005-10-22
Laure Berger de Lamy,53.0,Crimes,Coups et violences volontaires,2011-07-06
Laure Berger de Lamy,53.0,Crimes,Homicides volontaires,2013-06-30
Laure Berger de Lamy,53.0,Contraventions,Atteintes à l'ordre économique,2008-04-05
Laure Berger de Lamy,53.0,Délits,Atteintes à la famille,1994-11-05
Gilbert Dupuy,59.0,Délits,Commerce et transport d'armes,1993-12-03
Gilbert Dupuy,59.0,Contraventions,Atteintes à la sûreté publique,2018-10-03
Gilbert Dupuy,59.0,Crimes,Atteintes a la surete publique,2012-07-26
Gilbert Dupuy,59.0,Délits,Vols - recels,2005-04-05
Gilbert Dupuy,59.0,Contraventions,Atteintes à la santé,2009-02-13
Gilbert Dupuy,59.0,Crimes,Homicides volontaires,1988-07-04
Gilbert Dupuy,59.0,Délits,Atteintes aux moeurs,2015-06-29
André Laporte,25.0,Contraventions,Blessures involontaires,2020-05-03
André Laporte,25.0,Délits,Travail et sécurité sociale,2018-04-18
André Laporte,25.0,Délits,Autres atteintes à la sûreté publique,2017-04-27
André Laporte,25.0,Contraventions,Atteintes à la sûreté publique,2016-03-13
André Laporte,25.0,Délits,Autres atteintes à la sûreté publique,2019-03-17
Luce Moreno-Lesage,49.0,Contraventions,Atteintes à l'ordre économique,2017-12-17
Luce Moreno-Lesage,49.0,Contraventions,Circulation routière,1998-06-11
Luce Moreno-Lesage,49.0,Délits,Autres atteintes à la sûreté publique,2022-11-12
Luce Moreno-Lesage,49.0,Crimes,Coups et violences volontaires,1998-05-02
Luce Moreno-Lesage,49.0,Contraventions,Atteintes à la santé,2010-07-14
Luce Moreno-Lesage,49.0,Crimes,Homicides volontaires,2001-04-03
Luce Moreno-Lesage,49.0,Délits,Faux en écriture publique ou privée,2019-08-19
Luce Moreno-Lesage,49.0,Délits,Ordre administratif et judiciaire,2005-12-29
Luce Moreno-Lesage,49.0,Crimes,Coups et violences volontaires,2007-03-03
Luce Moreno-Lesage,49.0,Crimes,Atteintes a la surete publique,2022-05-19
Franck-Emmanuel Bruneau,40.0,Crimes,Coups et violences volontaires,2011-02-27
Franck-Emmanuel Bruneau,40.0,Contraventions,Blessures involontaires,2003-08-06
Franck-Emmanuel Bruneau,40.0,Contraventions,Atteintes aux moeurs,2022-09-27
Franck-Emmanuel Bruneau,40.0,Délits,Faux en écriture publique ou privée,2016-05-05
Franck-Emmanuel Bruneau,40.0,Crimes,"Vols, recels, destructions",2022-06-12
Franck-Emmanuel Bruneau,40.0,Contraventions,Infractions en matière de transport,2005-12-19
Franck-Emmanuel Bruneau,40.0,Crimes,"Vols, recels, destructions",2012-01-22
Franck-Emmanuel Bruneau,40.0,Délits,Autres infractions à la santé publique,2006-09-04
Franck-Emmanuel Bruneau,40.0,Crimes,"Vols, recels, destructions",2006-10-06
Laurent Besson,47.0,Délits,Commerce et transport d'armes,2008-09-21
Laurent Besson,47.0,Contraventions,Atteintes aux biens,1995-02-17
Laurent Besson,47.0,Crimes,Atteintes a la surete publique,2001-11-22
Laurent Besson,47.0,Délits,Circulation routière,2000-10-21
Laurent Besson,47.0,Crimes,"Vols, recels, destructions",2021-09-10
Laurent Besson,47.0,Crimes,"Vols, recels, destructions",2006-08-29
Adrien Chartier,59.0,Délits,Police des étrangers - nomades,1999-06-29
Adrien Chartier,59.0,Contraventions,Atteintes à la santé,2008-10-29
Adrien Chartier,59.0,Crimes,"Vols, recels, destructions",1982-12-24
Émilie Moulin,63.0,Crimes,Homicides volontaires,1990-12-13
Émilie Moulin,63.0,Délits,Autres atteintes à la personne,1981-04-13
Émilie Moulin,63.0,Crimes,Atteintes a la surete publique,2005-03-04
Émilie Moulin,63.0,Délits,Chèques,1986-06-29
Émilie Moulin,63.0,Délits,Autres infractions à la santé publique,1982-02-04
Émilie Moulin,63.0,Contraventions,Atteintes aux biens,2013-06-29
Émilie Moulin,63.0,Contraventions,Atteintes à la sûreté publique,1980-11-12
Émilie Moulin,63.0,Délits,Atteintes à la famille,2016-05-22
Roger Delannoy,74.0,Délits,Infractions militaires,2004-10-24
Roger Delannoy,74.0,Crimes,"Vols, recels, destructions",1979-06-07
Thibaut-Nicolas Rolland,55.0,Contraventions,Autres atteintes aux personnes,1989-08-22
Thibaut-Nicolas Rolland,55.0,Délits,Coups et violences volontaires,2012-09-25
Stéphane Coste,55.0,Crimes,Atteintes a la surete publique,1992-09-23
Caroline-Michelle Leleu,25.0,Délits,Travail et sécurité sociale,2021-04-05
Caroline-Michelle Leleu,25.0,Contraventions,Infractions en matière de transport,2022-02-01
Caroline-Michelle Leleu,25.0,Crimes,Coups et violences volontaires,2022-06-06
Alex Salmon,35.0,Délits,Autres atteintes à la sûreté publique,2021-04-08
Alex Salmon,35.0,Crimes,"Vols, recels, destructions",2020-07-11
Alex Salmon,35.0,Délits,Infractions militaires,2013-01-23
Benjamin Carlier,88.0,Délits,Chèques,1994-07-18
Benjamin Carlier,88.0,Crimes,Coups et violences volontaires,1972-02-16
Alfred du Lesage,86.0,Crimes,Coups et violences volontaires,1959-07-16
Alfred du Lesage,86.0,Crimes,Coups et violences volontaires,1974-04-08
Augustin Bigot,41.0,Délits,Autres atteintes à la sûreté publique,2001-06-02
Augustin Bigot,41.0,Crimes,"Vols, recels, destructions",2010-06-02
Augustin Bigot,41.0,Crimes,Homicides volontaires,2017-02-15
Patrick Marques,58.0,Délits,Chèques,2000-10-21
Marthe Guillet,54.0,Délits,Atteintes à la famille,2010-06-23
Marthe Guillet,54.0,Contraventions,Coups et violences volontaires,1993-12-10
Marthe Guillet,54.0,Contraventions,Infractions en matière de transport,2012-06-25
Marthe Guillet,54.0,Crimes,Atteintes a la surete publique,2010-10-29
Sophie Perez,63.0,Contraventions,Atteintes à la santé,2001-04-05
Sophie Perez,63.0,Contraventions,Atteintes à la santé,1992-11-16
Sophie Perez,63.0,Crimes,Coups et violences volontaires,1986-02-17
Sophie Perez,63.0,Délits,Atteintes à la famille,1991-02-23
Sophie Perez,63.0,Contraventions,Atteintes aux biens,1986-10-28
Tristan Dumont,88.0,Contraventions,Atteintes à la sûreté publique,1961-02-16
Tristan Dumont,88.0,Contraventions,Infractions en matière de transport,1968-09-08
Martin Louis-Martinez,86.0,Délits,Autres atteintes à la personne,1964-11-10
Laurent Perrot,23.0,Contraventions,Infractions en matière de transport,2018-12-16
Laurent Perrot,23.0,Contraventions,Atteintes aux moeurs,2018-12-10
Laurent Perrot,23.0,Contraventions,Blessures involontaires,2021-05-17
Laurent Perrot,23.0,Délits,Ordre administratif et judiciaire,2018-09-05
Laurent Perrot,23.0,Crimes,Homicides volontaires,2022-03-02
Raymond Le Millet,82.0,Contraventions,Atteintes aux moeurs,1968-03-24
Raymond Le Millet,82.0,Contraventions,Blessures involontaires,1976-03-26
Raymond Le Millet,82.0,Délits,Législation sur les sociétés,2002-02-28
Richard Bernier du Texier,77.0,Délits,Ordre administratif et judiciaire,1990-05-04
Philippe Hernandez,47.0,Contraventions,Circulation routière,2011-03-04
Philippe Hernandez,47.0,Délits,Commerce et transport d'armes,2017-05-20
Philippe Hernandez,47.0,Contraventions,Atteintes aux biens,2015-08-30
Philippe Hernandez,47.0,Délits,Blessures involontaires,2001-04-28
Philippe Hernandez,47.0,Crimes,"Vols, recels, destructions",2016-06-25
Philippe Hernandez,47.0,Contraventions,Circulation routière,2016-07-07
Philippe Hernandez,47.0,Délits,Circulation routière,2013-12-20
Philippe Hernandez,47.0,Délits,Atteintes à la famille,2001-03-15
Philippe Hernandez,47.0,Contraventions,Infractions en matière de transport,1996-11-15
Nathalie Lacombe,22.0,Contraventions,Blessures involontaires,2020-10-21
Nathalie Lacombe,22.0,Contraventions,Ordre administratif et judiciaire,2019-02-22
Thérèse Thomas-Denis,78.0,Contraventions,Atteintes à la santé,1997-12-16
Bertrand Pruvost,80.0,Contraventions,Atteintes à l'ordre économique,1995-06-24
Bertrand Pruvost,80.0,Crimes,Coups et violences volontaires,1990-03-09
William Guyon,25.0,Délits,Autres atteintes à la sûreté publique,2019-12-20
Maurice Renault,20.0,Crimes,"Vols, recels, destructions",2021-12-26
Augustin Jean,32.0,Délits,Circulation routière,2021-10-04
Augustin Jean,32.0,Délits,Infractions sur les stupéfiants,2015-01-28
Augustin Jean,32.0,Contraventions,Atteintes à l'environnement,2017-02-17
Augustin Jean,32.0,Délits,Atteintes à la famille,2017-12-02
Augustin Jean,32.0,Crimes,"Vols, recels, destructions",2015-12-27
Augustin Jean,32.0,Crimes,Homicides volontaires,2020-12-10
Augustin Jean,32.0,Délits,Infractions militaires,2014-06-17
Augustin Jean,32.0,Délits,Atteintes à l'environnement,2021-06-11
Augustin Jean,32.0,Crimes,Coups et violences volontaires,2009-09-01
Augustin Jean,32.0,Délits,Autres atteintes à la sûreté publique,2017-08-18
Dorothée Faivre,58.0,Crimes,Atteintes a la surete publique,1997-04-23
Dorothée Faivre,58.0,Crimes,"Vols, recels, destructions",1993-07-02
Dorothée Faivre,58.0,Délits,Infractions sur les stupéfiants,2015-08-22
Dorothée Faivre,58.0,Contraventions,Blessures involontaires,2007-01-18
Mathilde Lemaître,58.0,Crimes,"Vols, recels, destructions",1991-04-13
Mathilde Lemaître,58.0,Contraventions,Atteintes aux biens,1992-12-15
Jérôme-Robert Lebreton,56.0,Contraventions,Coups et violences volontaires,2005-10-18
Jérôme-Robert Lebreton,56.0,Contraventions,Atteintes aux moeurs,2019-05-25
Jérôme-Robert Lebreton,56.0,Crimes,Coups et violences volontaires,2000-01-15
Jérôme-Robert Lebreton,56.0,Délits,Atteintes aux moeurs,2000-11-15
Jérôme-Robert Lebreton,56.0,Contraventions,Circulation routière,2001-01-20
Jérôme-Robert Lebreton,56.0,Délits,Infractions sur les stupéfiants,2004-09-21
Christophe Evrard,33.0,Délits,Autres atteintes à la sûreté publique,2018-05-16
Christophe Evrard,33.0,Contraventions,Infractions en matière de transport,2015-03-09
Élodie Dumas,53.0,Crimes,Homicides volontaires,1990-12-11
Élodie Dumas,53.0,Contraventions,Atteintes aux moeurs,2015-07-14
Élodie Dumas,53.0,Crimes,Coups et violences volontaires,2002-04-16
Élodie Dumas,53.0,Crimes,"Vols, recels, destructions",2022-02-15
Élodie Dumas,53.0,Délits,Police des étrangers - nomades,1992-07-14
Élodie Dumas,53.0,Crimes,Homicides volontaires,2005-12-02
Yves Le Voisin,63.0,Crimes,Homicides volontaires,2017-04-20
Yves Le Voisin,63.0,Crimes,Homicides volontaires,2006-10-01
Yves Le Voisin,63.0,Délits,Infractions sur les stupéfiants,1978-06-04
Yves Le Voisin,63.0,Crimes,Coups et violences volontaires,1998-08-21
Yves Le Voisin,63.0,Contraventions,Infractions en matière de transport,1986-03-06
Yves Le Voisin,63.0,Délits,Travail et sécurité sociale,2019-05-13
Yves Le Voisin,63.0,Crimes,Coups et violences volontaires,1990-05-14
Guy Fontaine,72.0,Crimes,"Vols, recels, destructions",2021-05-06
Hortense Lemaire,42.0,Crimes,"Vols, recels, destructions",2021-07-23
Hortense Lemaire,42.0,Crimes,Atteintes a la surete publique,2019-10-30
Hortense Lemaire,42.0,Crimes,Atteintes a la surete publique,2016-08-13
Hortense Lemaire,42.0,Délits,Faux en écriture publique ou privée,2005-07-02
Hortense Lemaire,42.0,Contraventions,Atteintes à la sûreté publique,2011-10-30
Hortense Lemaire,42.0,Délits,Homicides involontaires,2016-09-20
Vincent Fournier,71.0,Crimes,Homicides volontaires,1985-02-16
Valentine Richard-Bourdon,78.0,Contraventions,Atteintes à l'ordre économique,1999-11-28
Valentine Richard-Bourdon,78.0,Crimes,Homicides volontaires,1994-07-20
Nicolas du Bernard,55.0,Contraventions,Coups et violences volontaires,2010-09-10
Nicolas du Bernard,55.0,Délits,Atteintes aux moeurs,1996-08-07
Nicolas du Bernard,55.0,Délits,Blessures involontaires,2002-10-30
Nicolas du Bernard,55.0,Contraventions,Atteintes à la sûreté publique,2019-05-09
Nicolas du Bernard,55.0,Contraventions,Infractions en matière de transport,2020-05-04
Nicolas du Bernard,55.0,Contraventions,Travail et sécurité sociale,2005-06-11
Alexandre Marty,42.0,Crimes,Atteintes a la surete publique,2014-10-17
Vincent-Philippe Rossi,86.0,Délits,Transport,1985-04-06
Vincent-Philippe Rossi,86.0,Crimes,Coups et violences volontaires,1976-02-13
Clémence Lemonnier,86.0,Délits,Transport,1971-08-18
Henri Rocher,47.0,Contraventions,Travail et sécurité sociale,2013-06-03
Henri Rocher,47.0,Contraventions,Atteintes à l'ordre économique,2017-06-21
Henri Rocher,47.0,Contraventions,Atteintes à la sûreté publique,1999-10-14
Henri Rocher,47.0,Délits,Atteintes à la famille,1999-01-24
Henri Rocher,47.0,Crimes,Coups et violences volontaires,2007-04-26
Henri Rocher,47.0,Délits,Circulation routière,1999-09-03
Henri Rocher,47.0,Crimes,Homicides volontaires,2011-12-23
Henri Rocher,47.0,Contraventions,Autres atteintes aux personnes,1998-09-20
Charlotte Perret,51.0,Contraventions,Atteintes aux moeurs,2007-04-06
Élodie du Coste,50.0,Contraventions,Atteintes à la sûreté publique,2013-01-05
Élodie du Coste,50.0,Délits,Faux en écriture publique ou privée,1993-12-09
Élodie du Coste,50.0,Délits,Législation sur les sociétés,2020-09-25
Élodie du Coste,50.0,Contraventions,Atteintes aux biens,2020-11-11
Denis Dias,54.0,Crimes,Atteintes a la surete publique,2007-02-19
Denis Dias,54.0,Délits,Destructions - dégradations,2000-02-12
Denis Dias,54.0,Contraventions,Atteintes aux biens,2017-03-13
Denis Dias,54.0,Crimes,"Vols, recels, destructions",1999-04-30
Denis Dias,54.0,Crimes,Atteintes a la surete publique,1987-09-02
Denis Dias,54.0,Délits,"Législation sur la concurrence, les prix",1999-04-22
Denis Dias,54.0,Contraventions,Circulation routière,2007-04-04
Denis Dias,54.0,Contraventions,Autres atteintes aux personnes,1989-07-15
Laure Da Silva,45.0,Crimes,Atteintes a la surete publique,2018-07-08
Laure Da Silva,45.0,Crimes,Coups et violences volontaires,2014-12-31
