Nom,Date_de_naissance,Sexe,Adresse,E-mail,Numéro_de_téléphone,Job
Nicole-Renée Gay,1989-03-13,Masculin,"ATACORA,TANGUIETA,TANGUIETA,TCHOUTCHOUBOU carré 5242",nicole-renéegay@gmail.com,+22995369686,ingénieur traitement de l'image
Laurent Marion,1935-04-19,Masculin,"ZOU,BOHICON,SACLO,ATCHONME carré 4477",laurentmarion@gmail.com,+22999060823,conseiller d'élevage
Jacques Bazin,1932-05-07,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,HEVIE CENTRE carré 2959",jacquesbazin@gmail.com,+22994653159,prototypiste en matériaux souples
Éric Nguyen,1972-08-22,Masculin,"ALIBORI,KANDI,SAM,SAM carré 0080",éricnguyen@gmail.com,+22959583960,chef de station de traitement des eaux
François Devaux,1975-11-05,Masculin,"LITTORAL,COTONOU,5EME ARRONDISSEMENT,ZONGO EHUZU carré 1638",françoisdevaux@gmail.com,+22964989180,chirurgien
Thomas de Blin,1941-04-26,Masculin,"COUFFO,APLAHOUE,KISSAMEY,TANNOU carré 7659",thomasdeblin@gmail.com,+22951227016,chef de produit technique en informatique
Nicole Bourdon-Pineau,1976-01-07,Féminin,"PLATEAU,SAKETE,SAKETE 1,ARAROMI-SAKETE carré 2242",nicolebourdon-pineau@gmail.com,+22994531922,responsable du soutien logistique intégré
Alex Le Goff,2010-05-19,Masculin,"ALIBORI,SEGBANA,SEGBANA,MAFOUTA-WAASSARE carré 6109",,,
Eugène Guichard,1943-03-28,Masculin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,VODJE CENTRE carré 7326",eugèneguichard@gmail.com,+22995398372,matelot de la marine marchande
Céline Gaillard,2002-06-21,Masculin,"ZOU,BOHICON,BOHICON I,SEME carré 6969",célinegaillard@gmail.com,+22990234995,technicien de maintenance en informatique
Étienne Marchand,1979-06-13,Masculin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,VODJE KPOTA carré 9792",étiennemarchand@gmail.com,+22965097979,cartographe
Théodore Morvan,2021-09-09,Masculin,"DONGA,DJOUGOU,DJOUGOU II,LEMAN-BOGOU carré 0232",,,
Constance Guillon,1949-03-25,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,TANKPE TANME carré 2269",constanceguillon@gmail.com,+22999858653,infirmier
Valérie-Susan Guérin,1972-05-22,Masculin,"OUEME,SEME-PODJI,EKPE,EKPE KANHONNOU carré 7254",valérie-susanguérin@gmail.com,+22998128973,technicien électrotechnicien électrotechnicienne
Bertrand Techer de Vincent,2003-05-11,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,SEME carré 7413",bertrandtecherdevincent@gmail.com,+22968265826,technicien céramiste
Théodore-Gérard Fernandez,1950-09-13,Masculin,"ATLANTIQUE,OUIDAH,HOUAKPE-DAHO,AZIZAKOUE carré 6203",théodore-gérardfernandez@gmail.com,+22965369290,comédien
Benoît Barbe,2005-06-25,Féminin,"ATLANTIQUE,ALLADA,SEKOU,SEHE carré 1359",,,
Frédéric Denis du Boucher,1931-03-24,Masculin,"ATACORA,OUASSA-PEHUNCO,TOBRE,TOBRE carré 5497",frédéricdenisduboucher@gmail.com,+22991983141,technicien de la circulation ferroviaire SNCF
Timothée-René Blanchard,2011-08-23,Masculin,"PLATEAU,ADJA-OUERE,OKO-AKARE,IWINKA carré 7654",,,
Rémy Lopes,1930-05-27,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,GBETAGBO carré 8902",rémylopes@gmail.com,+22968192908,directeur de la photographie
François Lebrun,1966-08-13,Masculin,"ATACORA,COBLY,TAPOGA,GNANGOU carré 8937",françoislebrun@gmail.com,+22967462417,ingénieur en acoustique
Éléonore Legrand,1972-05-25,Masculin,"LITTORAL,COTONOU,4EME ARRONDISSEMENT,AKPAKPA DODOME carré 0742",éléonorelegrand@gmail.com,+22962784625,géologue minier
Josette de la Fernandes,1963-09-06,Masculin,"COUFFO,KLOUEKANMEY,ADJAHONME,EDAHOUE carré 2697",josettedelafernandes@gmail.com,+22998315964,responsable de plate-forme biotechnologique
Lucas Leconte,1967-08-26,Féminin,"BORGOU,SINENDE,SINENDE,HAOUSSA carré 4556",lucasleconte@gmail.com,+22965832273,entraîneur sportif sportive
Victoire Tessier,1985-04-18,Masculin,"ATLANTIQUE,TORI-BOSSITO,AVAME,AGUETA carré 7242",victoiretessier@gmail.com,+22996395781,conseiller en économie sociale et familiale
Alain de Valette,1933-11-12,Féminin,"BORGOU,PERERE,GNINSY,GNINSY-PEULH carré 3182",alaindevalette@gmail.com,+22996198578,géomètre-topographe
Richard Coste,1962-03-04,Féminin,"COLLINES,OUESSE,KILIBO,KILIBO-ADJOUGOU carré 3579",richardcoste@gmail.com,+22961064766,chef de projet biodiversité
Anastasie Richard-Neveu,1946-05-18,Féminin,"COLLINES,GLAZOUE,ZAFFE,MADENGBE carré 6369",anastasierichard-neveu@gmail.com,+22959952825,ingénieur frigoriste
Martine Aubert,1998-06-30,Masculin,"ZOU,ZA-KPOTA,KPOZOUN,DOTAN carré 7221",martineaubert@gmail.com,+22998009690,administrateur réseaux
Aimé Humbert-Roussel,1979-07-05,Masculin,"PLATEAU,KETOU,IDIGNY,EFFEOUTE carré 4055",aiméhumbert-roussel@gmail.com,+22965043391,architecte naval
Constance Leconte,1984-02-16,Féminin,"LITTORAL,COTONOU,7EME ARRONDISSEMENT,ENAGNON-SIKE carré 4354",constanceleconte@gmail.com,+22999881455,ingénieur analogicien analogicienne
Simone Vaillant-Bernier,1962-05-14,Masculin,"PLATEAU,SAKETE,ITA-DJEBOU,MAKPOHOU carré 1272",simonevaillant-bernier@gmail.com,+22966479267,agent de développement local
Audrey Julien de Leleu,2007-02-02,Féminin,"ALIBORI,MALANVILLE,MADECALI,KOUARA-TEDJI carré 0322",,,
Océane du Simon,1956-12-20,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,ZOGBADJE carré 4183",océanedusimon@gmail.com,+22964635414,agent de développement touristique
Auguste Grondin,2022-01-30,Masculin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,KANDEVIE OWODE carré 9603",,,
Frédéric Guillou,1942-01-17,Féminin,"ATACORA,KEROU,KEROU,FETEKOU -ALAGA carré 3774",frédéricguillou@gmail.com,+22997170712,formateur d'adultes
Grégoire de la Laurent,1962-07-25,Masculin,"DONGA,COPARGO,SINGRE,KATABAM carré 5014",grégoiredelalaurent@gmail.com,+22998795428,géothermicien
Margot de la Perez,2002-04-26,Masculin,"BORGOU,KALALE,DUNKASSA,OUENAGOUROU carré 2252",margotdelaperez@gmail.com,+22951365388,clerc d'huissier
Eugène Legros,1938-03-04,Masculin,"DONGA,OUAKE,OUAKE,KOUKOULOUNDA carré 4618",eugènelegros@gmail.com,+22969791425,responsable de production alimentaire
Marcel Blanchet,2018-10-17,Masculin,"MONO,BOPA,LOBOGO,GBOZEHOUE carré 5279",,,
Nathalie Collin-Fernandes,1954-02-05,Masculin,"ZOU,BOHICON,BOHICON II,SOGBA carré 9579",nathaliecollin-fernandes@gmail.com,+22964277799,consultant green IT
Hugues Petit,2020-02-25,Masculin,"BORGOU,BEMBEREKE,BEMBEREKE,KOKABO carré 9520",,,
Thierry Samson,1976-10-07,Masculin,"ZOU,ZA-KPOTA,HOUNGOME,HOUNGOME carré 4236",thierrysamson@gmail.com,+22953005475,juriste d'entreprise
Suzanne Loiseau-Labbé,1983-08-01,Masculin,"ZOU,DJIDJA,DJIDJA CENTRE,SOVLEGNI carré 7926",suzanneloiseau-labbé@gmail.com,+22968844622,veilleur stratégique
Victor Hervé-Morel,1954-06-19,Masculin,"COLLINES,GLAZOUE,ZAFFE,ADOUREKOMAN carré 8916",victorhervé-morel@gmail.com,+22965605439,mixeur son
Clémence Marion,1965-08-24,Masculin,"ALIBORI,BANIKOARA,GOUMORI,DOMBOURE carré 1566",clémencemarion@gmail.com,+22966523904,ostéopathe
Noémi Bouvier,1983-05-27,Masculin,"ATLANTIQUE,ZE,SEDJE-HOUEGOUDO,AYAHOUNTA-FIFADJI carré 4946",noémibouvier@gmail.com,+22969912413,tonnelier
Paul-Xavier Langlois,2020-05-01,Masculin,"OUEME,ADJARRA,ADJARRA 1,HOUNHOUEKO carré 6499",,,
Zacharie-Frédéric Muller,1965-04-19,Masculin,"ZOU,DJIDJA,AGOUNA,SANKPITI carré 3413",zacharie-frédéricmuller@gmail.com,+22954271332,conducteur de machines à papier
Claude Noël,1950-01-07,Masculin,"BORGOU,PERERE,GNINSY,GNINSY carré 3728",claudenoël@gmail.com,+22962215437,infirmier humanitaire
Aimée-Dorothée Laurent,2019-08-26,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,DEKOUNGBE-EGLISE carré 2256",,,
Guillaume-Isaac Klein,1981-03-02,Masculin,"PLATEAU,POBE,ISSABA,ITCHEDE carré 0985",guillaume-isaacklein@gmail.com,+22965829604,développeur informatique
Océane Le Dufour,1962-09-25,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,TOUROU-DISPENSAIRE carré 7961",océaneledufour@gmail.com,+22962821293,ingénieur pétrolier pétrolière
Catherine Martin,1938-08-07,Masculin,"COUFFO,KLOUEKANMEY,KLOUEKANME,KLOUEKANME-GARE carré 8905",catherinemartin@gmail.com,+22964157695,ingénieur forage
Robert Laroche,2002-11-24,Féminin,"COUFFO,APLAHOUE,AZOVE,AVEGODOUI carré 0362",robertlaroche@gmail.com,+22952430353,concepteur de niveaux de jeu web
Hugues Le Fournier,1944-03-19,Masculin,"MONO,LOKOSSA,LOKOSSA,AGNIVEDJI carré 4657",hugueslefournier@gmail.com,+22999461445,ingénieur cloud computing
Frédéric-Maurice Costa,2018-03-09,Féminin,"MONO,COME,COME,AGOUTOME carré 5393",,,
Chantal Schmitt,2012-12-22,Masculin,"ALIBORI,KANDI,DONWARI,MONGO carré 3336",,,
Frédéric-Léon Allard,1991-06-29,Masculin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,HOUINVIE carré 9687",frédéric-léonallard@gmail.com,+22968649168,ingénieur calcul
Matthieu-Matthieu Bigot,1939-10-13,Masculin,"COUFFO,DOGBO,TOTA,DEKANDJI carré 4345",matthieu-matthieubigot@gmail.com,+22950764043,administrateur réseaux
Stéphanie Boutin,1967-12-28,Masculin,"COUFFO,KLOUEKANMEY,AHOGBEYA,AGLALI carré 5991",stéphanieboutin@gmail.com,+22956347042,secrétaire
Nicolas Blin,1947-09-04,Masculin,"LITTORAL,COTONOU,5EME ARRONDISSEMENT,MISSEBO carré 2293",nicolasblin@gmail.com,+22965174290,technicien d'analyses biomédicales
Madeleine Philippe-Grondin,1977-09-18,Masculin,"COUFFO,LALO,ZALLI,ADJASSAGON carré 3653",madeleinephilippe-grondin@gmail.com,+22999026990,chargé hygiène sécurité environnement (HSE)
Philippe-Luc Gérard,1979-08-01,Masculin,"ATLANTIQUE,KPOMASSE,SEGBEYA,GBEFADJI carré 6837",philippe-lucgérard@gmail.com,+22951066415,ingénieur en chef territorial
Jacques Laporte de Blanchet,1974-07-09,Masculin,"COLLINES,SAVALOU,LEMA,ZONGO carré 4955",jacqueslaportedeblanchet@gmail.com,+22996156563,monteur en installations thermiques et climatiques
Théodore Briand,1944-10-11,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,GBODJE-WOMEY carré 7471",théodorebriand@gmail.com,+22968730497,parfumeur
Émilie Hervé de la Julien,2009-11-12,Masculin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,HOUENOUSSOU carré 5536",,,
Gabriel Bègue,2011-07-15,Féminin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-FIGARO carré 8819",,,
Frédéric Blanchet,1997-01-31,Masculin,"PLATEAU,ADJA-OUERE,ADJA-OUERE,OBEKE-OUERE carré 8951",frédéricblanchet@gmail.com,+22961781421,ingénieur analogicien analogicienne
Charlotte Perrier,1964-12-01,Masculin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,KOUTONGBE carré 9269",charlotteperrier@gmail.com,+22995982023,biologiste en environnement
Luce du Letellier,2022-05-13,Masculin,"ZOU,BOHICON,BOHICON I,SEME carré 6114",,,
Louis Pruvost,1940-09-28,Masculin,"ZOU,ZOGBODOMEY,MASSI,ZALIMEY carré 7770",louispruvost@gmail.com,+22990326388,ergonome
Capucine Neveu,1989-11-08,Féminin,"OUEME,AKPRO-MISSERETE,AKPRO-MISSERETE,KOUVE carré 1603",capucineneveu@gmail.com,+22990743494,paléontologue
Nathalie Bonnin-Joubert,2011-11-08,Masculin,"ZOU,ZAGNANADO,KPEDEKPO,KPOTO carré 4258",,,
Gabrielle Parent,1991-03-30,Masculin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,MINONTCHOU carré 2160",gabrielleparent@gmail.com,+22959625503,veilleur stratégique
Danielle Rolland-Gauthier,2006-05-20,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,AVIATION carré 8712",,,
Zoé Delannoy,1947-07-15,Masculin,"PLATEAU,KETOU,KETOU,ATCHOUBI carré 1957",zoédelannoy@gmail.com,+22994226328,mécanicien-réparateur en matériel agricole
Inès de la Perez,1950-11-03,Masculin,"ATACORA,BOUKOUMBE,BOUKOUMBE,KOUSSOCOINGOU carré 7689",inèsdelaperez@gmail.com,+22998653077,analyste de crédit
Marc Evrard de Monnier,2013-08-13,Masculin,"PLATEAU,ADJA-OUERE,IKPINLE,ATTAN-EWE carré 9053",,,
Honoré Grégoire-Breton,1979-12-12,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,ADJAGBO carré 2625",honorégrégoire-breton@gmail.com,+22965386143,animateur nature nature
Diane Jacquot,1954-08-18,Masculin,"ZOU,ZOGBODOMEY,AKIZA,SEME carré 9611",dianejacquot@gmail.com,+22999377593,attaché territorial territoriale
Marianne Chauveau-Ramos,1975-10-01,Masculin,"ALIBORI,GOGOUNOU,SORI,KANTAKPARA-WOKPAROU carré 1175",mariannechauveau-ramos@gmail.com,+22957113426,acheteur d'espaces publicitaires
René-Adrien Royer,1952-02-28,Masculin,"ALIBORI,BANIKOARA,SOMPEROUKOU,POTO carré 4646",rené-adrienroyer@gmail.com,+22962956055,ingénieur du BTP
Thibault Laroche-Hamon,1970-07-15,Masculin,"COUFFO,APLAHOUE,ATOMEY,HONTONOU carré 7525",thibaultlaroche-hamon@gmail.com,+22999310274,ingénieur recherche et développement (R&amp;D) en agroéquipement
Anne Peltier-Raynaud,1971-07-18,Masculin,"MONO,BOPA,YEGODOE,OZOUEDJAME carré 7598",annepeltier-raynaud@gmail.com,+22997999120,contrôleur de gestion
Roger-Gilbert Thomas,1981-05-09,Masculin,"ZOU,ZOGBODOMEY,MASSI,HLAGBA-LONME carré 6614",roger-gilbertthomas@gmail.com,+22966338333,directeur d'office de tourisme
Roger Humbert,1956-10-15,Masculin,"COLLINES,SAVE,BONI,TCHOUGBE carré 8740",rogerhumbert@gmail.com,+22968293393,diagnostiqueur immobilier
Alexandre Besson de la Philippe,1950-04-24,Féminin,"ATACORA,NATITINGOU,PERMA,TENOUNKONTE carré 0473",alexandrebessondelaphilippe@gmail.com,+22998969146,orthodontiste
Françoise Denis de Allard,1982-07-29,Masculin,"ALIBORI,KANDI,SAM,BODEROU-PEULH carré 5479",françoisedenisdeallard@gmail.com,+22965995791,ingénieur du son
Aurélie Le Navarro,1941-04-24,Féminin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,VODJE AYIDOTE carré 3716",aurélielenavarro@gmail.com,+22995858944,ingénieur chimiste
Hugues Gérard,1971-12-01,Masculin,"ALIBORI,KANDI,ANGARADEBOU,DOGBAN carré 8809",huguesgérard@gmail.com,+22991905465,ergonome
Timothée Prévost,2005-12-20,Masculin,"BORGOU,TCHAOUROU,TCHAOUROU,KPAKPANIN carré 6403",,,
Julie Germain Le Vaillant,1945-08-18,Masculin,"OUEME,AKPRO-MISSERETE,VAKON,DANTO carré 0029",juliegermainlevaillant@gmail.com,+22995258832,chargé de valorisation de la recherche
Alix Guichard,2002-08-28,Masculin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,DANDJI HOKANME carré 5249",alixguichard@gmail.com,+22962756275,dessinateur de BD
Marine Langlois,1940-01-17,Masculin,"ATLANTIQUE,TORI-BOSSITO,AZOHOUE-CADA,AZOHOUE CADA SUD carré 4016",marinelanglois@gmail.com,+22968548710,marchandiseur
Élodie Daniel,1949-01-25,Masculin,"DONGA,DJOUGOU,BARIENOU,ANANIGA-FOYO carré 1332",élodiedaniel@gmail.com,+22950939960,conducteur d'engins de travaux publics
Paulette Gilbert,2011-01-09,Masculin,"ZOU,BOHICON,SODOHOME,ADANMINAKOUGON carré 4769",,,
Thibault Lemaître,1942-08-21,Féminin,"DONGA,DJOUGOU,DJOUGOU III,BAPARAPE carré 3912",thibaultlemaître@gmail.com,+22951266907,assistant en architecture
Dominique Noël,1973-01-04,Masculin,"COLLINES,SAVE,PLATEAU,FATCHODJONIN carré 6272",dominiquenoël@gmail.com,+22964767559,syndic de copropriété
Noémi Denis,1937-03-08,Masculin,"ZOU,ZA-KPOTA,KPAKPAME,MLINKPIN-GUINGNIN carré 5324",noémidenis@gmail.com,+22954129723,documentaliste
Nicole Blanchard,1958-11-15,Masculin,"BORGOU,SINENDE,FO-BOURE,SONKOROU carré 5497",nicoleblanchard@gmail.com,+22968062762,credit manager
Océane Faure,2004-11-26,Féminin,"ZOU,OUINHI,DASSO,AGONKON carré 2947",océanefaure@gmail.com,+22995372952,linguiste
Charles Guérin,1973-04-19,Masculin,"MONO,COME,AKODEHA,MONGNONHOUI carré 5943",charlesguérin@gmail.com,+22995310750,pharmacien dans l'industrie
Clémence-Marthe Clerc,1940-06-07,Masculin,"OUEME,ADJOHOUN,AZOWLISSE,SAORO carré 2025",clémence-martheclerc@gmail.com,+22968600132,technicien de forge
François Bertrand,1951-07-31,Masculin,"ALIBORI,GOGOUNOU,GOGOUNOU,GOGOUNOU-NASSABARA carré 3444",françoisbertrand@gmail.com,+22964966924,responsable du soutien logistique intégré
Lucy Gillet,1994-03-17,Masculin,"MONO,LOKOSSA,KOUDO,ADRODJI carré 1332",lucygillet@gmail.com,+22961031728,consultant en informatique décisionnelle
Théophile du Guyot,2003-05-10,Masculin,"ATLANTIQUE,ZE,ADJAN,ADJAN-HOUETA carré 5981",théophileduguyot@gmail.com,+22968242697,conseiller principal d'éducation principale d'éducation
Nicolas Lucas,2005-04-24,Masculin,"ZOU,BOHICON,SACLO,SACLO-SOKON carré 9498",,,
Roger Barbier,1992-01-17,Masculin,"ATACORA,COBLY,COBLY,BAGAPODI carré 6485",rogerbarbier@gmail.com,+22968804719,horticulteur
Matthieu-Gilbert Dufour,1973-05-09,Masculin,"COUFFO,APLAHOUE,AZOVE,AZOVE CENTRE carré 3605",matthieu-gilbertdufour@gmail.com,+22956076318,roboticien
Louis Martinez du Chrétien,1962-06-14,Masculin,"COLLINES,DASSA-ZOUME,DASSA II,IDAHO carré 7067",louismartinezduchrétien@gmail.com,+22962097735,illustrateur
Bernard Julien,1999-12-17,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,TITIROU carré 0363",bernardjulien@gmail.com,+22950415279,testeur
Claire-Claudine Lévêque,1966-05-28,Féminin,"BORGOU,N'DALI,OUENOU,POURAMPARE carré 1979",claire-claudinelévêque@gmail.com,+22967408797,responsable de la promotion des ventes
Raymond de Le Roux,1988-03-15,Masculin,"BORGOU,KALALE,BOUCA,BOUCA carré 2543",raymonddeleroux@gmail.com,+22996649096,ouvrier agricole
Alexandria Joly Le Guichard,1954-05-08,Masculin,"DONGA,OUAKE,SEMERE 1,BAPARAPEI carré 0482",alexandriajolyleguichard@gmail.com,+22964637116,conseiller en assurances
Brigitte-Christine Rousseau,1976-03-18,Féminin,"COUFFO,TOVIKLIN,HOUEDOGLI,LAGBAKADA carré 2703",brigitte-christinerousseau@gmail.com,+22990717340,substitut du procureur
Julie-Émilie Perez,1963-11-24,Masculin,"ZOU,ZAGNANADO,BANAME,GBONOU carré 7532",julie-émilieperez@gmail.com,+22999247479,auxiliaire de puériculture
Maryse Rémy,1937-02-14,Masculin,"BORGOU,NIKKI,NIKKI,GAH-MARO-PEULH carré 5743",maryserémy@gmail.com,+22995960706,aquaculteur
Valérie Chauvin,1996-05-24,Masculin,"LITTORAL,COTONOU,8EME ARRONDISSEMENT,AGBONDJEDO carré 3451",valériechauvin@gmail.com,+22956343581,ingénieur gaz
Denis Lejeune,2017-10-29,Féminin,"COUFFO,APLAHOUE,APLAHOUE,APLAHOUE carré 5992",,,
Augustin Descamps de Fabre,1945-05-20,Féminin,"ALIBORI,MALANVILLE,MADECALI,GODJEKOARA carré 9163",augustindescampsdefabre@gmail.com,+22998842893,ingénieur gaz
William Carpentier,1954-01-11,Masculin,"PLATEAU,POBE,ISSABA,ITCHAGBA carré 6103",williamcarpentier@gmail.com,+22961030921,vendeur en magasin
Alexandria Martinez de la Lebreton,1986-08-01,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,KPEBIE carré 2979",alexandriamartinezdelalebreton@gmail.com,+22951657797,responsable de la promotion des ventes
Marine Labbé,1957-12-22,Masculin,"OUEME,BONOU,ATCHONSA,AGONHOUI carré 6724",marinelabbé@gmail.com,+22995901477,assistant de service social
Luce Bonneau,1970-01-31,Féminin,"PLATEAU,KETOU,KETOU,DAGBANDJI carré 4266",lucebonneau@gmail.com,+22950991370,artiste de cirque
André Renault,1955-03-25,Masculin,"COLLINES,OUESSE,LAMINOU,ATTANNONDOHO carré 8486",andrérenault@gmail.com,+22952445645,agent de développement local
Zacharie Maury-Joseph,1971-10-07,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,TOUROU-PALAIS-ROYAL carré 1025",zachariemaury-joseph@gmail.com,+22998994806,éducateur sportif sportive des activités aquatiques et de la natation
Édouard Maillet,1978-06-28,Masculin,"ZOU,BOHICON,AGONGOINTO,ZOUNGOUDO carré 8332",édouardmaillet@gmail.com,+22953821671,responsable assurance qualité
Suzanne Godard,1978-12-04,Masculin,"COUFFO,DJAKOTOMEY,SOKOUHOUE,AVONNOUHOUE carré 7657",suzannegodard@gmail.com,+22990867590,agent de sécurité
Aimé Brun de la Caron,1995-10-01,Masculin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,HOUINVIE carré 6260",aimébrundelacaron@gmail.com,+22965933685,opérateur en traitement des matériaux
Thibault Bailly,1998-06-05,Masculin,"OUEME,SEME-PODJI,AGBLANGANDAN,AGBALILAME carré 3797",thibaultbailly@gmail.com,+22952101827,moniteur-éducateur
Aimé Marion,2013-08-25,Masculin,"BORGOU,KALALE,BOUCA,BOUCA carré 0393",,,
Denis Peron,2001-06-27,Masculin,"DONGA,BASSILA,BASSILA,BASSILA AGNIHOU TADJA carré 9171",denisperon@gmail.com,+22951815047,météorologiste
Céline Laporte,1940-02-03,Féminin,"BORGOU,KALALE,BASSO,NEGANZI carré 0622",célinelaporte@gmail.com,+22997891912,responsable du recrutement
Maurice Robin,1993-03-27,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,FIGNONHOU carré 0300",mauricerobin@gmail.com,+22967265814,ingénieur procédés en chimie
Madeleine de Humbert,1985-11-06,Masculin,"ZOU,ZAGNANADO,BANAME,AKOHAGON carré 4620",madeleinedehumbert@gmail.com,+22968448861,pédiatre
Margot Gimenez-Weiss,2010-02-24,Masculin,"ALIBORI,MALANVILLE,GUENE,TORO-ZOUGOU carré 0575",,,
André Bouvier-Dubois,2017-01-09,Masculin,"COLLINES,SAVE,OFFE,EETOU carré 1311",,,
Thibaut-François Olivier,1937-11-12,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,KINGAROU carré 6795",thibaut-françoisolivier@gmail.com,+22953496211,ingénieur procédés en chimie
Richard Le Lévêque,2013-08-21,Féminin,"OUEME,AVRANKOU,AVRANKOU,SEDJE carré 0363",,,
Gilbert Bazin-Weber,1993-06-08,Masculin,"ALIBORI,BANIKOARA,GOUMORI,GBASSA carré 9172",gilbertbazin-weber@gmail.com,+22966683666,chargé de pharmacovigilance
Danielle-Nathalie Lelièvre,2011-06-03,Féminin,"BORGOU,SINENDE,SINENDE,GUESSOU-BANI carré 8348",,,
Michelle Petit-Brunel,1950-06-06,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,GOUNIN carré 3592",michellepetit-brunel@gmail.com,+22995110141,artiste de cirque
Corinne Pages,1931-03-12,Masculin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,SAINT JEAN GBEDIGA carré 3281",corinnepages@gmail.com,+22964368821,syndic de copropriété
Élise Monnier,1998-08-03,Masculin,"OUEME,AKPRO-MISSERETE,AKPRO-MISSERETE,ABOGOME carré 1843",élisemonnier@gmail.com,+22995944096,technicien de police technique et scientifique
Louis Pierre,2016-06-08,Féminin,"ATACORA,KOUANDE,OROUKAYO,BOROUKOU-PEULH carré 8163",,,
Antoine Hebert,2022-07-10,Masculin,"ZOU,ZOGBODOMEY,DOME,AGOÏTA carré 8596",,,
Marc Petit-Legros,1943-03-11,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,PAHOU CENTRE carré 5555",marcpetit-legros@gmail.com,+22962604548,chef des ventes
Marine Berger-Joly,2020-11-10,Masculin,"MONO,LOKOSSA,OUEDEME-ADJA,KINWEDJI carré 3115",,,
Emmanuel Le Dupont,1994-02-13,Masculin,"ZOU,ABOMEY,ZOUNZONME,GBEHIZANKON carré 4597",emmanuelledupont@gmail.com,+22954371685,serrurier dépanneur dépanneuse
David Guibert,1975-01-01,Masculin,"OUEME,AVRANKOU,OUANHO,GBAKPO-ACLE carré 5896",davidguibert@gmail.com,+22990185302,physicien médical médicale
Christiane Marchand,1981-08-29,Masculin,"ATLANTIQUE,SO-AVA,GANVIE 1,GBAMEY-TCHEWA carré 4247",christianemarchand@gmail.com,+22990937497,aide-chimiste
Adrienne Monnier,2008-02-28,Masculin,"COUFFO,TOVIKLIN,ADJIDO,MAÏBOUI SODOKPOHOUE carré 5516",,,
Claude du Poirier,1944-08-05,Masculin,"ALIBORI,MALANVILLE,MALANVILLE,TASSI-TEDJI-BOULANGA carré 6149",claudedupoirier@gmail.com,+22991187817,designer sonore
Antoine-Lucas Bègue,1931-10-21,Féminin,"BORGOU,TCHAOUROU,TCHATCHOU,GOUSSOUAMBOU carré 1039",antoine-lucasbègue@gmail.com,+22968209830,responsable qualité en agroalimentaire
Valentine Fischer,1980-02-27,Masculin,"OUEME,AVRANKOU,ATCHOUKPA,TOKPA-YONHOSSOU carré 7129",valentinefischer@gmail.com,+22991483242,paléontologue
Lucie Bourgeois,1944-11-07,Masculin,"ALIBORI,GOGOUNOU,SOUGOU-KPAN-TROSSI,SOUGOU-KPANTROSSI carré 3736",luciebourgeois@gmail.com,+22996425588,contrôleur de performance
Lorraine Vaillant,1939-04-26,Masculin,"OUEME,DANGBO,GBEKO,GBEKO CENTRE carré 8196",lorrainevaillant@gmail.com,+22994258070,administrateur judiciaire
Andrée Martins,1965-05-26,Masculin,"OUEME,SEME-PODJI,SEME-PODJI,PODJI-MISSERETE carré 2345",andréemartins@gmail.com,+22953047544,viticulteur
Christophe Teixeira,1960-11-15,Féminin,"ATACORA,BOUKOUMBE,MANTA,KOUKOUANGOU carré 7118",christopheteixeira@gmail.com,+22966708828,agent de propreté urbaine
Charlotte de Martineau,1981-01-27,Féminin,"ZOU,OUINHI,OUINHI CENTRE,OUOKON-AHLAN carré 0001",charlottedemartineau@gmail.com,+22991079851,formateur technique en agroéquipement
