Dates,Noms,Déplacements,Documents,Numéro_du_document,Frontières,Destinations
2014-07-09,Christophe Le Legros,Entrée,Carte nationale dIdentité,96147305,Aéroport de Cotonou,Bénin
2014-07-09,André Maurice,Sortie,Carte nationale dIdentité,93773055,Togo,Togo
2014-07-09,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Niger,Niger
2014-07-10,Martine Poirier,Sortie,Passeport,79333745,Nigéria,Nigéria
2014-07-10,Honoré Gaillard,Entrée,Passeport,14210243,Burikina-Faso,Bénin
2014-07-10,Victor de la Jacob,Entrée,Passeport,4107982,Burikina-Faso,Bénin
2014-07-11,Amélie Le Bailly,Entrée,Carte nationale dIdentité,74663172,Togo,Bénin
2014-07-11,Anne Ferreira,Entrée,Carte nationale dIdentité,80029400,Niger,Bénin
2014-07-11,Jacqueline Navarro,Entrée,Passeport,8150499,Nigéria,Bénin
2014-07-11,Gabrielle Mendès,Entrée,Passeport,98233383,Aéroport de Cotonou,Bénin
2014-07-11,Thierry Mercier,Entrée,Passeport,84400968,Niger,Bénin
2014-07-11,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Togo,Togo
2014-07-11,Julien Chauveau,Entrée,Passeport,25148840,Niger,Bénin
2014-07-12,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Nigéria,Bénin
2014-07-12,Adèle Gautier,Sortie,Passeport,99663541,Nigéria,Nigéria
2014-07-12,Élise Hoareau-Simon,Entrée,Passeport,71640811,Niger,Bénin
2014-07-12,Grégoire Guichard,Sortie,Passeport,84325454,Niger,Niger
2014-07-12,Léon Mercier,Entrée,Carte nationale dIdentité,80889082,Aéroport de Cotonou,Bénin
2014-07-12,Luc Peron,Sortie,Carte nationale dIdentité,59999267,Nigéria,Nigéria
2014-07-12,Sébastien Pereira,Entrée,Carte nationale dIdentité,93531562,Togo,Bénin
2014-07-13,Margaux Allain,Entrée,Passeport,62705404,Aéroport de Cotonou,Bénin
2014-07-13,Daniel-Augustin Bernard,Sortie,Passeport,37240323,Niger,Niger
2014-07-13,Lucas Baron,Sortie,Passeport,68716585,Burikina-Faso,Burikina-Faso
2014-07-13,Lucie-Valérie Baron,Sortie,Passeport,38895558,Burikina-Faso,Burikina-Faso
2014-07-13,André Maurice,Sortie,Passeport,59024029,Aéroport de Cotonou,Grèce
2014-07-14,Pénélope Olivier,Entrée,Passeport,63133313,Togo,Bénin
2014-07-14,Margot Hoarau,Entrée,Passeport,94531052,Togo,Bénin
2014-07-14,Astrid de la Bertin,Sortie,Passeport,19992852,Aéroport de Cotonou,Qatar
2014-07-14,Patrick Blin,Entrée,Passeport,69194421,Niger,Bénin
2014-07-14,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Niger,Niger
2014-07-15,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Togo,Togo
2014-07-15,Christine Le Jacquet,Sortie,Carte nationale dIdentité,11778407,Burikina-Faso,Burikina-Faso
2014-07-15,Olivier Robert,Sortie,Passeport,86193810,Nigéria,Nigéria
2014-07-15,Richard-Joseph Marchal,Sortie,Carte nationale dIdentité,76161259,Aéroport de Cotonou,Saint Vincent et les Grenadines
2014-07-15,Bernard Le Gall,Entrée,Carte nationale dIdentité,89734896,Nigéria,Bénin
2014-07-16,Virginie Le Bousquet,Sortie,Passeport,51408950,Burikina-Faso,Burikina-Faso
2014-07-16,Éric Mercier,Entrée,Carte nationale dIdentité,37843101,Togo,Bénin
2014-07-16,Luc Peron,Entrée,Passeport,79309355,Togo,Bénin
2014-07-16,Gilbert Marie-Laine,Sortie,Carte nationale dIdentité,51325860,Aéroport de Cotonou,Arménie
2014-07-16,Alfred Chauvin de la Pichon,Entrée,Carte nationale dIdentité,76716536,Nigéria,Bénin
2014-07-16,Élisabeth Perret,Sortie,Carte nationale dIdentité,1103515,Nigéria,Nigéria
2014-07-17,Hortense Dijoux,Sortie,Passeport,43480653,Burikina-Faso,Burikina-Faso
2014-07-17,Bernard Le Gall,Entrée,Carte nationale dIdentité,89734896,Nigéria,Bénin
2014-07-17,Honoré Gaillard,Entrée,Passeport,14210243,Aéroport de Cotonou,Bénin
2014-07-17,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Aéroport de Cotonou,Bénin
2014-07-17,Alexandria Fernandez-Lopes,Entrée,Passeport,79815228,Togo,Bénin
2014-07-17,Olivier Robert,Sortie,Passeport,86193810,Burikina-Faso,Burikina-Faso
2014-07-17,Gilles Vincent,Sortie,Carte nationale dIdentité,38546145,Aéroport de Cotonou,Syrie
2014-07-17,Roger du Clément,Sortie,Passeport,94258029,Niger,Niger
2014-07-18,Suzanne-Luce Briand,Entrée,Carte nationale dIdentité,16750429,Niger,Bénin
2014-07-18,Arnaude Martin,Sortie,Passeport,49718999,Nigéria,Nigéria
2014-07-19,Arnaude Martin,Entrée,Passeport,49718999,Niger,Bénin
2014-07-19,Alfred Chauvin de la Pichon,Sortie,Passeport,69225022,Niger,Niger
2014-07-19,Noël Fleury,Entrée,Carte nationale dIdentité,37519006,Aéroport de Cotonou,Bénin
2014-07-19,Gérard de Aubry,Entrée,Passeport,32344941,Aéroport de Cotonou,Bénin
2014-07-20,Geneviève Morvan,Sortie,Passeport,72803998,Nigéria,Nigéria
2014-07-20,Mathilde Da Costa,Entrée,Passeport,43234013,Togo,Bénin
2014-07-21,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Nigéria,Nigéria
2014-07-21,Marine Brunet,Entrée,Passeport,40460542,Nigéria,Bénin
2014-07-21,Roger du Clément,Sortie,Passeport,94258029,Aéroport de Cotonou,Sahara Occidental
2014-07-22,Chantal Fischer,Entrée,Passeport,99580657,Niger,Bénin
2014-07-22,Chantal Martinez-Roux,Entrée,Carte nationale dIdentité,43515738,Nigéria,Bénin
2014-07-22,Victor de la Jacob,Entrée,Carte nationale dIdentité,81357376,Burikina-Faso,Bénin
2014-07-22,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Aéroport de Cotonou,Guyane
2014-07-23,Aurore-Véronique Buisson,Sortie,Passeport,33527366,Burikina-Faso,Burikina-Faso
2014-07-23,Bernard Le Gall,Entrée,Carte nationale dIdentité,89734896,Aéroport de Cotonou,Bénin
2014-07-23,Frédérique Roux-Blanchard,Sortie,Carte nationale dIdentité,99908498,Burikina-Faso,Burikina-Faso
2014-07-23,Joséphine Lecoq-Boucher,Entrée,Carte nationale dIdentité,69232425,Niger,Bénin
2014-07-23,Georges Guillou-Blondel,Sortie,Passeport,98306589,Nigéria,Nigéria
2014-07-24,Mathilde Roger-Techer,Entrée,Passeport,17075918,Aéroport de Cotonou,Bénin
2014-07-24,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Burikina-Faso,Burikina-Faso
2014-07-24,Gérard de Aubry,Sortie,Passeport,32344941,Burikina-Faso,Burikina-Faso
2014-07-24,Chantal Fischer,Entrée,Passeport,99580657,Burikina-Faso,Bénin
2014-07-25,Amélie Alves-Maillet,Sortie,Carte nationale dIdentité,97898385,Nigéria,Nigéria
2014-07-25,Pauline Lebon Le Leconte,Entrée,Passeport,9054750,Togo,Bénin
2014-07-26,Monique Guibert,Entrée,Passeport,9842353,Nigéria,Bénin
2014-07-26,Claude de la Neveu,Sortie,Passeport,87580533,Burikina-Faso,Burikina-Faso
2014-07-26,Andrée Guillaume,Sortie,Carte nationale dIdentité,1093573,Aéroport de Cotonou,Ghana
2014-07-26,Michel Guillot,Sortie,Carte nationale dIdentité,74224503,Burikina-Faso,Burikina-Faso
2014-07-26,André Maurice,Sortie,Passeport,59024029,Aéroport de Cotonou,Argentine
2014-07-26,Yves Briand du Albert,Sortie,Passeport,17958495,Aéroport de Cotonou,Philippines
2014-07-27,Alfred Chauvin de la Pichon,Sortie,Passeport,69225022,Togo,Togo
2014-07-27,Joséphine Girard,Sortie,Passeport,15436715,Burikina-Faso,Burikina-Faso
2014-07-27,Gilles Vincent,Entrée,Carte nationale dIdentité,38546145,Nigéria,Bénin
2014-07-27,Grégoire Maillet,Sortie,Passeport,27778441,Togo,Togo
2014-07-28,Jérôme Bailly du Dupont,Entrée,Carte nationale dIdentité,46077350,Burikina-Faso,Bénin
2014-07-29,Corinne Mallet,Entrée,Carte nationale dIdentité,86528448,Niger,Bénin
2014-07-29,Léon Mary,Entrée,Carte nationale dIdentité,98086293,Nigéria,Bénin
2014-07-29,Élise Hoareau-Simon,Entrée,Passeport,71640811,Aéroport de Cotonou,Bénin
2014-07-29,Adrien Dumont de la Rolland,Entrée,Passeport,98301179,Burikina-Faso,Bénin
2014-07-29,Corinne Mallet,Sortie,Carte nationale dIdentité,86528448,Togo,Togo
2014-07-30,Marcelle Blanchard,Sortie,Carte nationale dIdentité,44090391,Burikina-Faso,Burikina-Faso
2014-07-30,Thibaut Peltier Le Guilbert,Sortie,Passeport,59807690,Nigéria,Nigéria
2014-07-30,Georges Gimenez,Sortie,Carte nationale dIdentité,85351650,Burikina-Faso,Burikina-Faso
2014-07-31,Margot de Dias,Entrée,Carte nationale dIdentité,49562159,Nigéria,Bénin
2014-07-31,Amélie Alves-Maillet,Sortie,Passeport,81063262,Nigéria,Nigéria
2014-07-31,Brigitte Coste,Sortie,Passeport,12416039,Nigéria,Nigéria
2014-07-31,Édouard Poirier,Entrée,Carte nationale dIdentité,63063476,Togo,Bénin
2014-08-01,Nicole Alves-Munoz,Sortie,Carte nationale dIdentité,10749387,Togo,Togo
2014-08-01,Yves Briand du Albert,Sortie,Passeport,17958495,Nigéria,Nigéria
2014-08-01,Constance Blanchet-Goncalves,Sortie,Passeport,64270786,Nigéria,Nigéria
2014-08-01,Jacques David,Sortie,Passeport,85329681,Niger,Niger
2014-08-02,Gilles Perrot,Entrée,Carte nationale dIdentité,77963787,Togo,Bénin
2014-08-02,Jean Cohen du Neveu,Entrée,Passeport,19327779,Nigéria,Bénin
2014-08-02,Bernard Le Gall,Entrée,Passeport,34750700,Nigéria,Bénin
2014-08-02,Élise du Dupuis,Sortie,Passeport,69221842,Togo,Togo
2014-08-03,Alexandria Baron,Entrée,Carte nationale dIdentité,43258237,Aéroport de Cotonou,Bénin
2014-08-03,Éric Boulay-Michel,Sortie,Passeport,68774555,Togo,Togo
2014-08-03,Océane Mercier,Sortie,Passeport,29070014,Niger,Niger
2014-08-03,Océane Mercier,Entrée,Passeport,29070014,Togo,Bénin
2014-08-03,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Aéroport de Cotonou,Bénin
2014-08-03,Frédérique Roux-Blanchard,Sortie,Passeport,9404335,Burikina-Faso,Burikina-Faso
2014-08-03,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Aéroport de Cotonou,Bénin
2014-08-04,Georges Guillou-Blondel,Sortie,Carte nationale dIdentité,11848145,Nigéria,Nigéria
2014-08-04,Margaret Caron,Sortie,Passeport,41100980,Nigéria,Nigéria
2014-08-04,Nicolas Barbe,Entrée,Carte nationale dIdentité,78282318,Niger,Bénin
2014-08-04,Martine Poirier,Sortie,Passeport,79333745,Togo,Togo
2014-08-04,Cécile Fontaine,Entrée,Passeport,146221,Nigéria,Bénin
2014-08-04,Adrien Dumont de la Rolland,Sortie,Passeport,98301179,Nigéria,Nigéria
2014-08-04,Lucy-Brigitte Turpin,Sortie,Carte nationale dIdentité,92906572,Burikina-Faso,Burikina-Faso
2014-08-04,Grégoire Dubois,Entrée,Carte nationale dIdentité,27267671,Togo,Bénin
2014-08-04,Anne Leblanc,Sortie,Passeport,67001108,Togo,Togo
2014-08-04,Frédéric Lambert,Entrée,Passeport,75448784,Togo,Bénin
2014-08-04,Olivier Robert,Sortie,Carte nationale dIdentité,6903113,Nigéria,Nigéria
2014-08-05,André Maurice,Entrée,Carte nationale dIdentité,93773055,Togo,Bénin
2014-08-05,Amélie Alves-Maillet,Sortie,Passeport,81063262,Burikina-Faso,Burikina-Faso
2014-08-05,Suzanne-Luce Briand,Sortie,Passeport,28114039,Nigéria,Nigéria
2014-08-06,Jeanne Lecomte,Sortie,Passeport,20428097,Nigéria,Nigéria
2014-08-06,Constance Blanchet-Goncalves,Entrée,Passeport,64270786,Togo,Bénin
2014-08-06,Claude de la Neveu,Entrée,Carte nationale dIdentité,70868530,Burikina-Faso,Bénin
2014-08-07,Amélie Dos Santos,Sortie,Passeport,26828750,Niger,Niger
2014-08-07,Éléonore du Perez,Sortie,Carte nationale dIdentité,72956670,Niger,Niger
2014-08-07,Lucie-Valérie Baron,Entrée,Carte nationale dIdentité,72599140,Togo,Bénin
2014-08-07,Dominique Fontaine,Entrée,Carte nationale dIdentité,42948492,Aéroport de Cotonou,Bénin
2014-08-08,Denise Hervé,Sortie,Passeport,65573828,Nigéria,Nigéria
2014-08-08,Marcelle Blanchard,Sortie,Carte nationale dIdentité,44090391,Togo,Togo
2014-08-08,William Samson,Entrée,Carte nationale dIdentité,38337702,Niger,Bénin
2014-08-08,Manon Bouchet,Entrée,Carte nationale dIdentité,11226552,Niger,Bénin
2014-08-09,Nicole Breton,Sortie,Carte nationale dIdentité,4073648,Nigéria,Nigéria
2014-08-09,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Nigéria,Bénin
2014-08-10,Jérôme Marques-Lemaire,Sortie,Passeport,3981993,Togo,Togo
2014-08-10,Bernard Le Gall,Entrée,Passeport,34750700,Nigéria,Bénin
2014-08-10,Margaux Millet Le Chauvet,Entrée,Passeport,62280792,Togo,Bénin
2014-08-10,Gilles Vincent,Sortie,Passeport,4346861,Niger,Niger
2014-08-11,Virginie de la Lambert,Sortie,Carte nationale dIdentité,77019222,Burikina-Faso,Burikina-Faso
2014-08-11,Louis Coulon,Sortie,Passeport,54824273,Niger,Niger
2014-08-11,Nicolas Barbe,Entrée,Passeport,85313865,Burikina-Faso,Bénin
2014-08-11,Aurore-Véronique Buisson,Sortie,Passeport,33527366,Niger,Niger
2014-08-12,Yves Briand du Albert,Sortie,Carte nationale dIdentité,75525610,Togo,Togo
2014-08-12,Xavier Perret,Entrée,Passeport,82001595,Aéroport de Cotonou,Bénin
2014-08-12,Hélène Fischer du Marin,Sortie,Carte nationale dIdentité,60482477,Burikina-Faso,Burikina-Faso
2014-08-12,Zoé-Christiane Gonzalez,Sortie,Carte nationale dIdentité,41530420,Burikina-Faso,Burikina-Faso
2014-08-12,Margaret Caron,Sortie,Passeport,41100980,Nigéria,Nigéria
2014-08-13,David Vincent,Entrée,Carte nationale dIdentité,4971186,Aéroport de Cotonou,Bénin
2014-08-13,Pénélope Olivier,Entrée,Passeport,63133313,Burikina-Faso,Bénin
2014-08-13,Vincent du Chartier,Sortie,Carte nationale dIdentité,2899640,Togo,Togo
2014-08-13,Guy de la Guillet,Entrée,Passeport,22977745,Aéroport de Cotonou,Bénin
2014-08-13,Vincent du Chartier,Sortie,Passeport,79366260,Togo,Togo
2014-08-13,Gabriel Thibault-Dupuy,Entrée,Carte nationale dIdentité,28620868,Niger,Bénin
2014-08-14,Jules Guillot,Entrée,Passeport,45404822,Nigéria,Bénin
2014-08-14,Vincent du Chartier,Entrée,Passeport,79366260,Aéroport de Cotonou,Bénin
2014-08-14,Margaret-Brigitte Gosselin,Sortie,Carte nationale dIdentité,72866161,Niger,Niger
2014-08-14,Stéphane Hardy,Sortie,Passeport,19236326,Aéroport de Cotonou,Brunei
2014-08-14,Élisabeth Perret,Entrée,Carte nationale dIdentité,1103515,Burikina-Faso,Bénin
2014-08-14,Constance Blanchet-Goncalves,Sortie,Carte nationale dIdentité,23776825,Niger,Niger
2014-08-14,Jeanne Lecomte,Entrée,Passeport,20428097,Nigéria,Bénin
2014-08-14,Alex Durand,Sortie,Carte nationale dIdentité,70361736,Togo,Togo
2014-08-15,Constance Blanchet-Goncalves,Sortie,Passeport,64270786,Aéroport de Cotonou,Thailande
2014-08-15,Zoé Mendès,Entrée,Carte nationale dIdentité,67125856,Togo,Bénin
2014-08-15,Claire Giraud,Sortie,Passeport,83062659,Togo,Togo
2014-08-15,Audrey Joly-Alexandre,Sortie,Carte nationale dIdentité,27430160,Nigéria,Nigéria
2014-08-15,Gilles Perrot,Entrée,Passeport,72538961,Niger,Bénin
2014-08-16,Corinne Mallet,Sortie,Carte nationale dIdentité,86528448,Niger,Niger
2014-08-16,Margot de Dias,Entrée,Carte nationale dIdentité,49562159,Togo,Bénin
2014-08-16,Virginie Le Bousquet,Entrée,Carte nationale dIdentité,12233868,Burikina-Faso,Bénin
2014-08-17,Rémy Ribeiro-Bousquet,Entrée,Carte nationale dIdentité,26470087,Togo,Bénin
2014-08-17,Margaud Cohen,Sortie,Passeport,34506650,Togo,Togo
2014-08-17,Gabrielle Mendès,Sortie,Carte nationale dIdentité,22339890,Nigéria,Nigéria
2014-08-17,Honoré Gaillard,Sortie,Carte nationale dIdentité,80038721,Nigéria,Nigéria
2014-08-18,Vincent Rodrigues,Sortie,Passeport,32865985,Niger,Niger
2014-08-18,Arnaude Martin,Entrée,Passeport,49718999,Burikina-Faso,Bénin
2014-08-18,Élisabeth Delorme-Baron,Sortie,Carte nationale dIdentité,19480396,Burikina-Faso,Burikina-Faso
2014-08-19,Chantal Fischer,Sortie,Passeport,99580657,Niger,Niger
2014-08-19,William Samson,Sortie,Carte nationale dIdentité,38337702,Niger,Niger
2014-08-19,Catherine-Michelle Mendès,Entrée,Passeport,77943742,Burikina-Faso,Bénin
2014-08-20,Chantal Fischer,Entrée,Passeport,99580657,Burikina-Faso,Bénin
2014-08-20,Alix-Claire Voisin,Sortie,Passeport,51410582,Togo,Togo
2014-08-20,Nicole Alves-Munoz,Sortie,Passeport,73668323,Niger,Niger
2014-08-20,Gilbert Marie-Laine,Entrée,Carte nationale dIdentité,51325860,Nigéria,Bénin
2014-08-21,Raymond Berger,Entrée,Carte nationale dIdentité,75635182,Aéroport de Cotonou,Bénin
2014-08-22,Olivier Navarro,Entrée,Carte nationale dIdentité,15702720,Togo,Bénin
2014-08-22,Margot Hoarau,Sortie,Passeport,94531052,Aéroport de Cotonou,Érythrée
2014-08-22,Sophie Adam,Entrée,Carte nationale dIdentité,54586070,Aéroport de Cotonou,Bénin
2014-08-22,Louis Coulon,Entrée,Passeport,54824273,Nigéria,Bénin
2014-08-23,Andrée Guillaume,Entrée,Passeport,88971789,Niger,Bénin
2014-08-23,Maryse Faure,Sortie,Carte nationale dIdentité,33812094,Burikina-Faso,Burikina-Faso
2014-08-23,Océane Mercier,Sortie,Carte nationale dIdentité,88670425,Niger,Niger
2014-08-23,André Maurice,Entrée,Carte nationale dIdentité,93773055,Nigéria,Bénin
2014-08-23,Astrid Baudry,Entrée,Passeport,26970625,Aéroport de Cotonou,Bénin
2014-08-23,Alexandre Seguin,Entrée,Passeport,14430694,Niger,Bénin
2014-08-23,Bernard Le Gall,Entrée,Carte nationale dIdentité,89734896,Burikina-Faso,Bénin
2014-08-24,Monique Guibert,Sortie,Passeport,9842353,Nigéria,Nigéria
2014-08-24,Christine Le Jacquet,Entrée,Passeport,17073566,Niger,Bénin
2014-08-24,Amélie-Aimée Michel,Sortie,Carte nationale dIdentité,56302175,Niger,Niger
2014-08-24,Raymond Carlier,Entrée,Passeport,99860416,Aéroport de Cotonou,Bénin
2014-08-25,Luc Peron,Entrée,Passeport,79309355,Burikina-Faso,Bénin
2014-08-25,Margaux Allain,Entrée,Carte nationale dIdentité,38750308,Niger,Bénin
2014-08-25,Joséphine Lecoq-Boucher,Sortie,Carte nationale dIdentité,69232425,Togo,Togo
2014-08-25,Hortense Dijoux,Sortie,Carte nationale dIdentité,78556807,Nigéria,Nigéria
2014-08-25,Emmanuel Marchand,Entrée,Carte nationale dIdentité,34368658,Aéroport de Cotonou,Bénin
2014-08-25,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Burikina-Faso,Burikina-Faso
2014-08-25,Olivie-Anaïs Fouquet,Entrée,Passeport,30439145,Burikina-Faso,Bénin
2014-08-25,David Ruiz,Sortie,Carte nationale dIdentité,74227206,Burikina-Faso,Burikina-Faso
2014-08-26,Sabine Coulon,Entrée,Passeport,7227603,Togo,Bénin
2014-08-26,Astrid de la Bertin,Entrée,Carte nationale dIdentité,54499559,Burikina-Faso,Bénin
2014-08-26,Lucie-Valérie Baron,Entrée,Passeport,38895558,Niger,Bénin
2014-08-26,Lucas Baron,Entrée,Passeport,68716585,Burikina-Faso,Bénin
2014-08-26,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Nigéria,Bénin
2014-08-26,Claude de la Neveu,Entrée,Carte nationale dIdentité,70868530,Niger,Bénin
2014-08-26,Agnès Bouvier-Royer,Entrée,Carte nationale dIdentité,25348837,Burikina-Faso,Bénin
2014-08-27,Camille Guichard-Delannoy,Entrée,Carte nationale dIdentité,72956318,Aéroport de Cotonou,Bénin
2014-08-27,Stéphanie Le Gall,Entrée,Passeport,72867715,Burikina-Faso,Bénin
2014-08-27,Timothée Rodriguez-Grondin,Entrée,Passeport,37554325,Niger,Bénin
2014-08-27,Yves Briand du Albert,Entrée,Carte nationale dIdentité,75525610,Nigéria,Bénin
2014-08-27,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Nigéria,Bénin
2014-08-28,Denise Peltier,Sortie,Passeport,88075994,Burikina-Faso,Burikina-Faso
2014-08-28,Théophile Texier,Sortie,Carte nationale dIdentité,22223349,Burikina-Faso,Burikina-Faso
2014-08-28,Joséphine Girard,Sortie,Carte nationale dIdentité,46608541,Burikina-Faso,Burikina-Faso
2014-08-28,Mathilde Roger-Techer,Entrée,Passeport,17075918,Nigéria,Bénin
2014-08-28,Astrid Baudry,Sortie,Passeport,26970625,Niger,Niger
2014-08-28,Andrée Guillaume,Sortie,Carte nationale dIdentité,1093573,Aéroport de Cotonou,São Tomé et Príncipe (Rép.)
2014-08-28,Jacques David,Sortie,Carte nationale dIdentité,76376326,Togo,Togo
2014-08-29,Astrid de la Bertin,Entrée,Passeport,19992852,Burikina-Faso,Bénin
2014-08-29,Patricia Vidal,Sortie,Carte nationale dIdentité,29622673,Aéroport de Cotonou,Pays-Bas
2014-08-29,Léon Mary,Entrée,Carte nationale dIdentité,98086293,Niger,Bénin
2014-08-29,Chantal Fischer,Entrée,Carte nationale dIdentité,62690719,Aéroport de Cotonou,Bénin
2014-08-29,Arthur Texier,Entrée,Passeport,2696341,Nigéria,Bénin
2014-08-29,Adèle Lambert,Sortie,Passeport,16729443,Burikina-Faso,Burikina-Faso
2014-08-29,David Vincent,Sortie,Carte nationale dIdentité,4971186,Nigéria,Nigéria
2014-08-30,Honoré-Yves Girard,Entrée,Passeport,75008183,Burikina-Faso,Bénin
2014-08-30,Hugues Petit,Entrée,Carte nationale dIdentité,65877696,Niger,Bénin
2014-08-30,Gilles Vincent,Sortie,Passeport,4346861,Aéroport de Cotonou,Koweit
2014-08-31,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Aéroport de Cotonou,Canada
2014-08-31,Mathilde Da Costa,Sortie,Carte nationale dIdentité,29936401,Nigéria,Nigéria
2014-08-31,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Aéroport de Cotonou,Tokelau
2014-08-31,Vincent du Chartier,Sortie,Passeport,79366260,Nigéria,Nigéria
2014-08-31,Manon Bouchet,Entrée,Passeport,33383058,Togo,Bénin
2014-09-01,Jean Bodin,Sortie,Carte nationale dIdentité,59306765,Aéroport de Cotonou,Vanuatu
2014-09-01,Marc De Oliveira,Entrée,Carte nationale dIdentité,53790859,Nigéria,Bénin
2014-09-01,Alexandria Fernandez-Lopes,Sortie,Passeport,79815228,Nigéria,Nigéria
