Name,Age,is_sentenced
Frédéric-Gérard Pichon,74,1
Thierry Leblanc,15,0
Michelle Lenoir,5,0
Jeannine Ledoux de la Morvan,50,1
Dominique Goncalves,31,1
Stéphanie Fernandes,53,1
Émile Renard,22,1
Michel Le Collet,91,1
Aimé Peron-Pelletier,46,1
Zoé Descamps,84,1
Étienne Dupuis,49,1
Auguste Lefort,56,0
Adèle Adam,4,0
Gabrielle Le Mahe,61,1
Jules Bailly,53,1
Étienne-Louis Barthelemy,55,1
Joseph Chevallier,53,1
Camille Jean,19,0
Lucie-Véronique Étienne,74,1
Jacques Peron,84,1
Dorothée Rocher,5,0
René Blin,47,1
Françoise-Agathe Dos Santos,37,1
Michelle Rivière,80,1
Timothée Joly,37,1
Laure Legendre,28,1
Luce Lévêque-Berthelot,25,1
Nath David-Guilbert,19,0
Charles Bouvet,67,1
Léon-Laurent Gaudin,53,1
Renée Rivière-Blot,42,1
Nath Allard,60,1
Denis de Paris,48,1
Arthur Henry,74,1
Thibault Gimenez,4,0
Aimée-Alice Charles,61,1
Sébastien Faure,9,0
Mathilde-Jeannine Daniel,32,0
Marguerite Lopes,76,1
Marcel Dias-Perrin,90,1
Claudine-Sylvie Duval,60,1
Margaud-Céline Hernandez,31,1
Yves Bruneau du Marie,1,0
Anouk Baron,70,1
Françoise Alves-Ruiz,37,1
Alain Costa,53,1
Olivier Pereira de la Prévost,44,1
Christine Sanchez du Perrin,24,1
Matthieu du Gilles,32,1
Alain Chevallier,90,1
Pauline-Maryse Perez,71,1
Michèle Perrier,56,0
Chantal-Aurélie Masse,78,1
Gabriel Lucas Le Prévost,13,0
Victor Fournier-Rodriguez,78,1
Raymond Mathieu,17,0
Denise Coulon,44,1
Thierry Pascal-Gilles,2,0
Marguerite Blanc,39,1
Aurore Pires,11,0
Joséphine Colas-Gauthier,23,1
Manon Rousseau-Thierry,8,0
Brigitte Garcia,55,1
Christelle Rémy,91,0
Benjamin Bonneau,83,1
Alice Fleury,66,1
Anastasie Robert,82,1
Thomas Carpentier,27,1
Monique Godard,24,1
Maggie Aubert du Lefort,0,0
Martin-Théodore Rousseau,39,1
Rémy Perrin du Monnier,50,0
Aurélie Da Silva,86,1
Thomas Andre,83,1
Laurent Parent,91,1
Clémence Letellier,65,1
Laurence Ruiz de Lagarde,62,1
Marianne Brun,93,0
Thibault Pineau,79,1
Benoît de Alexandre,91,0
Charles Girard Le Merle,36,1
Joseph Guillou de la Perret,61,1
Marcel Guérin de Mahe,27,1
Bertrand Dias-Gaudin,41,0
Clémence Guillet,17,0
Patricia Traore de la Lévy,54,1
Adèle Vaillant,67,1
Louise Brunet,30,1
Marthe Lemaire,16,0
Brigitte Buisson,80,0
Jacques Denis,26,1
Jean Nguyen-Letellier,58,1
Anne Sauvage-Pinto,67,1
Thibaut du Ribeiro,60,1
Tristan Brun,40,1
Margot du Bourdon,37,1
Hélène Chevalier,52,1
Matthieu-William Legrand,24,1
Aimé Carre,62,1
Roger de Collet,12,0
Augustin de Turpin,52,1
Cécile Masse,48,1
Véronique Thomas,2,0
Corinne Grégoire-Mercier,77,0
Nathalie Moreau-Gros,42,1
Martin Techer,79,1
Alice Mary,65,1
Colette-Colette Rolland,80,1
Pierre Breton,86,1
Adrien Roussel,51,1
David Jourdan,89,1
Madeleine Colas,50,1
Alexandre Descamps,78,1
Thierry Vaillant,68,1
Alfred Lejeune,20,1
Henriette Cousin,21,1
Marianne Rodrigues,38,1
Julien Bourdon,26,1
Jacques Lecoq,18,0
Lucie Launay,66,1
Gilbert Legros,61,1
Yves Caron,75,1
Julie Bodin,41,1
Élodie Sauvage du Leroy,43,1
Aurore Maillot,75,1
Dorothée Roche-Gosselin,34,1
Antoinette Imbert du Picard,73,1
Thibaut Noël,39,1
Marie Allain de Pinto,14,0
Frédéric-Guillaume Godard,85,0
André Gallet,10,0
Victor Lamy,55,1
Maurice Carlier-Brun,63,1
Gabriel de la Legros,85,1
Aurore Grenier,87,1
Noël de Vidal,66,1
Anne Guérin,9,0
Constance Lemaître,73,1
Richard Fleury,80,1
Claire Charles du Charrier,49,1
Anaïs Lemaître de Robin,54,1
Émile Fleury,84,0
Alice Neveu de la Briand,26,0
Alfred Dupré,88,0
Anastasie-Suzanne Maillot,39,1
Juliette Delannoy,19,0
Zacharie Letellier,2,0
Margaud Carpentier,5,0
Raymond Colin,69,1
Chantal Lagarde,15,0
Corinne Guyot,13,0
Roland Tanguy-Ferreira,78,1
Benoît Le Roussel,78,1
Michèle Ferrand-Tanguy,77,1
Véronique Verdier,69,1
Augustin Lemaître,49,1
André Dijoux Le Weber,8,0
Lucas Maréchal,41,1
William Torres,19,0
Jacques Ferreira,88,1
Marc Auger,57,0
Gabriel Blondel-Besnard,19,0
Gilles Perrot,54,1
Thierry Bourgeois,87,1
Suzanne Klein,71,0
Laure-Madeleine Toussaint,4,0
Maggie Lemoine-Millet,70,1
Raymond Dias,27,1
Danielle Alexandre,86,0
Charles Lelièvre,17,0
Patrick Leblanc,15,0
Agnès Boulay,82,1
Noémi Labbé,35,1
Matthieu Mathieu,90,0
Alex Dupont-Regnier,59,0
Paul-Julien Gilbert,57,1
Maurice Rémy,53,1
Alex Fontaine,60,1
Thibaut Joubert-Peron,78,0
Marguerite Simon,91,1
Robert Dijoux,60,1
Guillaume Marty,14,0
Luce Paris de Mary,57,1
Maggie Vallet,34,1
Stéphanie Guillet,53,1
Thibault de Pons,25,1
Andrée Martin-Devaux,81,1
Agnès Grenier,48,1
Alain Charpentier,92,1
Anne Brun-Maillot,53,1
Christelle Martin-Renaud,59,1
Thibault Bonneau-Humbert,63,1
Bernard Morvan,9,0
Eugène Samson Le Fournier,16,0
Patrick Marion,6,0
Suzanne Dumont,62,1
Thomas Launay,88,1
Agnès Riou,78,1
Maurice Cordier,88,1
Éléonore Morel,37,1
Simone Boutin-Jacquot,17,0
Alexandre Delorme,2,0
Martine Lacroix,34,1
Aurore Buisson,91,0
Manon Duhamel,27,1
Julien Guillou,34,1
Lucie Benoit,24,1
Christine Philippe,56,1
Julie-Jeanne Martineau,32,1
Jeannine Lecomte de Guillon,64,1
Léon Léger,81,1
Antoine-Sébastien Girard,67,1
Julie Launay,35,1
Gabriel Bertin,76,0
Raymond Lévy,27,1
Arthur Jacques,6,0
Louise Roux-Denis,6,0
Jeanne Moreno,25,0
Astrid Hamel,8,0
Anaïs Arnaud,46,1
Adrien Durand Le Pons,36,1
Claude-Stéphanie Brun,69,1
David Grégoire-Lecoq,8,0
Yves Mendès,1,0
Maryse-Inès Bertrand,85,1
Eugène Maury,37,0
Roland Mace,82,0
Honoré Legros de Letellier,90,1
Virginie Dupré,89,1
Daniel Pages-Baudry,39,1
William Boutin,35,1
Guillaume Bertin,3,0
Océane Pottier,45,1
Charles Lebrun de Pineau,53,0
Isaac Didier,83,0
Joseph Prévost-Hoareau,4,0
Marine Normand de Marty,39,1
Sabine Martins,57,1
Thibault-Tristan Bernier,31,1
Timothée Perrin,74,1
Laurent Lombard,35,1
Christine Perrot,54,1
Michèle Poirier,76,1
Maurice Meyer,43,1
Eugène Menard,48,1
Jean Julien,73,1
Claude Guilbert,82,1
Laurence Jacob,63,1
Laetitia Hamon,92,0
Victoire Masse,61,1
Raymond Martins du Brun,86,0
Maurice Deschamps,5,0
Denise Delahaye,59,1
Dominique du Barre,24,1
Alexandria Lecomte,40,1
Arthur Roy,10,0
Nathalie-Lucy Joseph,38,1
Anaïs Roussel,16,0
Paulette-Hortense Didier,65,1
Patrick du Grondin,56,1
Nath Menard,77,1
Théophile Pereira,27,1
René Arnaud,2,0
Hugues Dupuis,60,1
Brigitte Clément,91,0
Gilbert Muller,77,1
Alain Royer,59,1
Georges Dumas-Raymond,3,0
Noël Rodriguez-Gros,59,1
Théophile Navarro,11,0
Alice Cordier-Marty,12,0
Sébastien Gilbert,28,1
Frédéric Pichon,80,0
Maggie Ollivier,39,1
Isabelle-Margaud Dias,30,1
Charlotte-Claire Marion,53,0
Thibaut Gallet,90,0
Daniel Carre-Morin,10,0
Noël Blanchet Le Bonneau,48,1
Susanne-Sylvie Samson,27,1
Luce Maury de Lambert,57,1
Margaret Gauthier,92,1
Laurent Hoareau Le Leconte,52,1
Pierre Marie de la Perrin,84,1
Antoinette Henry,68,1
Édith Traore,27,1
Olivie Hoarau,45,1
Benoît Besson,81,1
Richard-Jacques Valentin,49,1
François Fernandes,35,1
Aurélie du Vaillant,69,1
Renée-Capucine Boulanger,25,0
Roland Mendès,4,0
Dorothée Blin,40,0
Josette Dos Santos Le Weber,25,1
Christiane Leduc-Mendès,67,1
Laetitia Letellier Le Antoine,60,1
Rémy Bouvier,1,0
Dorothée Lagarde,42,1
Thibaut Georges-Pelletier,67,0
Isabelle Rousseau,65,1
Manon-Agathe Chevallier,0,0
Bernadette Marques,73,1
Richard Dos Santos-Carpentier,24,0
Sylvie Gros,55,1
Christelle de Blot,77,0
Madeleine Loiseau,22,1
Gérard Bouvier,46,1
Anouk Rousseau,26,1
Léon Rodrigues,44,1
René Royer,66,0
Paulette Leduc,33,1
Clémence Denis,58,1
Susanne du Lelièvre,43,1
Martin Charles,89,1
Marine Richard-Bodin,32,1
Honoré Guillou,42,1
Céline Imbert-Lamy,73,0
Laurent Maury,28,1
Martin Carre,73,1
Bernadette Labbé,46,1
Gilbert de la Pereira,85,1
Pierre Lévy,25,1
Robert Martinez,36,1
Jules Roux,82,1
Thérèse Ledoux,37,1
Véronique Le Brunel,84,1
Julien Leroux,0,0
Claire Bègue,44,1
Lucy Vincent,56,1
Vincent-Théophile Collet,2,0
Joseph Fouquet,0,0
Daniel Leclercq,13,0
Gilles Bazin-Gillet,0,0
Charlotte Pages,41,1
Jeanne Carlier,56,1
Émile Marion,77,0
Océane Riou,62,1
Luce Perrin,35,1
Benjamin Mathieu,50,1
Denis Rolland,72,0
Guillaume Lemaire,56,0
Pauline Marin-Navarro,22,1
Noémi Rodrigues,44,1
Christophe Jourdan,44,1
Josette Rodriguez,37,1
Louis du Coulon,51,0
Michel Robert-Fleury,59,1
Philippine Mahe,3,0
Marcelle Collet,50,1
Corinne Menard,3,0
Aurore Ferreira,45,1
Cécile de la Roux,72,1
Lorraine Pierre,46,1
Thibaut Lefebvre,37,1
Élodie Gomez,65,1
Victor-Thibaut Vallée,80,1
Lucas de Bazin,62,1
Aurélie Roche,0,0
Vincent Weber,13,0
Honoré Olivier Le Delaunay,19,0
Adélaïde Leroux,65,1
Joséphine Descamps,79,0
Michel de la Ferreira,88,1
Jeannine Chauvet,33,1
Franck Poulain,78,1
Marcelle Pereira,42,1
Maggie Guillet,68,1
Roger Leconte,81,1
André Pelletier,76,1
Stéphanie Dumas,48,1
David Imbert,76,1
Geneviève Ferrand,88,1
Charles François,30,0
François Denis,26,1
Vincent Foucher-Leleu,37,1
Patrick Jean,5,0
Guy Dijoux,28,1
Noémi Leclercq,16,0
Étienne Aubert,82,1
Arthur-Georges Bonneau,13,0
Grégoire Rocher,75,1
Vincent Collin,82,1
Arthur De Sousa-Rodriguez,22,1
Patricia-Sylvie Launay,30,1
Hugues Rolland,50,1
Hortense Lebrun,27,1
Augustin François,47,1
Franck Delahaye,69,1
Anne Techer,12,0
Brigitte Hubert,67,1
Antoine Fouquet,49,1
Noémi Sanchez,72,0
Adélaïde Vaillant-Pottier,40,0
Geneviève Le Giraud,31,1
Éric Simon,8,0
Hélène Delattre,28,1
Sabine Bailly,24,1
Jacques Blin,60,1
Léon Le Joubert,48,1
Marcel-Grégoire Godard,14,0
Théophile Valette,70,1
Luc Raynaud,32,1
Honoré Étienne-Thomas,78,1
Odette Lambert,28,1
Valérie Dufour,21,1
Augustin Lambert,14,0
Juliette Pasquier,48,0
Thibault Lefort,3,0
Frédéric Le Le Roux,41,1
Arthur Munoz du Duhamel,6,0
Alice Gérard-Pons,35,1
Arthur Moulin,20,1
Suzanne Lebreton,50,1
Étienne Thibault-Neveu,7,0
Roger Pottier,56,1
Noël Lelièvre,9,0
Joseph Salmon,14,0
Élisabeth-Aimée Seguin,2,0
Matthieu Chauvet,34,1
Agathe Muller,82,1
Danielle Brunel de Leleu,12,0
Victor Georges,52,1
Éric Fleury,39,1
Marcel Leclerc,84,1
Édith Bertin,73,1
Hélène David,86,1
Nath Leclerc,27,1
Margot Devaux,44,1
Auguste Letellier de Aubry,56,1
Guillaume Clerc,6,0
Maggie Le Cohen,11,0
Théodore Lesage,23,1
Marine Muller,46,1
Stéphane-Thibault Roche,44,1
Yves Bourgeois,18,0
William Fischer,75,1
Simone Didier du Texier,43,1
Théodore Dos Santos,55,1
Grégoire Hoarau,50,1
Sophie Charles,82,1
Paul Étienne,12,0
Michel Bouchet de la Blanc,28,1
Franck Collin,19,0
William Guérin,6,0
Michèle Brunel-Dubois,61,1
Pierre Masse,8,0
Louis Lambert de Pires,76,1
Emmanuelle Fernandes,14,0
Claire Colas-Paul,5,0
Arnaude Perrin,79,1
Roland Lacombe,14,0
Théophile Gillet-Imbert,56,1
Michel-Auguste Lesage,64,1
David Jacquot,54,1
Luc Poulain,33,1
Christiane Turpin,36,1
Jacqueline Hubert-Georges,56,1
Anaïs-Audrey Roy,59,1
Claude Barbe,38,0
Benoît Collin-Peltier,6,0
Margaret-Anouk Merle,72,1
Marianne Étienne,53,1
Capucine Foucher,25,1
Juliette Roux,39,0
Alexandria-Dominique Wagner,24,1
Adélaïde Jacques,38,1
Émile Thierry Le Delmas,0,0
Julien Camus,38,1
Diane Laurent Le Auger,6,0
Adélaïde-Élise Masse,7,0
Paul Le Marchand,88,1
Philippe de la Ribeiro,62,1
Gilles Bailly,1,0
Astrid Thierry,23,1
Laure Henry du Schmitt,73,1
Christiane de Guillet,83,1
Émile de Laurent,84,1
René de Andre,67,1
Laure Lecoq,17,0
Agnès Lebon,46,1
Théodore Albert,80,1
Margot de la De Oliveira,64,1
Inès Potier-Le Roux,79,1
Honoré Collet,30,1
Auguste Delorme,34,1
Pierre Besson,14,0
Hélène Rivière,21,1
Patrick Besnard,20,0
Lucy Pons,26,1
Margaret Goncalves,64,1
Camille Peltier,52,0
Andrée Lamy de Mercier,90,1
Bernadette Nguyen-Masson,63,1
Martine Paul,7,0
Matthieu Foucher,58,1
Juliette Renard,78,0
Adélaïde Tanguy Le Auger,23,1
Philippe Dos Santos,12,0
Alain Duhamel,73,1
Édouard Blin,87,0
Maurice Chauvin-Paris,40,1
Christine Albert,35,1
Denise Hebert,21,1
Bertrand Rocher,87,1
Julien Lelièvre Le Gilles,79,1
Olivie Le Delahaye,51,1
Roland du Jacquet,37,1
Anaïs Fernandez du Joseph,85,1
Hélène Couturier Le Millet,7,0
Madeleine Rivière-Blanchard,70,1
Arnaude Jacquot,27,1
Denis Boutin,83,1
Renée Navarro de Lacombe,45,1
Auguste-Philippe Fouquet,71,1
Anastasie-Alexandria Munoz,58,1
Honoré Imbert,40,1
Grégoire Lévêque-Chauveau,88,1
Joséphine Brunel,29,1
Alain Menard de Julien,17,0
Constance Charles-Pichon,72,1
Renée Leclerc,85,1
Dorothée de Pineau,36,1
Adélaïde Schneider,35,1
Caroline Besson,27,1
Alexandre-Alfred Thibault,18,0
Matthieu Pasquier,78,0
Josette Texier,45,1
Gabriel Wagner Le Letellier,40,1
Renée Pascal,83,1
Corinne Richard,64,1
Joseph Vaillant,76,1
Jacques Joly,41,1
Alix David,19,0
Jules Dupré,80,1
Véronique Mathieu,35,1
Madeleine Couturier,59,1
Charles Barthelemy du Valentin,46,1
Martine Marty,27,1
Alphonse Guillaume,32,1
Gérard Hardy,47,1
Étienne Richard,38,0
Diane Gautier de la Thomas,69,1
Arthur Besson-Raymond,1,0
Camille de Potier,79,0
Henriette-Claude Marchal,42,1
Adélaïde de la Dupont,71,1
Margot Cousin,15,0
Hugues Barthelemy,9,0
Margot Moreno,78,0
Philippe-Édouard Loiseau,77,1
Tristan Potier,45,1
Louis Dos Santos-Adam,46,1
Jules Baron Le Mary,2,0
Jules Lagarde,58,1
Margot-Odette Delattre,79,1
Thérèse Georges-Bazin,15,0
Bernard Barbe de Martin,13,0
Anaïs Legendre,17,0
Xavier Bernard,50,1
David Garcia,48,1
Guy Dufour,8,0
Sophie Picard,40,1
David Caron,37,1
Nicole Le Marty,85,0
Frédéric-Vincent Diallo,71,1
Alexandria Delannoy-Tessier,15,0
Maggie Blot,64,1
Julie Grondin,74,0
Zoé Royer,47,1
Céline Allard,50,1
Philippe-Luc Gomes,41,1
André Collet-Germain,68,1
Luce Maillot,3,0
Zacharie Marie,53,1
Cécile Fernandes,7,0
Louise Allard-Ferrand,39,1
Noël Faure,38,1
Jeanne Tessier,70,0
Martine Ramos,85,1
Thomas-Théodore Benoit,52,1
Marguerite Pelletier,1,0
Paulette Cohen,45,1
Claude Laine,22,1
Marine Hervé,83,1
Philippe Pelletier,19,0
Michelle Guérin,47,1
Frédérique Lemaître,61,1
Alexandria Roche,37,1
William Guyot,60,1
Aimée Bernard,56,1
Élodie Auger,46,1
Gabriel Faivre,25,1
Aurore Jacob,45,1
Zacharie Lefèvre Le Joseph,77,1
Victor-Yves Vincent,40,1
Daniel Georges,66,1
Timothée Langlois,52,1
Georges Gomes,46,1
Margaud Weber,92,1
Claire Simon,38,1
Astrid Bruneau,84,1
François Pichon,26,1
Rémy Leduc de Baudry,12,0
Pierre Tanguy,89,1
Joséphine Bègue-Fouquet,8,0
Arthur Adam,4,0
Raymond Letellier,43,1
Marcel Renaud-Legrand,38,1
Denis Noël,63,1
Daniel Jean,42,1
Aurore Lefebvre,36,1
Dorothée Hervé,64,1
Gérard Ollivier,58,1
Nicole Charrier,24,1
Xavier Sanchez,11,0
Thierry Da Silva de Aubert,12,0
Henri Dos Santos,86,0
Antoinette Bigot,22,1
Aimé de la David,72,1
Christophe Schneider,41,1
Chantal Lefebvre,31,1
Gabriel Ruiz-Léger,60,1
Catherine Rémy-Gilles,79,1
Dominique-Camille Lefort,81,1
Victoire Chauvin de Aubry,9,0
Jacques Bodin,19,0
Timothée Dos Santos,64,1
Bertrand Diaz,52,1
Pierre Louis,1,0
Marie Lemaître du Boyer,30,1
Caroline Dos Santos,70,0
Geneviève Hamel,85,1
Aimée Alexandre,41,1
Sylvie Lelièvre-Rousseau,3,0
Odette Martin,35,1
Alexandre Millet,60,1
Paulette Bourdon de Picard,55,1
Étienne Perrier-Clerc,44,1
Marianne Perret,81,0
Monique de la Reynaud,38,1
Alfred-Laurent Navarro,20,1
Cécile Brunet,12,0
Bernard Lelièvre,5,0
Philippe Clerc,19,0
Jeannine Michaud,2,0
Aurélie Deschamps,2,0
Laurent Leblanc,47,1
Margaud Vaillant,49,1
Océane Deschamps-Marchal,92,1
Daniel Dumas,30,1
Véronique Pinto,57,1
Astrid-Virginie Le Roux,42,1
Maryse Blanc du Dupuis,10,0
Chantal Potier-Couturier,47,1
Jeannine Martinez,26,1
Benjamin Maréchal-Imbert,21,1
Victor Lesage Le Olivier,25,1
Arthur-Timothée Delattre,71,0
Hortense Lefort,91,1
Constance Pasquier,44,1
Amélie Renault de Gimenez,43,1
Bertrand Ledoux,88,0
Théodore de la Da Silva,85,1
Louis Girard,7,0
Suzanne Masse,24,1
Valentine Texier,64,1
Élise Blanchard,14,0
Isaac-William Roy,65,1
Raymond Fabre,55,1
Victor Fleury-Vallet,9,0
Jacques-Richard Hamel,29,1
Hugues Martins,2,0
Anaïs Thomas,86,0
Hortense Coste,26,1
Roland Chauvin,46,1
Alain Laurent,29,1
Aurore Hamon,88,0
Marguerite-Margot Brun,29,1
Lucy Langlois,79,0
Bernadette Verdier,53,1
Eugène Philippe,30,1
Claude Gimenez,58,1
Geneviève Petit de Bouvier,45,1
Thérèse Evrard,79,1
Sabine Peron-Rodrigues,18,0
Philippe de Hoareau,82,1
Henriette Mallet Le Rodriguez,64,1
Roland Menard,11,0
Agathe Evrard de la Paul,43,1
Victor Guillou,40,1
Michelle Noël,23,1
Denis Le Coste,58,1
Théophile Rémy,6,0
Gilles Turpin,39,1
Sophie Martinez-Rolland,46,0
William Dumont,5,0
Théophile de Buisson,58,1
Daniel Simon,51,1
Olivie Gomez,16,0
Agnès Gaudin-Toussaint,57,1
René Schneider,37,1
Léon Le Gall,21,1
Gilbert Joubert,80,1
Alexandre Aubert,59,0
Timothée Roger,20,1
Paul-Gabriel Blot,91,1
Claire Laporte-Menard,77,1
Louis Rey,34,1
Pénélope Guilbert,58,1
Georges Perrier,43,1
Roger Vallée du Dumont,38,1
Diane Huet de Jourdan,18,0
Victoire Sanchez,13,0
Paul Guillet-Guillot,1,0
Charles Martel-Pineau,52,1
Robert Maillet,16,0
Élise Vidal,51,0
Maryse Dos Santos,4,0
Antoine Noël,6,0
Diane Devaux Le Sauvage,16,0
Henriette Dumas,8,0
Claude Guillet,30,1
Henriette Gay,87,1
Pierre de la Perrin,79,1
Christophe Devaux,40,1
Constance Leroux,27,1
Adrien Gay,30,1
Thérèse Lefort,40,1
Thibaut Laporte-Pinto,9,0
Marguerite-Agnès Carre,28,1
Élodie Andre,91,1
Constance Bertrand,56,1
Benoît Giraud,57,0
Antoine Mercier,65,1
Christophe Legrand,25,1
Frédérique Jacquot,13,0
Zacharie Guibert,11,0
Martin Chauvet,10,0
Christiane Jacquot,33,1
Margot Grondin,67,1
Gabriel Tessier,76,0
Michel-Matthieu Monnier,27,0
Philippe Carre Le Lemaître,51,1
Élisabeth Renault du Hernandez,33,1
Adrien-Bernard Nguyen,64,1
Jacques Lambert,9,0
Éric Meunier-Berger,83,1
Yves Leleu,29,1
Arnaude Jacques,92,1
Claudine Baron,55,0
Jacques Peltier,91,1
Clémence Cohen,76,1
Marcel-Thibault Becker,44,1
Alphonse Renault,23,1
Emmanuel Bertin,73,1
Patricia Weber,2,0
Laure-Louise Moulin,0,0
Emmanuelle Giraud-Pottier,87,0
Gérard Tanguy,82,1
Théophile Dijoux,10,0
Frédérique du Nicolas,49,1
Martine Pinto,79,0
Suzanne Foucher,41,1
Nicole Renaud,13,0
Josette Dupuy-Lacroix,30,1
Nathalie Toussaint-Reynaud,16,0
Valentine Maréchal,52,1
Louis Bodin,82,1
Nicole Toussaint,38,1
Richard Vaillant,61,1
Maurice Barbier,58,1
Margot-Geneviève Laporte,26,1
Charles Le Simon,70,1
Richard Garcia,13,0
Zacharie-Martin Humbert,65,0
David Allain du Guyot,11,0
Rémy Monnier,81,1
Dorothée Garnier de Denis,35,1
Alain Delaunay,47,1
Gilbert Gimenez,41,1
Hélène Lemoine,26,1
Thérèse Rodriguez,21,1
Philippine Daniel,13,0
Astrid Lévêque,43,1
Alexandria Le Klein,88,1
Alain Fontaine,33,0
Marthe-Chantal Allard,38,1
Xavier Thomas,91,0
Marcel Barthelemy,88,1
Raymond Torres,89,1
Étienne Goncalves,6,0
Nathalie Becker,31,1
Eugène Nicolas,2,0
Isaac Leleu,32,1
Daniel Briand,48,1
Clémence Blot,39,1
Margaret Leconte,1,0
Susan Allard-Rey,44,1
Alain Clerc,86,0
Célina Blondel,78,1
Cécile Grégoire,73,1
Catherine-Anne Marchal,60,1
Sylvie Laporte,74,0
Édouard Breton,77,1
Geneviève Le Diaz,61,1
Raymond Roux,2,0
Élise-Laurence Seguin,31,1
Tristan Godard,73,1
Valérie Le Roux,21,1
Yves Prévost,2,0
Eugène François,64,0
Agnès-Josette Maillet,32,1
Frédérique Joubert-Léger,75,1
Laure-Geneviève Pineau,75,1
Susan Cousin,56,1
Victoire Texier,91,0
Josette Leclerc,70,1
Alex-Suzanne Hamel,20,1
Benjamin Lefèvre,25,1
Robert de la Lecomte,3,0
Thérèse Louis,63,1
Franck Leroux,23,1
Élisabeth Mallet,18,0
Tristan Neveu,70,1
Alphonse-Benjamin Caron,30,1
Arnaude Guérin,25,1
Emmanuelle-Anne Roux,37,1
Michel Lemaire,10,0
Jeanne du Toussaint,85,0
Philippine Morvan,58,1
Daniel Guilbert,17,0
Olivier du Picard,43,1
Marianne-Marianne Legros,46,1
Dominique Carlier,24,1
Inès-Agathe Meyer,10,0
Émile Maillot Le Picard,77,1
Geneviève Hamon,36,1
Eugène Dias,10,0
Patrick Maurice,14,0
Tristan Cohen,55,1
Stéphane Jacob,59,1
Michelle Rossi,43,1
Frédéric Marchand-Guillaume,32,1
Hugues Grondin,24,1
Jules Fleury,20,1
Océane Legendre-Hoareau,18,0
Alex Pasquier,3,0
Claude David,57,1
Franck Adam-Rousseau,74,1
Christelle Georges,32,0
Isaac de Huet,89,1
Nathalie Joly-Lemaître,46,1
Édith Delaunay,49,1
Céline Albert,83,1
Suzanne-Laurence Rousseau,35,1
Gilles Roux,39,1
Marguerite Fouquet,34,1
Lucy Schmitt,86,1
Christine Gautier,66,1
Charles Jacquet,16,0
Arnaude-Céline Dumont,78,0
Nicole Carre,60,1
Alexandre Dupuy-Ramos,40,1
Antoinette Jean,22,1
Chantal Lebrun de la Couturier,55,1
Isaac Delmas du Marchal,13,0
Margaret Alexandre,69,1
Louis Gomez,57,1
Thérèse-Alix Picard,37,1
William Royer,88,1
Marie Fournier,56,1
Paulette Moreno,14,0
Bertrand Chevalier,4,0
Danielle-Amélie Maurice,5,0
Paulette de la Vaillant,79,1
Jérôme Bousquet,75,1
Grégoire Baudry,24,0
Charles Poulain,72,1
Édith Becker,88,1
Maryse Weiss,62,1
Suzanne Moreno,3,0
Philippine Garnier,18,0
Adrien Boulanger,22,1
Laurent de Launay,54,1
Roger Neveu,11,0
Claudine Fernandez,12,0
Monique Nicolas,13,0
Michelle Lefebvre Le Perrin,36,1
Anastasie de la Guérin,48,1
Jérôme Raynaud,31,1
Denis-François Joly,9,0
Joseph Roche,58,1
Bertrand Aubert,78,1
Maurice-Jérôme Diallo,9,0
Paulette-Susanne Morvan,39,1
Louis du Normand,27,0
Aurore-Geneviève Rodriguez,69,1
Dominique Pereira-Lemaître,9,0
Dorothée Pons,72,0
Maggie Boutin,69,1
Michèle Benard,18,0
Benoît du Jourdan,52,1
Olivier Voisin,14,0
Adèle de Meunier,20,1
Denis Pasquier,57,1
Philippine Mallet,31,1
Zoé Boulanger,49,1
Alexandre Coste,10,0
Lorraine Menard,47,1
Hugues Alves,47,0
Bertrand Antoine-Barbe,49,1
Sébastien Marie,7,0
Sophie Le Goff-Olivier,27,1
Hugues Caron de la Menard,34,0
Thibaut Lebrun,39,1
Laurence Roussel,27,1
Henri Regnier,62,0
Marguerite-Odette Gilbert,1,0
Isaac Le Boutin,68,1
Nicole Coste,0,0
Daniel Lemonnier,14,0
Camille Brunel de Hamon,65,1
Richard Toussaint,58,0
Lorraine Neveu,46,1
Michelle Carre,25,0
Claude Godard de la Charrier,74,1
Bertrand Potier,29,1
Véronique Jacques,67,1
Caroline de Peron,47,1
Susan Buisson du Klein,52,1
Olivie-Dorothée Leblanc,60,1
Xavier Duval-Gomez,12,0
Augustin Girard,85,1
Philippe de la Leclerc,7,0
Eugène Merle-Leclerc,13,0
Brigitte Nguyen,35,1
Marcelle Rémy Le Duval,53,1
Pierre Merle,82,1
Alice Traore,39,1
Éléonore Le Normand,21,1
Anaïs Sanchez,54,1
Noël Techer,63,0
Olivie Boulanger,63,1
Charles Labbé-Weber,87,0
Laurent Mahe,92,1
Jérôme Michaud,16,0
Adélaïde Poulain,21,1
Étienne Weber,8,0
Luce Andre-Lévy,71,0
Luc Le Moreau,19,0
Nicole Gosselin,26,1
Laurent Lemonnier,35,1
Élise Guérin-Mercier,17,0
Alain Sanchez,23,1
Astrid Gauthier,35,1
Alain Lopes,38,1
Patricia Michaud,9,0
André Dias,3,0
Eugène de la Perrot,30,1
Lorraine Hubert de la Reynaud,79,1
Marcelle Munoz,23,1
Michelle Colin,82,0
Corinne Bernier,23,1
Laure Alexandre,9,0
Michelle Tessier,42,1
Henri Guilbert,64,0
Arthur Grégoire,81,0
