relative_to,sender,receiver,operator,type,date,amount
Aurélie-Odette Deschamps,Aurélie-Odette Deschamps,Hélène Durand-Bègue,moov,TRANSFER,2022-03-03,430800
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-05,476100
Hélène Durand-Bègue,,,moov,CASH_IN,2022-03-05,181200
Hélène Durand-Bègue,,,moov,CASH_IN,2022-03-06,250500
Hélène Durand-Bègue,Corinne Fabre,Hélène Durand-Bègue,moov,RECEIPT,2022-03-07,498400
Corinne Fabre,Corinne Fabre,Hélène Durand-Bègue,moov,TRANSFER,2022-03-07,498400
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-08,88800
Hélène Durand-Bègue,Hélène Durand-Bègue,Lorraine Hardy,moov,TRANSFER,2022-03-08,6300
Lorraine Hardy,Hélène Durand-Bègue,Lorraine Hardy,moov,RECEIPT,2022-03-08,6300
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-08,415000
Hélène Durand-Bègue,Victor-David Faure,Hélène Durand-Bègue,moov,RECEIPT,2022-03-09,219800
Victor-David Faure,Victor-David Faure,Hélène Durand-Bègue,moov,TRANSFER,2022-03-09,219800
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-12,78500
Hélène Durand-Bègue,Hélène Durand-Bègue,Victor Fournier-Rodriguez,moov,TRANSFER,2022-03-12,249600
Victor Fournier-Rodriguez,Hélène Durand-Bègue,Victor Fournier-Rodriguez,moov,RECEIPT,2022-03-12,249600
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-12,133200
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-13,412900
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-14,68300
Hélène Durand-Bègue,Lorraine Hardy,Hélène Durand-Bègue,moov,RECEIPT,2022-03-16,223400
Lorraine Hardy,Lorraine Hardy,Hélène Durand-Bègue,moov,TRANSFER,2022-03-16,223400
Hélène Durand-Bègue,,,moov,CASH_IN,2022-03-16,488200
Hélène Durand-Bègue,Hélène Durand-Bègue,Aurore Le Carlier,moov,TRANSFER,2022-03-18,312700
Aurore Le Carlier,Hélène Durand-Bègue,Aurore Le Carlier,moov,RECEIPT,2022-03-18,312700
Hélène Durand-Bègue,Alexandria Bazin-Lacombe,Hélène Durand-Bègue,moov,RECEIPT,2022-03-18,33300
Alexandria Bazin-Lacombe,Alexandria Bazin-Lacombe,Hélène Durand-Bègue,moov,TRANSFER,2022-03-18,33300
Hélène Durand-Bègue,Victoire Schmitt,Hélène Durand-Bègue,moov,RECEIPT,2022-03-20,384900
Victoire Schmitt,Victoire Schmitt,Hélène Durand-Bègue,moov,TRANSFER,2022-03-20,384900
Hélène Durand-Bègue,,,moov,CASH_IN,2022-03-20,223500
Hélène Durand-Bègue,Hélène Durand-Bègue,Stéphanie Mace,moov,TRANSFER,2022-03-21,359300
Stéphanie Mace,Hélène Durand-Bègue,Stéphanie Mace,moov,RECEIPT,2022-03-21,359300
Hélène Durand-Bègue,Hélène Durand-Bègue,Émile Gilles,moov,TRANSFER,2022-03-21,480600
Émile Gilles,Hélène Durand-Bègue,Émile Gilles,moov,RECEIPT,2022-03-21,480600
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-22,465200
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-23,71000
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-24,115000
Hélène Durand-Bègue,,,moov,CASH_IN,2022-03-25,178400
Hélène Durand-Bègue,,,moov,CASH_OUT,2022-03-27,114400
Hélène Durand-Bègue,Hélène Durand-Bègue,Auguste Letellier de Aubry,moov,TRANSFER,2022-03-27,173200
Auguste Letellier de Aubry,Hélène Durand-Bègue,Auguste Letellier de Aubry,moov,RECEIPT,2022-03-27,173200
Thibault du Dupont,Thibault du Dupont,Denise Gonzalez de Buisson,moov,TRANSFER,2022-03-04,41900
Denise Gonzalez de Buisson,Thibault du Dupont,Denise Gonzalez de Buisson,moov,RECEIPT,2022-03-04,41900
Thibault du Dupont,Thibault du Dupont,Édith Brunet-Le Roux,moov,TRANSFER,2022-03-04,290900
Édith Brunet-Le Roux,Thibault du Dupont,Édith Brunet-Le Roux,moov,RECEIPT,2022-03-04,290900
Thibault du Dupont,Thibault du Dupont,Capucine Didier,moov,TRANSFER,2022-03-07,202100
Capucine Didier,Thibault du Dupont,Capucine Didier,moov,RECEIPT,2022-03-07,202100
Thibault du Dupont,,,moov,CASH_OUT,2022-03-07,201900
Thibault du Dupont,,,moov,CASH_IN,2022-03-09,173000
Thibault du Dupont,,,moov,CASH_IN,2022-03-10,397500
Thibault du Dupont,Anastasie Guilbert,Thibault du Dupont,moov,RECEIPT,2022-03-10,312000
Anastasie Guilbert,Anastasie Guilbert,Thibault du Dupont,moov,TRANSFER,2022-03-10,312000
Thibault du Dupont,Thibault du Dupont,Victoire Schmitt,moov,TRANSFER,2022-03-12,371000
Victoire Schmitt,Thibault du Dupont,Victoire Schmitt,moov,RECEIPT,2022-03-12,371000
Thibault du Dupont,,,moov,CASH_IN,2022-03-14,443300
Thibault du Dupont,,,moov,CASH_OUT,2022-03-14,156200
Thibault du Dupont,Denise Gonzalez de Buisson,Thibault du Dupont,moov,RECEIPT,2022-03-15,254000
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Thibault du Dupont,moov,TRANSFER,2022-03-15,254000
Thibault du Dupont,Agathe Gomez,Thibault du Dupont,moov,RECEIPT,2022-03-16,308300
Agathe Gomez,Agathe Gomez,Thibault du Dupont,moov,TRANSFER,2022-03-16,308300
Thibault du Dupont,Aurore Le Carlier,Thibault du Dupont,moov,RECEIPT,2022-03-16,328300
Aurore Le Carlier,Aurore Le Carlier,Thibault du Dupont,moov,TRANSFER,2022-03-16,328300
Thibault du Dupont,,,moov,CASH_OUT,2022-03-17,461800
Thibault du Dupont,,,moov,CASH_IN,2022-03-17,420700
Thibault du Dupont,,,moov,CASH_IN,2022-03-18,206700
Thibault du Dupont,,,moov,CASH_IN,2022-03-19,9400
Thibault du Dupont,,,moov,CASH_OUT,2022-03-22,357700
Thibault du Dupont,Georges Reynaud,Thibault du Dupont,moov,RECEIPT,2022-03-22,434900
Georges Reynaud,Georges Reynaud,Thibault du Dupont,moov,TRANSFER,2022-03-22,434900
Thibault du Dupont,Thibault du Dupont,Raymond Brunel,moov,TRANSFER,2022-03-25,268500
Raymond Brunel,Thibault du Dupont,Raymond Brunel,moov,RECEIPT,2022-03-25,268500
Thibault du Dupont,Victoire Schmitt,Thibault du Dupont,moov,RECEIPT,2022-03-26,174300
Victoire Schmitt,Victoire Schmitt,Thibault du Dupont,moov,TRANSFER,2022-03-26,174300
Thibault du Dupont,,,moov,CASH_OUT,2022-03-26,120300
Honoré Lopes,Marine Couturier,Honoré Lopes,moov,RECEIPT,2022-03-02,207300
Marine Couturier,Marine Couturier,Honoré Lopes,moov,TRANSFER,2022-03-02,207300
Honoré Lopes,,,moov,CASH_OUT,2022-03-02,303100
Honoré Lopes,Raymond Brunel,Honoré Lopes,moov,RECEIPT,2022-03-04,67500
Raymond Brunel,Raymond Brunel,Honoré Lopes,moov,TRANSFER,2022-03-04,67500
Honoré Lopes,Honoré Lopes,Constance Bousquet,moov,TRANSFER,2022-03-04,341500
Constance Bousquet,Honoré Lopes,Constance Bousquet,moov,RECEIPT,2022-03-04,341500
Honoré Lopes,Honoré Lopes,Virginie Diallo,moov,TRANSFER,2022-03-04,77600
Virginie Diallo,Honoré Lopes,Virginie Diallo,moov,RECEIPT,2022-03-04,77600
Honoré Lopes,,,moov,CASH_OUT,2022-03-05,457300
Honoré Lopes,,,moov,CASH_IN,2022-03-06,332000
Honoré Lopes,Émile Marion,Honoré Lopes,moov,RECEIPT,2022-03-07,262200
Émile Marion,Émile Marion,Honoré Lopes,moov,TRANSFER,2022-03-07,262200
Honoré Lopes,Nathalie Auger,Honoré Lopes,moov,RECEIPT,2022-03-08,362400
Nathalie Auger,Nathalie Auger,Honoré Lopes,moov,TRANSFER,2022-03-08,362400
Honoré Lopes,Honoré Lopes,Constance Bousquet,moov,TRANSFER,2022-03-08,175100
Constance Bousquet,Honoré Lopes,Constance Bousquet,moov,RECEIPT,2022-03-08,175100
Honoré Lopes,Honoré Lopes,Agathe Gomez,moov,TRANSFER,2022-03-12,242100
Agathe Gomez,Honoré Lopes,Agathe Gomez,moov,RECEIPT,2022-03-12,242100
Honoré Lopes,,,moov,CASH_OUT,2022-03-13,131800
Honoré Lopes,Capucine Bazin,Honoré Lopes,moov,RECEIPT,2022-03-14,126400
Capucine Bazin,Capucine Bazin,Honoré Lopes,moov,TRANSFER,2022-03-14,126400
Honoré Lopes,Honoré Lopes,Charles Barthelemy du Valentin,moov,TRANSFER,2022-03-17,17200
Charles Barthelemy du Valentin,Honoré Lopes,Charles Barthelemy du Valentin,moov,RECEIPT,2022-03-17,17200
Honoré Lopes,Honoré Lopes,Grégoire Philippe,moov,TRANSFER,2022-03-19,241200
Grégoire Philippe,Honoré Lopes,Grégoire Philippe,moov,RECEIPT,2022-03-19,241200
Honoré Lopes,,,moov,CASH_IN,2022-03-19,461700
Honoré Lopes,,,moov,CASH_OUT,2022-03-19,468800
Honoré Lopes,,,moov,CASH_OUT,2022-03-20,11000
Honoré Lopes,,,moov,CASH_OUT,2022-03-22,65200
Honoré Lopes,Honoré Lopes,Susan Marty,moov,TRANSFER,2022-03-24,73400
Susan Marty,Honoré Lopes,Susan Marty,moov,RECEIPT,2022-03-24,73400
Honoré Lopes,,,moov,CASH_IN,2022-03-25,142000
Honoré Lopes,,,moov,CASH_OUT,2022-03-25,144400
Honoré Lopes,,,moov,CASH_OUT,2022-03-27,33200
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Aurore Le Carlier,moov,TRANSFER,2022-03-01,25400
Aurore Le Carlier,Gilles-Guillaume Dupuis,Aurore Le Carlier,moov,RECEIPT,2022-03-01,25400
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-05,81700
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Georges Reynaud,moov,TRANSFER,2022-03-06,73500
Georges Reynaud,Gilles-Guillaume Dupuis,Georges Reynaud,moov,RECEIPT,2022-03-06,73500
Gilles-Guillaume Dupuis,Victoire Schmitt,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-07,365100
Victoire Schmitt,Victoire Schmitt,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-07,365100
Gilles-Guillaume Dupuis,,,moov,CASH_OUT,2022-03-07,215800
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Matthieu Letellier,moov,TRANSFER,2022-03-07,303900
Matthieu Letellier,Gilles-Guillaume Dupuis,Matthieu Letellier,moov,RECEIPT,2022-03-07,303900
Gilles-Guillaume Dupuis,Laurence de la Coulon,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-08,33900
Laurence de la Coulon,Laurence de la Coulon,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-08,33900
Gilles-Guillaume Dupuis,Victor-David Faure,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-11,319400
Victor-David Faure,Victor-David Faure,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-11,319400
Gilles-Guillaume Dupuis,Aurore Le Carlier,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-11,146400
Aurore Le Carlier,Aurore Le Carlier,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-11,146400
Gilles-Guillaume Dupuis,,,moov,CASH_OUT,2022-03-14,184500
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-15,481000
Gilles-Guillaume Dupuis,André Fleury-Bourgeois,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-15,492800
André Fleury-Bourgeois,André Fleury-Bourgeois,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-15,492800
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Aurore Le Carlier,moov,TRANSFER,2022-03-17,154300
Aurore Le Carlier,Gilles-Guillaume Dupuis,Aurore Le Carlier,moov,RECEIPT,2022-03-17,154300
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-18,408700
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Tristan de la Maurice,moov,TRANSFER,2022-03-19,196300
Tristan de la Maurice,Gilles-Guillaume Dupuis,Tristan de la Maurice,moov,RECEIPT,2022-03-19,196300
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-20,219200
Gilles-Guillaume Dupuis,Lorraine Hardy,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-21,136300
Lorraine Hardy,Lorraine Hardy,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-21,136300
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-21,342200
Gilles-Guillaume Dupuis,,,moov,CASH_OUT,2022-03-23,82000
Gilles-Guillaume Dupuis,,,moov,CASH_IN,2022-03-23,58200
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Alfred Vallée,moov,TRANSFER,2022-03-26,471800
Alfred Vallée,Gilles-Guillaume Dupuis,Alfred Vallée,moov,RECEIPT,2022-03-26,471800
Gilles-Guillaume Dupuis,Gilles-Guillaume Dupuis,Frédéric Lombard,moov,TRANSFER,2022-03-26,434600
Frédéric Lombard,Gilles-Guillaume Dupuis,Frédéric Lombard,moov,RECEIPT,2022-03-26,434600
Gilles-Guillaume Dupuis,Colette Baron,Gilles-Guillaume Dupuis,moov,RECEIPT,2022-03-27,275000
Colette Baron,Colette Baron,Gilles-Guillaume Dupuis,moov,TRANSFER,2022-03-27,275000
Sylvie Baron,Sylvie Baron,Marianne Dias,moov,TRANSFER,2022-03-01,368300
Marianne Dias,Sylvie Baron,Marianne Dias,moov,RECEIPT,2022-03-01,368300
Sylvie Baron,,,moov,CASH_IN,2022-03-01,386900
Sylvie Baron,,,moov,CASH_IN,2022-03-02,147600
Sylvie Baron,,,moov,CASH_IN,2022-03-03,73900
Sylvie Baron,Victor Fournier-Rodriguez,Sylvie Baron,moov,RECEIPT,2022-03-03,328000
Victor Fournier-Rodriguez,Victor Fournier-Rodriguez,Sylvie Baron,moov,TRANSFER,2022-03-03,328000
Sylvie Baron,Aurore Le Carlier,Sylvie Baron,moov,RECEIPT,2022-03-06,203200
Aurore Le Carlier,Aurore Le Carlier,Sylvie Baron,moov,TRANSFER,2022-03-06,203200
Sylvie Baron,,,moov,CASH_IN,2022-03-07,433300
Sylvie Baron,,,moov,CASH_OUT,2022-03-08,138900
Sylvie Baron,,,moov,CASH_OUT,2022-03-11,309300
Sylvie Baron,,,moov,CASH_OUT,2022-03-11,235000
Sylvie Baron,,,moov,CASH_OUT,2022-03-12,141400
Sylvie Baron,,,moov,CASH_IN,2022-03-13,275200
Sylvie Baron,,,moov,CASH_OUT,2022-03-13,468900
Sylvie Baron,,,moov,CASH_OUT,2022-03-15,367500
Sylvie Baron,Sébastien de la Chauvin,Sylvie Baron,moov,RECEIPT,2022-03-15,259100
Sébastien de la Chauvin,Sébastien de la Chauvin,Sylvie Baron,moov,TRANSFER,2022-03-15,259100
Sylvie Baron,,,moov,CASH_OUT,2022-03-15,115700
Sylvie Baron,,,moov,CASH_OUT,2022-03-15,93000
Sylvie Baron,Constance Bousquet,Sylvie Baron,moov,RECEIPT,2022-03-16,434600
Constance Bousquet,Constance Bousquet,Sylvie Baron,moov,TRANSFER,2022-03-16,434600
Sylvie Baron,Capucine Didier,Sylvie Baron,moov,RECEIPT,2022-03-16,446600
Capucine Didier,Capucine Didier,Sylvie Baron,moov,TRANSFER,2022-03-16,446600
Sylvie Baron,,,moov,CASH_IN,2022-03-17,229500
Sylvie Baron,,,moov,CASH_OUT,2022-03-17,168400
Sylvie Baron,Sylvie Baron,Victoire Schmitt,moov,TRANSFER,2022-03-17,380100
Victoire Schmitt,Sylvie Baron,Victoire Schmitt,moov,RECEIPT,2022-03-17,380100
Sylvie Baron,,,moov,CASH_OUT,2022-03-21,64000
Sylvie Baron,Sylvie Baron,Aurélie-Odette Deschamps,moov,TRANSFER,2022-03-23,373800
Aurélie-Odette Deschamps,Sylvie Baron,Aurélie-Odette Deschamps,moov,RECEIPT,2022-03-23,373800
Sylvie Baron,,,moov,CASH_OUT,2022-03-23,402900
Sylvie Baron,,,moov,CASH_OUT,2022-03-25,32000
Sylvie Baron,,,moov,CASH_OUT,2022-03-25,488700
Sylvie Baron,,,moov,CASH_OUT,2022-03-25,159200
Sylvie Baron,Sylvie Baron,Théodore Mathieu de la Duval,moov,TRANSFER,2022-03-27,344800
Théodore Mathieu de la Duval,Sylvie Baron,Théodore Mathieu de la Duval,moov,RECEIPT,2022-03-27,344800
Étienne-Laurent Marty,Étienne-Laurent Marty,Émile Gilles,moov,TRANSFER,2022-03-01,19400
Émile Gilles,Étienne-Laurent Marty,Émile Gilles,moov,RECEIPT,2022-03-01,19400
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-03,23200
Étienne-Laurent Marty,Étienne-Laurent Marty,Georges-Bernard Gros,moov,TRANSFER,2022-03-07,110600
Georges-Bernard Gros,Étienne-Laurent Marty,Georges-Bernard Gros,moov,RECEIPT,2022-03-07,110600
Étienne-Laurent Marty,Virginie Diallo,Étienne-Laurent Marty,moov,RECEIPT,2022-03-07,349000
Virginie Diallo,Virginie Diallo,Étienne-Laurent Marty,moov,TRANSFER,2022-03-07,349000
Étienne-Laurent Marty,Frédéric Lombard,Étienne-Laurent Marty,moov,RECEIPT,2022-03-09,393600
Frédéric Lombard,Frédéric Lombard,Étienne-Laurent Marty,moov,TRANSFER,2022-03-09,393600
Étienne-Laurent Marty,Georges Étienne,Étienne-Laurent Marty,moov,RECEIPT,2022-03-09,407300
Georges Étienne,Georges Étienne,Étienne-Laurent Marty,moov,TRANSFER,2022-03-09,407300
Étienne-Laurent Marty,Étienne-Laurent Marty,Anaïs Le Nguyen,moov,TRANSFER,2022-03-11,180900
Anaïs Le Nguyen,Étienne-Laurent Marty,Anaïs Le Nguyen,moov,RECEIPT,2022-03-11,180900
Étienne-Laurent Marty,,,moov,CASH_IN,2022-03-14,284900
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-15,179200
Étienne-Laurent Marty,Agnès Regnier Le Da Costa,Étienne-Laurent Marty,moov,RECEIPT,2022-03-15,600
Agnès Regnier Le Da Costa,Agnès Regnier Le Da Costa,Étienne-Laurent Marty,moov,TRANSFER,2022-03-15,600
Étienne-Laurent Marty,Marianne Dias,Étienne-Laurent Marty,moov,RECEIPT,2022-03-17,193500
Marianne Dias,Marianne Dias,Étienne-Laurent Marty,moov,TRANSFER,2022-03-17,193500
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-18,228000
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-18,346900
Étienne-Laurent Marty,Étienne-Laurent Marty,Sébastien de la Chauvin,moov,TRANSFER,2022-03-18,271700
Sébastien de la Chauvin,Étienne-Laurent Marty,Sébastien de la Chauvin,moov,RECEIPT,2022-03-18,271700
Étienne-Laurent Marty,Théodore Mathieu de la Duval,Étienne-Laurent Marty,moov,RECEIPT,2022-03-18,287800
Théodore Mathieu de la Duval,Théodore Mathieu de la Duval,Étienne-Laurent Marty,moov,TRANSFER,2022-03-18,287800
Étienne-Laurent Marty,,,moov,CASH_IN,2022-03-19,388300
Étienne-Laurent Marty,Colette Baron,Étienne-Laurent Marty,moov,RECEIPT,2022-03-21,249400
Colette Baron,Colette Baron,Étienne-Laurent Marty,moov,TRANSFER,2022-03-21,249400
Étienne-Laurent Marty,,,moov,CASH_IN,2022-03-24,404100
Étienne-Laurent Marty,Étienne-Laurent Marty,Mathilde Moreno,moov,TRANSFER,2022-03-25,371200
Mathilde Moreno,Étienne-Laurent Marty,Mathilde Moreno,moov,RECEIPT,2022-03-25,371200
Étienne-Laurent Marty,Philippe Hubert,Étienne-Laurent Marty,moov,RECEIPT,2022-03-25,6600
Philippe Hubert,Philippe Hubert,Étienne-Laurent Marty,moov,TRANSFER,2022-03-25,6600
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-25,389800
Étienne-Laurent Marty,,,moov,CASH_OUT,2022-03-27,336600
Christine Albert,,,moov,CASH_OUT,2022-03-01,36200
Christine Albert,Georges Reynaud,Christine Albert,moov,RECEIPT,2022-03-02,391300
Georges Reynaud,Georges Reynaud,Christine Albert,moov,TRANSFER,2022-03-02,391300
Christine Albert,Christine Albert,Stéphanie Mace,moov,TRANSFER,2022-03-05,231400
Stéphanie Mace,Christine Albert,Stéphanie Mace,moov,RECEIPT,2022-03-05,231400
Christine Albert,,,moov,CASH_OUT,2022-03-05,73800
Christine Albert,,,moov,CASH_IN,2022-03-06,22100
Christine Albert,Christine Albert,Guy Rivière-Dufour,moov,TRANSFER,2022-03-08,345000
Guy Rivière-Dufour,Christine Albert,Guy Rivière-Dufour,moov,RECEIPT,2022-03-08,345000
Christine Albert,,,moov,CASH_OUT,2022-03-08,237100
Christine Albert,Christine Albert,Victor Fournier-Rodriguez,moov,TRANSFER,2022-03-09,77400
Victor Fournier-Rodriguez,Christine Albert,Victor Fournier-Rodriguez,moov,RECEIPT,2022-03-09,77400
Christine Albert,Christine Albert,Théodore-Gérard Raymond,moov,TRANSFER,2022-03-11,206900
Théodore-Gérard Raymond,Christine Albert,Théodore-Gérard Raymond,moov,RECEIPT,2022-03-11,206900
Christine Albert,Georges Reynaud,Christine Albert,moov,RECEIPT,2022-03-12,396900
Georges Reynaud,Georges Reynaud,Christine Albert,moov,TRANSFER,2022-03-12,396900
Christine Albert,Nathalie Auger,Christine Albert,moov,RECEIPT,2022-03-14,278000
Nathalie Auger,Nathalie Auger,Christine Albert,moov,TRANSFER,2022-03-14,278000
Christine Albert,Christine Albert,Georges-Bernard Gros,moov,TRANSFER,2022-03-15,250900
Georges-Bernard Gros,Christine Albert,Georges-Bernard Gros,moov,RECEIPT,2022-03-15,250900
Christine Albert,,,moov,CASH_OUT,2022-03-16,171500
Christine Albert,,,moov,CASH_OUT,2022-03-16,393700
Christine Albert,,,moov,CASH_OUT,2022-03-16,172900
Christine Albert,,,moov,CASH_OUT,2022-03-16,12900
Christine Albert,Philippe Hubert,Christine Albert,moov,RECEIPT,2022-03-18,190500
Philippe Hubert,Philippe Hubert,Christine Albert,moov,TRANSFER,2022-03-18,190500
Christine Albert,,,moov,CASH_OUT,2022-03-18,250200
Christine Albert,,,moov,CASH_IN,2022-03-20,8500
Christine Albert,Christine Albert,Théodore Mathieu de la Duval,moov,TRANSFER,2022-03-21,162300
Théodore Mathieu de la Duval,Christine Albert,Théodore Mathieu de la Duval,moov,RECEIPT,2022-03-21,162300
Christine Albert,,,moov,CASH_OUT,2022-03-22,118600
Christine Albert,,,moov,CASH_OUT,2022-03-22,86300
Christine Albert,,,moov,CASH_OUT,2022-03-23,105800
Christine Albert,,,moov,CASH_IN,2022-03-24,247600
Christine Albert,,,moov,CASH_OUT,2022-03-26,398500
Christine Albert,Frédéric Charles de la Pineau,Christine Albert,moov,RECEIPT,2022-03-27,285700
Frédéric Charles de la Pineau,Frédéric Charles de la Pineau,Christine Albert,moov,TRANSFER,2022-03-27,285700
Christine Albert,,,moov,CASH_IN,2022-03-27,111200
Christine Albert,Christine Albert,Alexandria Bazin-Lacombe,moov,TRANSFER,2022-03-27,499200
Alexandria Bazin-Lacombe,Christine Albert,Alexandria Bazin-Lacombe,moov,RECEIPT,2022-03-27,499200
David Ramos,Bernard Traore,David Ramos,moov,RECEIPT,2022-03-02,338100
Bernard Traore,Bernard Traore,David Ramos,moov,TRANSFER,2022-03-02,338100
David Ramos,David Ramos,Maryse Michaud,moov,TRANSFER,2022-03-02,281600
Maryse Michaud,David Ramos,Maryse Michaud,moov,RECEIPT,2022-03-02,281600
David Ramos,,,moov,CASH_IN,2022-03-03,21000
David Ramos,,,moov,CASH_OUT,2022-03-04,169100
David Ramos,,,moov,CASH_IN,2022-03-05,446000
David Ramos,Émile Gilles,David Ramos,moov,RECEIPT,2022-03-06,180900
Émile Gilles,Émile Gilles,David Ramos,moov,TRANSFER,2022-03-06,180900
David Ramos,Vincent Gosselin de la Mallet,David Ramos,moov,RECEIPT,2022-03-10,125200
Vincent Gosselin de la Mallet,Vincent Gosselin de la Mallet,David Ramos,moov,TRANSFER,2022-03-10,125200
David Ramos,,,moov,CASH_OUT,2022-03-12,110900
David Ramos,,,moov,CASH_IN,2022-03-14,314200
David Ramos,David Ramos,Anaïs Le Nguyen,moov,TRANSFER,2022-03-15,312400
Anaïs Le Nguyen,David Ramos,Anaïs Le Nguyen,moov,RECEIPT,2022-03-15,312400
David Ramos,,,moov,CASH_OUT,2022-03-16,271100
David Ramos,,,moov,CASH_OUT,2022-03-17,36000
David Ramos,,,moov,CASH_IN,2022-03-18,190700
David Ramos,Victoire Schmitt,David Ramos,moov,RECEIPT,2022-03-19,295300
Victoire Schmitt,Victoire Schmitt,David Ramos,moov,TRANSFER,2022-03-19,295300
David Ramos,Aurélie-Odette Deschamps,David Ramos,moov,RECEIPT,2022-03-20,421900
Aurélie-Odette Deschamps,Aurélie-Odette Deschamps,David Ramos,moov,TRANSFER,2022-03-20,421900
David Ramos,Capucine Bazin,David Ramos,moov,RECEIPT,2022-03-21,397900
Capucine Bazin,Capucine Bazin,David Ramos,moov,TRANSFER,2022-03-21,397900
David Ramos,Geneviève Pages,David Ramos,moov,RECEIPT,2022-03-22,16800
Geneviève Pages,Geneviève Pages,David Ramos,moov,TRANSFER,2022-03-22,16800
David Ramos,David Ramos,Océane Diallo,moov,TRANSFER,2022-03-22,206300
Océane Diallo,David Ramos,Océane Diallo,moov,RECEIPT,2022-03-22,206300
David Ramos,David Ramos,Sabine Baron-Leroy,moov,TRANSFER,2022-03-23,154800
Sabine Baron-Leroy,David Ramos,Sabine Baron-Leroy,moov,RECEIPT,2022-03-23,154800
David Ramos,David Ramos,Constance Bousquet,moov,TRANSFER,2022-03-24,293000
Constance Bousquet,David Ramos,Constance Bousquet,moov,RECEIPT,2022-03-24,293000
David Ramos,David Ramos,Georges Reynaud,moov,TRANSFER,2022-03-24,303700
Georges Reynaud,David Ramos,Georges Reynaud,moov,RECEIPT,2022-03-24,303700
