Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Victor Roux,Masculin,"ATLANTIQUE,OUIDAH,AVLEKETE,ADOUNKO carré 0374",victorroux@gmail.com,1974-12-19,+22995388292,ingénieur électricien
Laetitia Caron,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,TOKAN carré 6226",none,2007-04-12,none,none
Maggie Maury,Féminin,"OUEME,ADJOHOUN,AZOWLISSE,KPODEDJI carré 6568",maggiemaury@gmail.com,1938-08-19,+22964808826,éducateur canin canine
Jules Bonnet,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,WOMEY CENTRE carré 6904",julesbonnet@gmail.com,1939-04-05,+22964921759,gardien de police municipale
Mathilde Moreno,Féminin,"OUEME,ADJARRA,MEDEDJONOU,SEME carré 2251",mathildemoreno@gmail.com,1943-05-29,+22964762740,apiculteur
Sabine Laurent,Féminin,"ATLANTIQUE,KPOMASSE,DEKANME,FONCOME carré 5185",sabinelaurent@gmail.com,1990-12-17,+22964248265,reporter-photographe
Isabelle Hamel-Lemonnier,Féminin,"LITTORAL,COTONOU,10EME ARRONDISSEMENT,YENAWA-FIFADJI carré 5312",isabellehamel-lemonnier@gmail.com,1951-10-23,+22964236152,chanteur
Jérôme Giraud,Féminin,"OUEME,SEME-PODJI,AGBLANGANDAN,AGBALILAME carré 4611",jérômegiraud@gmail.com,1947-04-22,+22964600444,concepteur multimédia
Marcelle Leroy du Fernandez,Féminin,"PLATEAU,KETOU,IDIGNY,ILLARA-KANGA carré 7924",marcelleleroydufernandez@gmail.com,1969-10-09,+22995332294,conducteur de train
Bernard Mathieu,Masculin,"COLLINES,BANTE,BOBE,SOULA carré 4127",bernardmathieu@gmail.com,1954-06-04,+22954689812,responsable de formation
Gabriel-Alain Benoit,Masculin,"OUEME,AKPRO-MISSERETE,VAKON,SOHOMEY carré 7875",gabriel-alainbenoit@gmail.com,1969-01-23,+22995941614,consultant en management de l'innovation
Victor de la Dufour,Masculin,"ATLANTIQUE,ZE,SEDJE-DENOU,AGBOHOUNSOU carré 6460",none,2018-07-01,none,none
Stéphane Adam,Féminin,"COUFFO,DOGBO,LOKOGOHOUE,LOKOGOHOUE carré 4621",none,2014-03-13,none,none
Marthe Joubert,Féminin,"DONGA,DJOUGOU,SEROU,BOUMVARI carré 8925",marthejoubert@gmail.com,1957-05-13,+22952525479,énergéticien
Gilbert Lebrun,Masculin,"ALIBORI,GOGOUNOU,SOUGOU-KPAN-TROSSI,SOUGOU-KPANTROSSI carré 9612",none,2012-01-04,none,none
Frédéric Lombard,Masculin,"ALIBORI,MALANVILLE,MALANVILLE,TASSI-ZENON carré 5702",frédériclombard@gmail.com,1998-08-22,+22995486925,chef de projet informatique
Juliette Colin,Féminin,"OUEME,DANGBO,GBEKO,GBEKO DEKANGBO carré 8554",juliettecolin@gmail.com,1987-02-04,+22956095752,agent général générale d'assurances
Noël Coste,Masculin,"ZOU,OUINHI,SAGON,ILAKA-OZOKPODJI carré 3618",noëlcoste@gmail.com,2002-07-16,+22995210521,histologiste
Chantal Vincent,Masculin,"PLATEAU,POBE,AHOYEYE,OKE-ITA carré 0270",chantalvincent@gmail.com,1981-09-23,+22995669830,animateur de radio et de télévision
Arthur Da Silva,Masculin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,AIDJEDO carré 0024",arthurdasilva@gmail.com,1986-12-13,+22964578574,garde à cheval
Thibaut Daniel du Lelièvre,Masculin,"COLLINES,SAVALOU,SAVALOU-AGA,LOWO carré 9546",thibautdanieldulelièvre@gmail.com,1960-01-25,+22954854733,auditeur externe
Adrien de la Reynaud,Masculin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,AGBOKOU ODO carré 0275",adriendelareynaud@gmail.com,1979-12-31,+22969857812,ingénieur recherche et développement (R&amp;D) en agroéquipement
Célina du Roche,Féminin,"MONO,COME,OUMAKO,SIVAME carré 9398",célinaduroche@gmail.com,1977-09-29,+22995976786,couvreur
Jean Gauthier,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,TANKPE YOHO carré 0826",jeangauthier@gmail.com,1938-11-14,+22995949356,ingénieur méthodes mécaniques
Margot Louis de Chartier,Masculin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-AKPLOMEY carré 5340",margotlouisdechartier@gmail.com,1955-01-23,+22956992490,économiste de la construction
William-Guillaume Cousin,Féminin,"OUEME,SEME-PODJI,AGBLANGANDAN,DAVATIN carré 7386",none,2006-03-09,none,none
Laure Colin,Féminin,"ZOU,OUINHI,DASSO,TOZOUNGO carré 5172",laurecolin@gmail.com,1955-02-11,+22953354576,responsable du service après-vente
Valentine-Marianne Laroche,Féminin,"BORGOU,TCHAOUROU,KIKA,TOUROU-SOUANRE carré 2645",none,2006-01-28,none,none
Émile Descamps,Féminin,"ZOU,ABOMEY,DJEGBE,GBECON-HOUEGBO carré 2494",émiledescamps@gmail.com,1975-11-03,+22952002985,chargé de communication interne
Yves Meyer-Clerc,Masculin,"OUEME,DANGBO,KESSOUNOU,HETIN-SOTA carré 3259",yvesmeyer-clerc@gmail.com,1969-03-10,+22966450102,chef de projet démantèlement nucléaire
Sylvie Antoine,Féminin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,AHOUANSORI LADJI carré 6501",sylvieantoine@gmail.com,1960-08-16,+22964890410,ingénieur recherche et développement en agroalimentaire
Roger Le Riou,Masculin,"COLLINES,DASSA-ZOUME,KPINGNI,ZOUGOUDO carré 6116",none,2015-06-26,none,none
Michelle Hubert-Le Goff,Féminin,"ALIBORI,MALANVILLE,MADECALI,SENDE carré 6938",michellehubert-legoff@gmail.com,1956-01-04,+22995301144,consultant en conduite de changement
Susanne Robin,Féminin,"DONGA,OUAKE,OUAKE,KPELOUDE carré 6342",susannerobin@gmail.com,1981-11-19,+22995332990,concepteur designer packaging
Michel de la Fontaine,Masculin,"ATLANTIQUE,OUIDAH,SAVI,DEKOUENOU carré 1445",micheldelafontaine@gmail.com,1946-01-24,+22953361641,ingénieur technico-commercial technico-commerciale en informatique
Marcelle Perrot,Féminin,"ATACORA,TANGUIETA,N'DAHONTA,SAMMONGOU carré 8171",none,2016-08-03,none,none
Lucie Gros,Féminin,"ZOU,COVE,GOUNLI,KPAGOUDO carré 3186",luciegros@gmail.com,1933-06-02,+22954980255,chef d'exploitation d'usine d'incinération
Margot Roux,Masculin,"MONO,LOKOSSA,KOUDO,TOZOUNME carré 6257",none,2021-01-21,none,none
Noël Ribeiro,Masculin,"OUEME,ADJOHOUN,AKPADANOU,HOUEDO-WO carré 4992",noëlribeiro@gmail.com,1962-11-11,+22964216231,éducateur de la protection judiciaire de la jeunesse (PJJ)
François Vincent,Masculin,"ATLANTIQUE,TORI-BOSSITO,AVAME,HOUNGO carré 6539",none,2020-12-17,none,none
Zoé Rolland,Masculin,"ZOU,ABOMEY,VIDOLE,DOGUEME carré 0494",none,2013-07-22,none,none
Suzanne Monnier du Garnier,Féminin,"PLATEAU,KETOU,IDIGNY,IDIGNY carré 5514",none,2017-04-12,none,none
Marcel Le Dijoux,Masculin,"BORGOU,N'DALI,N'DALI,WOBAKAROU carré 2681",marcelledijoux@gmail.com,1947-04-09,+22964190867,responsable de réseau d'assainissement
Agnès Bouvet,Masculin,"BORGOU,TCHAOUROU,TCHAOUROU,WOROGUI-GOURA carré 2341",agnèsbouvet@gmail.com,1988-03-15,+22950678137,ingénieur combustion et brûleurs
Aimé Guibert,Masculin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,FIYEGNON JACQUOT carré 2129",aiméguibert@gmail.com,1950-07-14,+22964443357,juge des enfants
Eugène Wagner,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,AKOSSAVIE carré 1937",eugènewagner@gmail.com,1989-12-22,+22956748184,professeur dans l'enseignement agricole
Julie Evrard,Féminin,"ALIBORI,KANDI,SAM,TANKONGOU carré 6395",julieevrard@gmail.com,1954-09-09,+22995316031,ingénieur d'études en sûreté nucléaire
Valérie Grondin,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,ZOUNDJA carré 9403",valériegrondin@gmail.com,1933-06-26,+22964288154,pharmacien
Margaux Marty,Masculin,"ATLANTIQUE,ZE,ZE,DOKOTA carré 1651",margauxmarty@gmail.com,1989-08-08,+22964941423,conservateur territorial de bibliothèques
Pierre-Timothée Tanguy,Féminin,"ATACORA,NATITINGOU,PERMA,KOUETENA carré 4782",pierre-timothéetanguy@gmail.com,1995-12-26,+22964299299,chargé de communication interne
Victor Goncalves,Masculin,"OUEME,AVRANKOU,ATCHOUKPA,TOKPA-YONHOSSOU carré 0075",victorgoncalves@gmail.com,2000-03-28,+22952930733,responsable de formation
Élise Hoareau,Féminin,"BORGOU,NIKKI,NIKKI,SAKABANSI carré 2066",élisehoareau@gmail.com,2002-10-24,+22995520647,régisseur lumière
Céline Guyot,Féminin,"ZOU,BOHICON,BOHICON II,GANCON-PONSA carré 2672",none,2006-06-27,none,none
Charlotte Leblanc,Féminin,"LITTORAL,COTONOU,5EME ARRONDISSEMENT,XWLACODJI PLAGE carré 3487",charlotteleblanc@gmail.com,1991-05-12,+22964084241,géologue
Michelle Martel-Rey,Féminin,"ATACORA,BOUKOUMBE,TABOTA,DIPINTAKOUANI carré 3990",michellemartel-rey@gmail.com,1972-10-10,+22964100484,informaticien industriel industrielle
Caroline Lejeune de la Bonnet,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE-PK10 carré 1013",carolinelejeunedelabonnet@gmail.com,1950-12-26,+22990061383,consignataire de navire
Chantal Evrard,Masculin,"PLATEAU,POBE,ISSABA,ONIGBOLO carré 3039",chantalevrard@gmail.com,1989-11-26,+22964790030,opérateur prépresse
Paulette Allard,Féminin,"COLLINES,SAVE,OFFE,DANI carré 1770",none,2017-01-07,none,none
Denis Lebrun Le Vincent,Masculin,"BORGOU,KALALE,PEONGA,GNEL-YAKAN carré 9831",denislebrunlevincent@gmail.com,1932-11-30,+22957409875,électromécanicien en remontées mécaniques
Adèle Lefort-Pascal,Féminin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,TOKPLEGBE carré 6820",none,2012-04-03,none,none
Luc Potier,Masculin,"ZOU,BOHICON,SODOHOME,MADJE carré 8167",lucpotier@gmail.com,1965-10-29,+22995917974,aide-chimiste
Marcelle-Josette Bourgeois,Féminin,"ATACORA,OUASSA-PEHUNCO,TOBRE,GONRI carré 5061",none,2012-10-04,none,none
Marc Delattre,Masculin,"PLATEAU,ADJA-OUERE,KPOULOU,KPOULOU-IDI-EKPE carré 4975",marcdelattre@gmail.com,1975-09-24,+22995784585,restaurateur d'oeuvres d'art
Roland Valette,Masculin,"ALIBORI,MALANVILLE,GAROU,GAROU-TEDJI-GOROBANI carré 6485",rolandvalette@gmail.com,1977-11-01,+22964485459,avocat
Agathe Courtois,Féminin,"ZOU,DJIDJA,MONSOUROU,KOHOUGON carré 1947",agathecourtois@gmail.com,2003-07-28,+22995519100,maître-chien
Audrey Delmas de la Peltier,Masculin,"ATACORA,OUASSA-PEHUNCO,TOBRE,TOBRE carré 7652",none,2004-11-04,none,none
Alix Delahaye,Masculin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,AIDJEDO AHITO carré 7134",alixdelahaye@gmail.com,1967-02-13,+22967496369,apiculteur
Louise Duhamel,Féminin,"ZOU,ZOGBODOMEY,AVLAME,YOKON carré 6335",louiseduhamel@gmail.com,1951-08-17,+22964071559,danseur
Robert Vaillant,Masculin,"ZOU,BOHICON,AGONGOINTO,ZOUNGOUDO carré 3366",robertvaillant@gmail.com,1932-09-29,+22954626420,projectionniste
Alain-René Colin,Masculin,"ALIBORI,KANDI,KASSAKOU,GOGORE carré 6289",alain-renécolin@gmail.com,1951-11-25,+22952519230,concepteur-rédacteur
Adrien Bernier,Masculin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,MINONTCHOU carré 5269",adrienbernier@gmail.com,1969-05-29,+22964011979,chargé de veille législative et réglementaire
Antoinette Pelletier de la Martinez,Féminin,"BORGOU,TCHAOUROU,TCHATCHOU,TCHATCHOU carré 2880",none,2010-09-27,none,none
Christophe Faure,Féminin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,SEGBEYA SUD carré 9825",christophefaure@gmail.com,2000-12-11,+22995530497,linguiste
Audrey Descamps,Masculin,"BORGOU,NIKKI,SEREKALI,KONI carré 8931",none,2011-04-29,none,none
Colette Dupuy,Féminin,"ZOU,AGBANGNIZOUN,SINWE,LEGO carré 5420",colettedupuy@gmail.com,1941-07-27,+22957357953,mécanicien et technicien
Émile de Roy,Féminin,"ATACORA,MATERI,TANTEGA,TANHOUN carré 8628",émilederoy@gmail.com,1946-08-12,+22964364152,contremaître
Christiane du Lejeune,Féminin,"ATACORA,NATITINGOU,NATITINGOU III,YIMPORIMA carré 3613",none,2009-03-09,none,none
Claude Gonzalez,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,TOKPOTA ZEBE carré 1206",claudegonzalez@gmail.com,1998-10-08,+22990259047,juriste en propriété intellectuelle
William Evrard,Masculin,"COLLINES,OUESSE,IKEMON,AKPERO carré 6330",williamevrard@gmail.com,1940-07-06,+22995547312,assistant de service social
Édouard du Daniel,Masculin,"DONGA,BASSILA,PENESSOULOU,AWO carré 4394",none,2009-03-06,none,none
Éric Bernard,Masculin,"ALIBORI,MALANVILLE,GUENE,KANTORO carré 0920",éricbernard@gmail.com,1934-10-24,+22964853459,agent artistique
Émile Dupuy,Féminin,"ATACORA,KEROU,KEROU,SINAGOUROU carré 8789",émiledupuy@gmail.com,1974-05-10,+22964468479,ergothérapeute
Adélaïde Boutin,Féminin,"ALIBORI,GOGOUNOU,BAGOU,KEROU-BAGOU carré 1791",none,2020-01-02,none,none
Lucas Martel,Masculin,"COLLINES,DASSA-ZOUME,DASSA I,ESSEKPA carré 7152",lucasmartel@gmail.com,1953-04-09,+22995697132,masseur
Claude de la Julien,Féminin,"COUFFO,TOVIKLIN,ADJIDO,DEKANDJI carré 4831",claudedelajulien@gmail.com,1948-10-01,+22952605140,ferronnier d'art
Cécile Blin,Féminin,"OUEME,SEME-PODJI,DJEREGBE,DJEREGBE carré 9593",cécileblin@gmail.com,1987-07-20,+22964328219,chef de projet éolien
Adélaïde Delorme,Féminin,"OUEME,AVRANKOU,ATCHOUKPA,TANZOUN BLIGUEDE carré 6808",adélaïdedelorme@gmail.com,1986-10-29,+22995270633,élagueur
Théodore Leclercq,Féminin,"DONGA,OUAKE,TCHALINGA,MADJATOM carré 3839",théodoreleclercq@gmail.com,1941-04-29,+22964477746,technicien pétrolier pétrolière
Maurice Lemoine,Féminin,"BORGOU,N'DALI,OUENOU,GAH-WINRA carré 2785",mauricelemoine@gmail.com,1977-09-16,+22953508520,géochimiste
Luc du Gillet,Masculin,"MONO,LOKOSSA,LOKOSSA,AKODEDJRO carré 6949",lucdugillet@gmail.com,1938-05-29,+22995392367,officier de la marine marchande
Anaïs Deschamps,Masculin,"ATACORA,TOUKOUNTOUNA,TAMPEGRE,TAMPEGRE carré 7303",anaïsdeschamps@gmail.com,1953-04-25,+22995082663,sportif de haut niveau
Joseph Nguyen,Masculin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,GBEGAMEY CENTRE carré 7844",josephnguyen@gmail.com,1962-06-10,+22995984819,vendeur-magasinier en fournitures automobiles
Stéphanie Fischer,Féminin,"MONO,COME,COME,HONGODE carré 5310",stéphaniefischer@gmail.com,1931-07-13,+22964883651,pédicure-podologue
Honoré Poirier Le Rémy,Masculin,"LITTORAL,COTONOU,7EME ARRONDISSEMENT,SEHOGAN SIKE carré 7210",honorépoirierlerémy@gmail.com,1940-08-15,+22995588818,technicien prototypiste en agroéquipement
Mathilde Moreau,Féminin,"ZOU,ZA-KPOTA,KPAKPAME,TANGBE carré 6278",none,2021-03-27,none,none
Emmanuel Didier,Masculin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,GBENONKPO carré 2452",emmanueldidier@gmail.com,1973-08-14,+22954822065,pilote de ligne
Cécile Caron,Féminin,"ALIBORI,BANIKOARA,SOMPEROUKOU,POTO carré 9059",cécilecaron@gmail.com,1939-08-06,+22995515267,étanchéiste
Lucie Guichard,Féminin,"MONO,COME,COME,GADOME carré 9012",lucieguichard@gmail.com,1954-11-15,+22995606298,pisteur secouriste
Zacharie Pasquier,Féminin,"BORGOU,BEMBEREKE,BEROUBOUAY,BEROUBOUAY-OUEST carré 3289",zachariepasquier@gmail.com,1940-10-15,+22990621415,art-thérapeute
Julien Pinto-Chevallier,Masculin,"PLATEAU,IFANGNI,LAGBE,LAGBE carré 7836",julienpinto-chevallier@gmail.com,1984-12-17,+22995800818,chef de chantier
Luc Gillet,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TANKPE TOGOUDO carré 2412",lucgillet@gmail.com,1938-10-14,+22995969037,ingénieur réservoir
Anaïs de Lemaître,Masculin,"BORGOU,N'DALI,OUENOU,WEREKE carré 6797",none,2018-12-10,none,none
Isaac Le Gall,Masculin,"PLATEAU,IFANGNI,DAAGBE,DJEGOU-DJEDJE carré 1574",isaaclegall@gmail.com,1971-01-23,+22995724043,accessoiriste
Astrid-Élisabeth Laroche,Masculin,"COLLINES,DASSA-ZOUME,KERE,GODOGOSSOU carré 8239",astrid-élisabethlaroche@gmail.com,1953-11-27,+22964480909,anatomiste
Alain Pinto,Masculin,"COLLINES,OUESSE,KILIBO,YAOUI carré 6193",alainpinto@gmail.com,2001-07-17,+22967376594,ingénieur opticien opticienne
Claudine Alexandre-Fontaine,Féminin,"COLLINES,DASSA-ZOUME,TRE,ADJOKAN carré 1395",none,2004-11-10,none,none
Joseph Didier,Masculin,"BORGOU,BEMBEREKE,BEROUBOUAY,SOMBOUAN-PARIS carré 1279",josephdidier@gmail.com,1966-10-08,+22995613551,ingénieur essais
Brigitte-Olivie Nicolas,Féminin,"PLATEAU,POBE,POBE,ISSALE-AFFIN carré 3547",brigitte-olivienicolas@gmail.com,1941-06-16,+22953489676,technicien packaging
Lucas Marchal,Masculin,"ATLANTIQUE,KPOMASSE,SEGBOHOUE,TOKPA-DAHO carré 3152",none,2018-10-05,none,none
Robert Besnard,Masculin,"LITTORAL,COTONOU,9EME ARRONDISSEMENT,KINDONOU carré 3145",none,2018-10-20,none,none
Philippe Perez-Duval,Féminin,"ALIBORI,KARIMAMA,BOGO-BOGO,KOFOUNOU carré 3258",philippeperez-duval@gmail.com,1969-03-11,+22995039328,administrateur territorial
Olivier de Philippe,Masculin,"DONGA,DJOUGOU,KOLOCONDE,KOLOCONDE ZONGO carré 8053",none,2017-10-30,none,none
Paulette-Isabelle Boutin,Féminin,"ALIBORI,KANDI,ANGARADEBOU,FAFA carré 3143",paulette-isabelleboutin@gmail.com,1983-02-14,+22995285675,chef de fabrication des industries graphiques
Alex Aubert,Masculin,"COUFFO,TOVIKLIN,AVEDJIN,DANDJEKPOHOUE carré 5394",none,2009-11-03,none,none
Noémi Da Costa,Féminin,"BORGOU,KALALE,BOUCA,KOUREL carré 2575",noémidacosta@gmail.com,1952-12-25,+22964251949,designer sonore
Michelle Jourdan,Féminin,"COUFFO,KLOUEKANMEY,KLOUEKANME,AGBLECOME carré 2665",michellejourdan@gmail.com,1949-11-17,+22964097860,commissaire-priseur
Alain Dumas,Masculin,"ZOU,DJIDJA,AGOUNA,ZOUNGAHOU carré 1947",alaindumas@gmail.com,1936-02-26,+22990088695,agent hydrothermal hydrothermale
Gérard Couturier-Gay,Masculin,"ATLANTIQUE,KPOMASSE,KPOMASSE CENTRE,LOKOSSA carré 3232",gérardcouturier-gay@gmail.com,1980-03-03,+22964571462,mécatronicien
Corinne Pages,Féminin,"BORGOU,NIKKI,GNONKOUROKALI,GNONKOURAKALI carré 6487",corinnepages@gmail.com,2000-12-17,+22995618293,chargé d'affaires en génie mécanique
Bertrand-Éric Durand,Masculin,"PLATEAU,ADJA-OUERE,IKPINLE,ATTAN-EWE carré 1650",none,2014-02-24,none,none
Thibaut Vasseur de la Lecomte,Masculin,"LITTORAL,COTONOU,5EME ARRONDISSEMENT,XWLACODJI KPODJI carré 7898",none,2018-05-14,none,none
Patrick Valentin de Potier,Masculin,"ALIBORI,KANDI,KANDI 1,PEDE carré 7000",patrickvalentindepotier@gmail.com,1996-05-15,+22995153295,verrier au chalumeau
Gérard Huet,Masculin,"ATLANTIQUE,ZE,DODJI-BATA,HOUNTAKON carré 2165",none,2015-02-28,none,none
Timothée Bonnin de Leclerc,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,DJLADO carré 7369",timothéebonnindeleclerc@gmail.com,1977-09-26,+22964578370,vitrailliste
Josette Perrier,Féminin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,GANKPODO carré 0817",josetteperrier@gmail.com,1978-03-26,+22995478681,professeur des écoles des écoles
Laurence de la Coulon,Féminin,"OUEME,AVRANKOU,ATCHOUKPA,MALE carré 8006",laurencedelacoulon@gmail.com,1972-06-01,+22964036692,officier de police
Joséphine Legrand,Féminin,"PLATEAU,POBE,ISSABA,ILLOULOFIN carré 1560",joséphinelegrand@gmail.com,1964-07-31,+22967671959,cadreur
Paulette Bernier-Letellier,Féminin,"COLLINES,SAVE,BONI,AGBAÏGODO carré 7872",paulettebernier-letellier@gmail.com,1982-12-30,+22995982425,médecin humanitaire
Corinne Blot,Féminin,"COUFFO,LALO,LOKOGBA,DAVIHOUE carré 0073",corinneblot@gmail.com,1951-01-06,+22969266453,gestionnaire actif/passif
Virginie Wagner,Féminin,"COLLINES,SAVALOU,KPATABA,EKPA carré 2500",virginiewagner@gmail.com,1990-01-04,+22995034671,testeur
Manon Leroux,Masculin,"MONO,GRAND-POPO,DJANGLANMEY,GOUNTOETO carré 0869",manonleroux@gmail.com,1992-03-14,+22990190420,éducateur de la protection judiciaire de la jeunesse (PJJ)
Adrien Vallet-Sanchez,Masculin,"COLLINES,GLAZOUE,GOME,HAYA carré 4288",adrienvallet-sanchez@gmail.com,1954-11-27,+22995287336,conducteur de métro
François de Weiss,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,HLOUAKOMEY carré 1035",françoisdeweiss@gmail.com,1994-10-27,+22953177961,conservateur du patrimoine
Chantal Colin,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ATROKPO-CODJI carré 0710",none,2010-11-12,none,none
Gilles de Lecomte,Masculin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,ZONGO carré 8429",gillesdelecomte@gmail.com,1948-01-04,+22991457411,conducteur de machines à imprimer
François-Daniel Martel,Masculin,"MONO,COME,COME,LONM-NAVA carré 3412",none,2005-08-11,none,none
Frédérique Rémy-Girard,Féminin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,TRANZA carré 2935",frédériquerémy-girard@gmail.com,1930-09-05,+22966394399,ingénieur de maintenance industrielle
Hélène de Letellier,Féminin,"OUEME,ADJARRA,MALANHOUI,HEVIE-KPOTA carré 2180",hélènedeletellier@gmail.com,1937-09-24,+22995131721,éducateur spécialisé spécialisée
François Hubert,Masculin,"PLATEAU,KETOU,ODOMETA,KEWI carré 7734",françoishubert@gmail.com,1951-08-06,+22969062006,consultant en solutions intégrées
Gilles-Paul Vincent,Masculin,"COUFFO,LALO,GNIZOUNME,ASSOGBAHOUE carré 6702",gilles-paulvincent@gmail.com,1981-01-08,+22964295406,analyste de crédit
Élodie Chevallier-Prévost,Féminin,"ATACORA,KEROU,KEROU,KARIGOUROU carré 1850",élodiechevallier-prévost@gmail.com,1936-04-08,+22964189348,éducateur technique spécialisé technique spécialisée
Christiane-Aimée Guillaume,Féminin,"ATLANTIQUE,ZE,ZE,AKPALI carré 6977",none,2017-07-10,none,none
Marianne Sauvage,Féminin,"COLLINES,GLAZOUE,GLAZOUE,AFFECIA carré 9073",none,2015-08-05,none,none
Éléonore Étienne,Féminin,"MONO,HOUEYOGBE,HONHOUE,AGLE carré 8304",éléonoreétienne@gmail.com,1959-04-14,+22969812166,ingénieur mathématicien
Alphonse Durand-Goncalves,Féminin,"COUFFO,KLOUEKANMEY,AHOGBEYA,AHOGBEYA carré 6057",none,2006-01-23,none,none
Alice Boulay,Féminin,"DONGA,DJOUGOU,ONKLOU,ONKLOU SAOUPEHOUN carré 3190",none,2014-09-01,none,none
Michelle Guyot,Féminin,"ATACORA,KOUANDE,CHABI-COUMA,CHABI COUMA carré 7321",michelleguyot@gmail.com,1966-02-28,+22964772834,technicien en traitement des matériaux
Adélaïde de la Pages,Féminin,"COLLINES,SAVALOU,SAVALOU-AGA,HONNOUKON carré 1127",adélaïdedelapages@gmail.com,1938-12-23,+22995487011,magasinier cariste
Édith Perrin-Noël,Masculin,"OUEME,AGUEGUES,HOUEDOME,ZINVIEKOME carré 4190",édithperrin-noël@gmail.com,1951-10-07,+22964582297,responsable de la collecte des déchets ménagers
Alex Guillon-Andre,Masculin,"DONGA,DJOUGOU,KOLOCONDE,TEBOU carré 9789",alexguillon-andre@gmail.com,1947-01-01,+22995471481,anesthésiste-réanimateur
Philippine Klein,Féminin,"ALIBORI,SEGBANA,SEGBANA,FONDO carré 9835",philippineklein@gmail.com,1986-08-24,+22995179310,viticulteur
Eugène Leleu,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,WOMEY CENTRE carré 1708",eugèneleleu@gmail.com,1945-08-21,+22964801210,façonnier des industries graphiques
